 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb,model.000.10.pdb,model.000.11.pdb,model.000.12.pdb,model.000.13.pdb,model.000.14.pdb
model.000.00.pdb,0.396,0.079,0.203,0.328,0.622,0.224,0.241,0.169,0.549,0.540,0.444,0.375,0.129,0.434,0.262
model.000.01.pdb,0.049,0.161,0.659,0.040,0.250,0.053,0.643,0.106,0.206,0.213,0.136,0.057,0.357,0.304,0.028
model.000.02.pdb,0.138,0.000,0.054,0.692,0.231,0.712,0.068,0.509,0.147,0.151,0.133,0.680,0.012,0.092,0.647
model.000.03.pdb,0.460,0.254,0.283,0.176,0.519,0.114,0.279,0.065,0.635,0.804,0.556,0.203,0.269,0.640,0.137
model.000.04.pdb,0.000,0.208,0.288,0.000,0.045,0.013,0.283,0.014,0.056,0.074,0.072,0.000,0.531,0.108,0.000
model.000.05.pdb,0.255,0.579,0.167,0.000,0.161,0.000,0.143,0.000,0.420,0.438,0.373,0.015,0.291,0.417,0.000
model.000.06.pdb,0.103,0.275,0.478,0.000,0.167,0.013,0.500,0.043,0.206,0.254,0.190,0.000,0.583,0.327,0.000
model.000.07.pdb,0.121,0.000,0.078,0.491,0.183,0.600,0.061,0.574,0.116,0.119,0.118,0.562,0.013,0.072,0.500
model.000.08.pdb,0.019,0.000,0.074,0.259,0.053,0.353,0.073,0.615,0.031,0.032,0.032,0.255,0.015,0.050,0.255
model.000.09.pdb,0.169,0.522,0.377,0.000,0.136,0.012,0.370,0.013,0.328,0.339,0.250,0.000,0.588,0.368,0.000
model.000.10.pdb,0.358,0.327,0.310,0.103,0.393,0.048,0.305,0.052,0.585,0.640,0.431,0.123,0.312,0.588,0.065
model.000.11.pdb,0.286,0.085,0.367,0.100,0.533,0.068,0.417,0.108,0.471,0.404,0.321,0.141,0.190,0.440,0.058
model.000.12.pdb,0.727,0.094,0.052,0.164,0.400,0.091,0.088,0.031,0.468,0.396,0.659,0.218,0.078,0.435,0.117
model.000.13.pdb,0.016,0.000,0.175,0.132,0.062,0.238,0.214,0.440,0.027,0.014,0.014,0.090,0.071,0.029,0.141
model.000.14.pdb,0.200,0.000,0.077,0.569,0.333,0.528,0.092,0.339,0.238,0.226,0.185,0.727,0.013,0.154,0.490
