 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb,model.000.10.pdb,model.000.11.pdb,model.000.12.pdb,model.000.13.pdb,model.000.14.pdb
model.000.00.pdb,0.063,0.682,0.064,0.159,0.543,0.561,0.025,0.368,0.151,0.361,0.000,0.000,0.130,0.281,0.633
model.000.01.pdb,0.129,0.095,0.592,0.531,0.015,0.183,0.520,0.074,0.580,0.083,0.250,0.357,0.745,0.055,0.071
model.000.02.pdb,0.042,0.711,0.072,0.183,0.442,0.455,0.014,0.327,0.190,0.345,0.000,0.000,0.147,0.217,0.511
model.000.03.pdb,0.164,0.545,0.100,0.138,0.275,0.660,0.071,0.469,0.200,0.510,0.015,0.014,0.141,0.434,0.609
model.000.04.pdb,0.099,0.511,0.116,0.194,0.354,0.509,0.071,0.309,0.219,0.351,0.030,0.042,0.191,0.226,0.480
model.000.05.pdb,0.062,0.087,0.714,0.620,0.014,0.154,0.608,0.026,0.635,0.037,0.267,0.390,0.760,0.051,0.066
model.000.06.pdb,0.068,0.478,0.013,0.014,0.413,0.431,0.000,0.385,0.040,0.400,0.000,0.000,0.025,0.310,0.542
model.000.07.pdb,0.103,0.121,0.510,0.578,0.051,0.194,0.469,0.030,0.531,0.057,0.222,0.286,0.660,0.043,0.076
model.000.08.pdb,0.000,0.121,0.000,0.000,0.170,0.081,0.000,0.078,0.000,0.057,0.000,0.000,0.000,0.043,0.127
model.000.09.pdb,0.159,0.077,0.549,0.520,0.031,0.149,0.510,0.057,0.538,0.053,0.291,0.375,0.627,0.068,0.056
model.000.10.pdb,0.013,0.111,0.580,0.810,0.031,0.197,0.375,0.028,0.818,0.039,0.109,0.242,0.766,0.026,0.086
model.000.11.pdb,0.027,0.048,0.574,0.732,0.000,0.127,0.385,0.000,0.705,0.014,0.158,0.309,0.660,0.000,0.029
model.000.12.pdb,0.667,0.083,0.138,0.044,0.033,0.194,0.241,0.353,0.056,0.370,0.320,0.286,0.114,0.460,0.164
model.000.13.pdb,0.227,0.000,0.481,0.283,0.000,0.049,0.660,0.071,0.286,0.067,0.532,0.696,0.424,0.068,0.013
model.000.14.pdb,0.025,0.000,0.111,0.149,0.000,0.000,0.099,0.000,0.125,0.000,0.075,0.147,0.105,0.000,0.000
