 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb,model.000.10.pdb,model.000.11.pdb,model.000.12.pdb,model.000.13.pdb,model.000.14.pdb
model.000.00.pdb,0.400,0.047,0.185,0.357,0.000,0.170,0.047,0.172,0.056,0.108,0.230,0.222,0.622,0.000,0.302
model.000.01.pdb,0.644,0.203,0.174,0.667,0.045,0.320,0.203,0.161,0.052,0.267,0.463,0.458,0.422,0.029,0.259
model.000.02.pdb,0.674,0.190,0.254,0.529,0.046,0.185,0.150,0.228,0.054,0.138,0.375,0.478,0.409,0.030,0.392
model.000.03.pdb,0.125,0.000,0.167,0.113,0.000,0.078,0.017,0.109,0.000,0.032,0.079,0.054,0.395,0.000,0.192
model.000.04.pdb,0.275,0.090,0.759,0.160,0.000,0.000,0.000,0.593,0.364,0.000,0.094,0.135,0.130,0.254,0.582
model.000.05.pdb,0.479,0.097,0.182,0.453,0.000,0.189,0.062,0.150,0.036,0.106,0.288,0.314,0.649,0.031,0.321
model.000.06.pdb,0.340,0.032,0.233,0.327,0.000,0.113,0.032,0.204,0.059,0.062,0.200,0.189,0.629,0.000,0.347
model.000.07.pdb,0.129,0.117,0.328,0.041,0.048,0.000,0.098,0.447,0.629,0.043,0.027,0.100,0.000,0.571,0.232
model.000.08.pdb,0.111,0.196,0.000,0.310,0.179,0.632,0.314,0.000,0.000,0.600,0.389,0.138,0.154,0.000,0.000
model.000.09.pdb,0.192,0.077,0.621,0.107,0.012,0.000,0.037,0.635,0.480,0.011,0.057,0.092,0.100,0.361,0.458
model.000.10.pdb,0.076,0.193,0.000,0.222,0.396,0.400,0.333,0.000,0.000,0.460,0.267,0.098,0.070,0.000,0.000
model.000.11.pdb,0.125,0.095,0.000,0.279,0.062,0.561,0.190,0.000,0.000,0.370,0.351,0.153,0.148,0.000,0.000
model.000.12.pdb,0.204,0.107,0.440,0.076,0.000,0.000,0.000,0.537,0.625,0.000,0.045,0.130,0.019,0.326,0.362
model.000.13.pdb,0.238,0.071,0.700,0.120,0.014,0.000,0.027,0.767,0.477,0.013,0.051,0.088,0.097,0.233,0.604
model.000.14.pdb,0.674,0.150,0.254,0.500,0.015,0.185,0.095,0.228,0.093,0.121,0.328,0.417,0.442,0.030,0.365
