 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb,model.000.10.pdb,model.000.11.pdb,model.000.12.pdb,model.000.13.pdb,model.000.14.pdb
model.000.00.pdb,0.013,0.520,0.054,0.104,0.263,0.097,0.095,0.732,0.542,0.136,0.388,0.291,0.203,0.123,0.180
model.000.01.pdb,0.625,0.013,0.339,0.536,0.237,0.509,0.296,0.000,0.000,0.000,0.113,0.161,0.279,0.509,0.281
model.000.02.pdb,0.014,0.600,0.000,0.052,0.214,0.056,0.066,0.595,0.628,0.183,0.255,0.218,0.141,0.083,0.115
model.000.03.pdb,0.000,0.310,0.013,0.000,0.014,0.000,0.000,0.268,0.321,0.630,0.030,0.000,0.000,0.000,0.000
model.000.04.pdb,0.027,0.562,0.013,0.120,0.315,0.099,0.153,0.591,0.587,0.156,0.314,0.321,0.226,0.157,0.203
model.000.05.pdb,0.045,0.278,0.060,0.300,0.585,0.200,0.292,0.362,0.288,0.015,0.605,0.600,0.429,0.316,0.444
model.000.06.pdb,0.038,0.688,0.000,0.098,0.242,0.135,0.156,0.434,0.491,0.250,0.217,0.226,0.171,0.101,0.149
model.000.07.pdb,0.000,0.333,0.000,0.000,0.015,0.000,0.000,0.241,0.321,0.614,0.032,0.000,0.000,0.000,0.000
model.000.08.pdb,0.000,0.224,0.058,0.013,0.081,0.000,0.000,0.320,0.302,0.250,0.167,0.048,0.029,0.027,0.031
model.000.09.pdb,0.000,0.339,0.000,0.000,0.014,0.000,0.000,0.254,0.328,0.560,0.029,0.000,0.000,0.000,0.000
model.000.10.pdb,0.262,0.101,0.147,0.604,0.674,0.519,0.683,0.145,0.121,0.000,0.447,0.651,0.750,0.640,0.846
model.000.11.pdb,0.162,0.238,0.000,0.048,0.057,0.141,0.076,0.090,0.152,0.283,0.045,0.090,0.097,0.024,0.028
model.000.12.pdb,0.000,0.328,0.000,0.000,0.014,0.000,0.000,0.241,0.293,0.767,0.030,0.000,0.000,0.000,0.000
model.000.13.pdb,0.071,0.000,0.382,0.107,0.061,0.069,0.047,0.000,0.000,0.000,0.015,0.030,0.042,0.159,0.045
model.000.14.pdb,0.000,0.562,0.000,0.091,0.291,0.083,0.133,0.667,0.622,0.213,0.314,0.273,0.169,0.125,0.164
