 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb
model.000.00.pdb,0.538,0.000,0.490,0.429,0.463,0.259,0.466,0.407,0.415,0.431
model.000.01.pdb,0.172,0.310,0.109,0.000,0.194,0.417,0.143,0.000,0.029,0.000
model.000.02.pdb,0.578,0.000,0.523,0.315,0.522,0.333,0.407,0.288,0.347,0.298
model.000.03.pdb,0.480,0.014,0.591,0.254,0.553,0.340,0.681,0.273,0.169,0.283
model.000.04.pdb,0.644,0.027,0.522,0.194,0.521,0.367,0.519,0.167,0.302,0.185
model.000.05.pdb,0.157,0.519,0.100,0.000,0.176,0.370,0.117,0.000,0.027,0.000
model.000.06.pdb,0.254,0.000,0.321,0.609,0.281,0.098,0.411,0.628,0.380,0.638
model.000.07.pdb,0.203,0.263,0.136,0.000,0.228,0.455,0.152,0.000,0.065,0.000
model.000.08.pdb,0.092,0.000,0.015,0.365,0.014,0.000,0.056,0.314,0.435,0.345
model.000.09.pdb,0.152,0.351,0.091,0.000,0.172,0.380,0.110,0.000,0.044,0.000
