 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb,model.000.10.pdb,model.000.11.pdb,model.000.12.pdb,model.000.13.pdb,model.000.14.pdb,model.000.15.pdb,model.000.16.pdb,model.000.17.pdb,model.000.18.pdb,model.000.19.pdb
model.000.00.pdb,0.562,0.125,0.171,0.500,0.014,0.241,0.125,0.159,0.051,0.167,0.333,0.392,0.625,0.029,0.276,0.029,0.096,0.000,0.232,0.365
model.000.01.pdb,0.070,0.058,0.383,0.012,0.014,0.000,0.043,0.321,0.370,0.013,0.013,0.043,0.000,0.412,0.210,0.659,0.528,0.015,0.186,0.143
model.000.02.pdb,0.543,0.308,0.130,0.540,0.081,0.260,0.259,0.095,0.036,0.237,0.520,0.595,0.452,0.063,0.207,0.000,0.056,0.000,0.161,0.288
model.000.03.pdb,0.136,0.161,0.000,0.328,0.246,0.718,0.309,0.000,0.000,0.540,0.379,0.164,0.182,0.000,0.000,0.000,0.000,0.046,0.000,0.029
model.000.04.pdb,0.644,0.246,0.209,0.538,0.061,0.222,0.203,0.180,0.070,0.188,0.436,0.556,0.422,0.061,0.304,0.014,0.097,0.000,0.259,0.400
model.000.05.pdb,0.511,0.048,0.389,0.298,0.000,0.053,0.016,0.375,0.146,0.029,0.197,0.231,0.349,0.016,0.595,0.048,0.259,0.000,0.476,0.730
model.000.06.pdb,0.538,0.375,0.176,0.623,0.101,0.333,0.305,0.130,0.098,0.302,0.574,0.617,0.321,0.070,0.234,0.027,0.104,0.000,0.213,0.288
model.000.07.pdb,0.127,0.214,0.000,0.328,0.241,0.703,0.333,0.000,0.000,0.622,0.382,0.155,0.151,0.000,0.000,0.000,0.000,0.032,0.000,0.031
model.000.08.pdb,0.111,0.015,0.027,0.226,0.031,0.442,0.081,0.030,0.000,0.309,0.271,0.082,0.333,0.000,0.045,0.000,0.014,0.000,0.032,0.100
model.000.09.pdb,0.147,0.154,0.000,0.355,0.233,0.707,0.293,0.000,0.000,0.538,0.407,0.175,0.172,0.000,0.013,0.000,0.000,0.076,0.000,0.028
model.000.10.pdb,0.316,0.059,0.745,0.157,0.000,0.000,0.000,0.698,0.348,0.000,0.081,0.109,0.121,0.145,0.682,0.286,0.600,0.000,0.683,0.578
model.000.11.pdb,0.167,0.609,0.077,0.221,0.327,0.095,0.423,0.103,0.103,0.295,0.224,0.352,0.015,0.259,0.070,0.088,0.038,0.094,0.092,0.074
model.000.12.pdb,0.134,0.197,0.000,0.323,0.333,0.581,0.377,0.000,0.000,0.529,0.373,0.161,0.138,0.000,0.000,0.000,0.000,0.113,0.000,0.029
model.000.13.pdb,0.000,0.000,0.096,0.000,0.000,0.000,0.000,0.044,0.017,0.000,0.000,0.000,0.000,0.000,0.029,0.077,0.114,0.119,0.015,0.030
model.000.14.pdb,0.609,0.203,0.191,0.633,0.045,0.294,0.183,0.143,0.034,0.246,0.519,0.489,0.455,0.029,0.281,0.014,0.068,0.000,0.236,0.346
model.000.15.pdb,0.101,0.106,0.339,0.038,0.059,0.000,0.058,0.370,0.500,0.026,0.025,0.075,0.000,0.565,0.210,0.659,0.421,0.062,0.273,0.161
model.000.16.pdb,0.000,0.052,0.000,0.014,0.333,0.077,0.109,0.000,0.000,0.119,0.015,0.000,0.000,0.000,0.000,0.000,0.000,0.425,0.000,0.000
model.000.17.pdb,0.015,0.000,0.000,0.121,0.000,0.277,0.032,0.000,0.000,0.207,0.159,0.016,0.137,0.000,0.000,0.000,0.000,0.017,0.000,0.016
model.000.18.pdb,0.309,0.568,0.068,0.345,0.172,0.280,0.408,0.094,0.113,0.345,0.375,0.619,0.148,0.236,0.076,0.062,0.055,0.000,0.082,0.097
model.000.19.pdb,0.206,0.014,0.660,0.108,0.000,0.000,0.000,0.510,0.286,0.000,0.052,0.059,0.100,0.143,0.500,0.327,0.620,0.000,0.429,0.469
