 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb,model.000.10.pdb,model.000.11.pdb,model.000.12.pdb,model.000.13.pdb,model.000.14.pdb,model.000.15.pdb,model.000.16.pdb,model.000.17.pdb,model.000.18.pdb,model.000.19.pdb
model.000.00.pdb,0.266,0.127,0.000,0.113,0.041,0.203,0.123,0.071,0.114,0.197,0.029,0.056,0.141,0.062,0.070,0.118,0.026,0.083,0.108,0.040
model.000.01.pdb,0.000,0.628,0.029,0.053,0.179,0.043,0.050,0.711,0.700,0.302,0.265,0.140,0.076,0.070,0.100,0.000,0.062,0.700,0.714,0.000
model.000.02.pdb,0.429,0.068,0.246,0.725,0.531,0.640,0.600,0.072,0.085,0.000,0.315,0.423,0.569,0.667,0.630,0.000,0.510,0.085,0.038,0.328
model.000.03.pdb,0.222,0.101,0.258,0.604,0.600,0.386,0.408,0.183,0.138,0.000,0.478,0.543,0.540,0.640,0.600,0.000,0.682,0.194,0.114,0.321
model.000.04.pdb,0.000,0.426,0.062,0.000,0.068,0.000,0.000,0.409,0.444,0.294,0.157,0.033,0.015,0.014,0.016,0.000,0.016,0.383,0.568,0.000
model.000.05.pdb,0.024,0.735,0.000,0.133,0.246,0.158,0.164,0.455,0.482,0.273,0.283,0.290,0.194,0.123,0.191,0.000,0.122,0.537,0.500,0.012
model.000.06.pdb,0.625,0.041,0.179,0.593,0.352,0.739,0.489,0.029,0.027,0.000,0.150,0.263,0.444,0.509,0.460,0.014,0.364,0.027,0.000,0.316
model.000.07.pdb,0.071,0.510,0.000,0.025,0.061,0.100,0.047,0.327,0.412,0.304,0.065,0.095,0.071,0.013,0.029,0.000,0.014,0.412,0.407,0.000
model.000.08.pdb,0.227,0.127,0.242,0.648,0.652,0.456,0.521,0.172,0.147,0.000,0.532,0.596,0.558,0.623,0.617,0.000,0.625,0.182,0.108,0.279
model.000.09.pdb,0.081,0.519,0.000,0.035,0.103,0.108,0.059,0.345,0.426,0.300,0.109,0.104,0.096,0.024,0.056,0.000,0.027,0.400,0.421,0.013
model.000.10.pdb,0.714,0.014,0.074,0.290,0.098,0.451,0.185,0.000,0.000,0.029,0.033,0.082,0.180,0.222,0.175,0.081,0.131,0.000,0.000,0.211
model.000.11.pdb,0.902,0.027,0.162,0.433,0.197,0.633,0.321,0.000,0.000,0.013,0.062,0.125,0.279,0.361,0.281,0.058,0.250,0.000,0.000,0.316
model.000.12.pdb,0.355,0.092,0.232,0.736,0.612,0.564,0.551,0.147,0.125,0.000,0.415,0.560,0.647,0.712,0.756,0.000,0.620,0.157,0.090,0.266
model.000.13.pdb,0.129,0.444,0.000,0.036,0.042,0.110,0.044,0.217,0.333,0.328,0.061,0.074,0.082,0.024,0.028,0.000,0.013,0.288,0.311,0.013
model.000.14.pdb,0.000,0.689,0.000,0.037,0.125,0.053,0.078,0.479,0.682,0.316,0.172,0.109,0.069,0.051,0.075,0.000,0.042,0.644,0.696,0.000
model.000.15.pdb,0.028,0.521,0.000,0.108,0.278,0.134,0.138,0.478,0.479,0.161,0.275,0.259,0.213,0.113,0.169,0.000,0.109,0.449,0.415,0.014
model.000.16.pdb,0.079,0.588,0.000,0.023,0.069,0.091,0.042,0.357,0.491,0.356,0.106,0.086,0.051,0.024,0.041,0.000,0.026,0.463,0.482,0.000
model.000.17.pdb,0.000,0.592,0.067,0.074,0.194,0.080,0.076,0.738,0.551,0.222,0.296,0.217,0.145,0.077,0.121,0.000,0.070,0.551,0.600,0.000
model.000.18.pdb,0.065,0.558,0.000,0.011,0.069,0.063,0.042,0.288,0.411,0.333,0.090,0.086,0.051,0.012,0.027,0.013,0.013,0.339,0.407,0.000
model.000.19.pdb,0.729,0.025,0.183,0.444,0.200,0.545,0.316,0.013,0.013,0.000,0.104,0.149,0.277,0.333,0.279,0.054,0.290,0.000,0.000,0.356
