 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb,model.000.10.pdb,model.000.11.pdb,model.000.12.pdb,model.000.13.pdb,model.000.14.pdb,model.000.15.pdb,model.000.16.pdb,model.000.17.pdb,model.000.18.pdb,model.000.19.pdb
model.000.00.pdb,0.063,0.129,0.042,0.164,0.099,0.062,0.068,0.103,0.000,0.159,0.013,0.027,0.667,0.227,0.025,0.105,0.068,0.113,0.212,0.041
model.000.01.pdb,0.682,0.095,0.711,0.545,0.511,0.087,0.478,0.121,0.121,0.077,0.111,0.048,0.083,0.000,0.000,0.057,0.278,0.533,0.014,0.179
model.000.02.pdb,0.064,0.592,0.072,0.100,0.116,0.714,0.013,0.510,0.000,0.549,0.580,0.574,0.138,0.481,0.111,0.729,0.300,0.083,0.612,0.442
model.000.03.pdb,0.159,0.531,0.183,0.138,0.194,0.620,0.014,0.578,0.000,0.520,0.810,0.732,0.044,0.283,0.149,0.509,0.415,0.154,0.382,0.600
model.000.04.pdb,0.543,0.015,0.442,0.275,0.354,0.014,0.413,0.051,0.170,0.031,0.031,0.000,0.033,0.000,0.000,0.000,0.158,0.375,0.000,0.086
model.000.05.pdb,0.561,0.183,0.455,0.660,0.509,0.154,0.431,0.194,0.081,0.149,0.197,0.127,0.194,0.049,0.000,0.156,0.424,0.474,0.076,0.286
model.000.06.pdb,0.025,0.520,0.014,0.071,0.071,0.608,0.000,0.469,0.000,0.510,0.375,0.385,0.241,0.660,0.099,0.688,0.188,0.041,0.833,0.281
model.000.07.pdb,0.368,0.074,0.327,0.469,0.309,0.026,0.385,0.030,0.078,0.057,0.028,0.000,0.353,0.071,0.000,0.054,0.177,0.377,0.088,0.061
model.000.08.pdb,0.151,0.580,0.190,0.200,0.219,0.635,0.040,0.531,0.000,0.538,0.818,0.705,0.056,0.286,0.125,0.556,0.491,0.162,0.356,0.652
model.000.09.pdb,0.361,0.083,0.345,0.510,0.351,0.037,0.400,0.057,0.057,0.053,0.039,0.014,0.370,0.067,0.000,0.078,0.219,0.393,0.082,0.087
model.000.10.pdb,0.000,0.250,0.000,0.015,0.030,0.267,0.000,0.222,0.000,0.291,0.109,0.158,0.320,0.532,0.075,0.316,0.061,0.014,0.449,0.063
model.000.11.pdb,0.000,0.357,0.000,0.014,0.042,0.390,0.000,0.286,0.000,0.375,0.242,0.309,0.286,0.696,0.147,0.473,0.070,0.013,0.604,0.141
model.000.12.pdb,0.130,0.745,0.147,0.141,0.191,0.760,0.025,0.660,0.000,0.627,0.766,0.660,0.114,0.424,0.105,0.740,0.390,0.139,0.509,0.580
model.000.13.pdb,0.281,0.055,0.217,0.434,0.226,0.051,0.310,0.043,0.043,0.068,0.026,0.000,0.460,0.068,0.000,0.038,0.167,0.283,0.099,0.042
model.000.14.pdb,0.633,0.071,0.511,0.609,0.480,0.066,0.542,0.076,0.127,0.056,0.086,0.029,0.164,0.013,0.000,0.067,0.250,0.500,0.013,0.143
model.000.15.pdb,0.400,0.161,0.388,0.614,0.479,0.130,0.268,0.172,0.000,0.141,0.159,0.079,0.283,0.042,0.000,0.116,0.412,0.565,0.074,0.255
model.000.16.pdb,0.466,0.067,0.357,0.519,0.339,0.036,0.549,0.041,0.118,0.052,0.038,0.013,0.288,0.051,0.000,0.049,0.194,0.379,0.052,0.085
model.000.17.pdb,0.577,0.116,0.553,0.551,0.551,0.107,0.357,0.141,0.106,0.099,0.130,0.074,0.123,0.013,0.000,0.093,0.400,0.711,0.026,0.233
model.000.18.pdb,0.349,0.039,0.288,0.491,0.295,0.036,0.436,0.027,0.056,0.025,0.025,0.000,0.310,0.025,0.000,0.037,0.194,0.356,0.025,0.069
model.000.19.pdb,0.000,0.328,0.000,0.013,0.039,0.426,0.013,0.262,0.000,0.367,0.262,0.328,0.222,0.729,0.169,0.483,0.080,0.025,0.577,0.164
