 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb,model.000.10.pdb,model.000.11.pdb,model.000.12.pdb,model.000.13.pdb,model.000.14.pdb,model.000.15.pdb,model.000.16.pdb,model.000.17.pdb,model.000.18.pdb,model.000.19.pdb
model.000.00.pdb,1.000,0.235,0.100,0.633,0.583,0.773,0.255,0.043,0.068,0.510,0.084,0.367,0.636,0.067,0.571,0.062,0.193,0.013,0.078,0.141
model.000.01.pdb,0.235,1.000,0.404,0.190,0.182,0.196,0.657,0.127,0.367,0.100,0.362,0.514,0.326,0.327,0.138,0.381,0.018,0.161,0.358,0.476
model.000.02.pdb,0.100,0.404,1.000,0.107,0.113,0.125,0.500,0.169,0.723,0.053,0.691,0.346,0.136,0.627,0.111,0.636,0.000,0.317,0.686,0.652
model.000.03.pdb,0.633,0.190,0.107,1.000,0.608,0.647,0.210,0.097,0.077,0.537,0.103,0.304,0.660,0.075,0.509,0.056,0.194,0.038,0.085,0.129
model.000.04.pdb,0.583,0.182,0.113,0.608,1.000,0.667,0.224,0.056,0.067,0.681,0.095,0.255,0.542,0.065,0.646,0.060,0.250,0.013,0.062,0.119
model.000.05.pdb,0.773,0.196,0.125,0.647,0.667,1.000,0.259,0.027,0.079,0.558,0.080,0.365,0.551,0.077,0.688,0.090,0.220,0.000,0.087,0.149
model.000.06.pdb,0.255,0.657,0.500,0.210,0.224,0.259,1.000,0.097,0.431,0.143,0.393,0.590,0.288,0.389,0.220,0.455,0.033,0.109,0.393,0.581
model.000.07.pdb,0.043,0.127,0.169,0.097,0.056,0.027,0.097,1.000,0.167,0.027,0.290,0.048,0.076,0.113,0.000,0.172,0.000,0.500,0.242,0.125
model.000.08.pdb,0.068,0.367,0.723,0.077,0.067,0.079,0.431,0.167,1.000,0.013,0.679,0.268,0.118,0.750,0.080,0.587,0.000,0.356,0.740,0.604
model.000.09.pdb,0.510,0.100,0.053,0.537,0.681,0.558,0.143,0.027,0.013,1.000,0.033,0.186,0.389,0.012,0.538,0.029,0.315,0.000,0.024,0.056
model.000.10.pdb,0.084,0.362,0.691,0.103,0.095,0.080,0.393,0.290,0.679,0.033,1.000,0.258,0.143,0.655,0.069,0.491,0.000,0.460,0.768,0.561
model.000.11.pdb,0.367,0.514,0.346,0.304,0.255,0.365,0.590,0.048,0.268,0.186,0.258,1.000,0.354,0.281,0.321,0.319,0.034,0.062,0.288,0.435
model.000.12.pdb,0.636,0.326,0.136,0.660,0.542,0.551,0.288,0.076,0.118,0.389,0.143,0.354,1.000,0.114,0.415,0.081,0.100,0.042,0.110,0.183
model.000.13.pdb,0.067,0.327,0.627,0.075,0.065,0.077,0.389,0.113,0.750,0.012,0.655,0.281,0.114,1.000,0.078,0.562,0.000,0.302,0.679,0.612
model.000.14.pdb,0.571,0.138,0.111,0.509,0.646,0.688,0.220,0.000,0.080,0.538,0.069,0.321,0.415,0.078,1.000,0.091,0.268,0.000,0.075,0.134
model.000.15.pdb,0.062,0.381,0.636,0.056,0.060,0.090,0.455,0.172,0.587,0.029,0.491,0.319,0.081,0.562,0.091,1.000,0.000,0.315,0.625,0.700
model.000.16.pdb,0.193,0.018,0.000,0.194,0.250,0.220,0.033,0.000,0.000,0.315,0.000,0.034,0.100,0.000,0.268,0.000,1.000,0.000,0.000,0.000
model.000.17.pdb,0.013,0.161,0.317,0.038,0.013,0.000,0.109,0.500,0.356,0.000,0.460,0.062,0.042,0.302,0.000,0.315,0.000,1.000,0.466,0.271
model.000.18.pdb,0.078,0.358,0.686,0.085,0.062,0.087,0.393,0.242,0.740,0.024,0.768,0.288,0.110,0.679,0.075,0.625,0.000,0.466,1.000,0.608
model.000.19.pdb,0.141,0.476,0.652,0.129,0.119,0.149,0.581,0.125,0.604,0.056,0.561,0.435,0.183,0.612,0.134,0.700,0.000,0.271,0.608,1.000
