 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb,model.000.10.pdb,model.000.11.pdb,model.000.12.pdb,model.000.13.pdb,model.000.14.pdb,model.000.15.pdb,model.000.16.pdb,model.000.17.pdb,model.000.18.pdb,model.000.19.pdb
model.000.00.pdb,0.569,0.103,0.543,0.609,0.542,0.080,0.370,0.109,0.076,0.086,0.101,0.044,0.203,0.013,0.000,0.081,0.339,0.667,0.041,0.200
model.000.01.pdb,0.150,0.422,0.176,0.312,0.260,0.373,0.086,0.429,0.000,0.327,0.383,0.304,0.132,0.179,0.000,0.353,0.561,0.231,0.226,0.525
model.000.02.pdb,0.153,0.625,0.194,0.149,0.185,0.647,0.027,0.644,0.000,0.646,0.717,0.609,0.104,0.311,0.111,0.537,0.444,0.164,0.386,0.630
model.000.03.pdb,0.509,0.110,0.426,0.667,0.455,0.074,0.455,0.100,0.085,0.093,0.093,0.041,0.262,0.037,0.000,0.089,0.286,0.500,0.051,0.147
model.000.04.pdb,0.673,0.069,0.553,0.551,0.490,0.064,0.551,0.090,0.123,0.054,0.083,0.028,0.159,0.013,0.000,0.051,0.262,0.481,0.013,0.156
model.000.05.pdb,0.680,0.097,0.562,0.625,0.529,0.090,0.444,0.119,0.087,0.081,0.111,0.056,0.172,0.000,0.000,0.063,0.339,0.612,0.026,0.206
model.000.06.pdb,0.250,0.458,0.294,0.302,0.353,0.407,0.095,0.500,0.000,0.420,0.479,0.320,0.100,0.125,0.000,0.293,0.750,0.321,0.183,0.675
model.000.07.pdb,0.000,0.254,0.000,0.074,0.074,0.270,0.000,0.228,0.000,0.293,0.119,0.167,0.458,0.520,0.056,0.317,0.088,0.042,0.471,0.092
model.000.08.pdb,0.091,0.580,0.119,0.114,0.130,0.700,0.000,0.531,0.000,0.538,0.778,0.705,0.071,0.350,0.125,0.585,0.386,0.145,0.404,0.520
model.000.09.pdb,0.627,0.026,0.480,0.426,0.375,0.024,0.674,0.042,0.213,0.026,0.039,0.014,0.104,0.000,0.000,0.025,0.164,0.368,0.000,0.103
model.000.10.pdb,0.103,0.596,0.130,0.125,0.169,0.732,0.023,0.500,0.000,0.559,0.673,0.582,0.160,0.431,0.134,0.684,0.358,0.123,0.533,0.492
model.000.11.pdb,0.327,0.333,0.362,0.426,0.489,0.276,0.117,0.391,0.000,0.278,0.353,0.208,0.103,0.077,0.000,0.217,0.619,0.447,0.131,0.548
model.000.12.pdb,0.393,0.123,0.380,0.636,0.469,0.113,0.358,0.113,0.030,0.072,0.121,0.062,0.278,0.042,0.000,0.114,0.377,0.490,0.042,0.207
model.000.13.pdb,0.103,0.528,0.116,0.111,0.143,0.611,0.000,0.481,0.000,0.464,0.783,0.674,0.055,0.297,0.203,0.536,0.350,0.125,0.344,0.529
model.000.14.pdb,0.766,0.083,0.644,0.481,0.571,0.077,0.481,0.121,0.121,0.082,0.097,0.042,0.088,0.000,0.000,0.037,0.300,0.560,0.013,0.190
model.000.15.pdb,0.119,0.750,0.138,0.113,0.150,0.551,0.000,0.737,0.000,0.690,0.651,0.571,0.119,0.333,0.059,0.500,0.400,0.111,0.392,0.595
model.000.16.pdb,0.321,0.000,0.226,0.153,0.193,0.000,0.360,0.016,0.548,0.000,0.000,0.000,0.000,0.000,0.092,0.000,0.062,0.190,0.000,0.015
model.000.17.pdb,0.000,0.400,0.000,0.027,0.041,0.456,0.000,0.327,0.000,0.393,0.300,0.352,0.281,0.795,0.162,0.577,0.100,0.013,0.660,0.175
model.000.18.pdb,0.113,0.680,0.127,0.122,0.153,0.837,0.012,0.569,0.000,0.604,0.771,0.702,0.111,0.458,0.132,0.745,0.355,0.120,0.545,0.528
model.000.19.pdb,0.162,0.682,0.186,0.217,0.259,0.569,0.028,0.628,0.000,0.562,0.744,0.556,0.094,0.288,0.070,0.491,0.542,0.194,0.339,0.775
