 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb,model.000.10.pdb,model.000.11.pdb,model.000.12.pdb,model.000.13.pdb,model.000.14.pdb,model.000.15.pdb,model.000.16.pdb,model.000.17.pdb,model.000.18.pdb,model.000.19.pdb
model.000.00.pdb,0.737,0.098,0.167,0.212,0.600,0.141,0.183,0.071,0.560,0.551,0.674,0.267,0.099,0.531,0.169,0.389,0.354,0.540,0.064,0.291
model.000.01.pdb,0.000,0.000,0.044,0.373,0.000,0.519,0.059,0.520,0.000,0.000,0.000,0.242,0.026,0.000,0.426,0.013,0.000,0.013,0.585,0.000
model.000.02.pdb,0.476,0.125,0.347,0.152,0.700,0.085,0.396,0.044,0.609,0.565,0.521,0.220,0.213,0.578,0.108,0.614,0.220,0.587,0.039,0.136
model.000.03.pdb,0.200,0.718,0.186,0.000,0.125,0.000,0.164,0.000,0.345,0.333,0.283,0.013,0.393,0.339,0.000,0.250,0.327,0.328,0.000,0.268
model.000.04.pdb,0.477,0.100,0.302,0.234,0.775,0.159,0.321,0.104,0.638,0.562,0.490,0.316,0.167,0.574,0.190,0.574,0.208,0.551,0.079,0.129
model.000.05.pdb,0.372,0.017,0.086,0.460,0.444,0.345,0.103,0.193,0.340,0.327,0.321,0.605,0.029,0.259,0.380,0.236,0.184,0.346,0.226,0.103
model.000.06.pdb,0.340,0.220,0.364,0.164,0.540,0.117,0.357,0.127,0.596,0.588,0.464,0.209,0.258,0.702,0.110,0.739,0.167,0.577,0.086,0.118
model.000.07.pdb,0.148,0.750,0.179,0.000,0.115,0.000,0.175,0.000,0.321,0.333,0.281,0.014,0.423,0.340,0.000,0.268,0.298,0.327,0.000,0.241
model.000.08.pdb,0.386,0.442,0.016,0.071,0.155,0.027,0.000,0.000,0.327,0.268,0.309,0.076,0.123,0.250,0.044,0.129,0.667,0.286,0.013,0.535
model.000.09.pdb,0.190,0.667,0.159,0.000,0.136,0.000,0.138,0.000,0.350,0.362,0.290,0.013,0.397,0.322,0.000,0.279,0.283,0.333,0.000,0.233
model.000.10.pdb,0.138,0.000,0.045,0.667,0.241,0.620,0.044,0.500,0.164,0.152,0.132,0.727,0.000,0.087,0.617,0.119,0.083,0.167,0.509,0.014
model.000.11.pdb,0.062,0.095,0.600,0.038,0.213,0.051,0.659,0.116,0.176,0.164,0.082,0.054,0.404,0.222,0.026,0.375,0.015,0.162,0.076,0.000
model.000.12.pdb,0.155,0.659,0.183,0.000,0.123,0.000,0.180,0.000,0.317,0.351,0.258,0.013,0.519,0.310,0.000,0.267,0.245,0.322,0.000,0.180
model.000.13.pdb,0.000,0.000,0.000,0.083,0.000,0.082,0.000,0.058,0.000,0.000,0.000,0.057,0.000,0.000,0.104,0.000,0.000,0.000,0.080,0.131
model.000.14.pdb,0.548,0.179,0.232,0.215,0.690,0.127,0.250,0.072,0.750,0.705,0.551,0.271,0.167,0.574,0.154,0.574,0.306,0.617,0.051,0.207
model.000.15.pdb,0.000,0.000,0.076,0.266,0.028,0.390,0.091,0.583,0.000,0.013,0.013,0.222,0.039,0.013,0.283,0.027,0.000,0.026,0.527,0.000
model.000.16.pdb,0.000,0.191,0.035,0.000,0.000,0.000,0.071,0.000,0.000,0.000,0.000,0.000,0.196,0.016,0.000,0.016,0.019,0.015,0.000,0.017
model.000.17.pdb,0.157,0.224,0.000,0.000,0.016,0.000,0.000,0.000,0.164,0.131,0.167,0.000,0.060,0.097,0.000,0.046,0.318,0.111,0.000,0.600
model.000.18.pdb,0.167,0.143,0.558,0.013,0.353,0.040,0.545,0.108,0.316,0.304,0.233,0.058,0.339,0.385,0.014,0.600,0.069,0.321,0.081,0.046
model.000.19.pdb,0.117,0.000,0.029,0.800,0.159,0.745,0.014,0.490,0.113,0.100,0.099,0.604,0.000,0.070,0.833,0.070,0.082,0.114,0.585,0.014
