 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb,model.000.10.pdb,model.000.11.pdb,model.000.12.pdb,model.000.13.pdb,model.000.14.pdb,model.000.15.pdb,model.000.16.pdb,model.000.17.pdb,model.000.18.pdb,model.000.19.pdb
model.000.00.pdb,1.000,0.075,0.110,0.026,0.030,0.145,0.179,0.310,0.038,0.328,0.352,0.274,0.076,0.404,0.147,0.230,0.258,0.096,0.317,0.217
model.000.01.pdb,0.075,1.000,0.060,0.133,0.439,0.510,0.015,0.404,0.143,0.420,0.000,0.000,0.103,0.296,0.619,0.477,0.460,0.628,0.352,0.000
model.000.02.pdb,0.110,0.060,1.000,0.481,0.000,0.132,0.625,0.027,0.588,0.053,0.286,0.444,0.714,0.039,0.055,0.138,0.038,0.068,0.025,0.431
model.000.03.pdb,0.026,0.133,0.481,1.000,0.066,0.169,0.339,0.014,0.773,0.041,0.113,0.230,0.653,0.027,0.072,0.127,0.039,0.134,0.013,0.250
model.000.04.pdb,0.030,0.439,0.000,0.066,1.000,0.345,0.000,0.212,0.045,0.236,0.000,0.000,0.014,0.218,0.383,0.148,0.296,0.426,0.250,0.000
model.000.05.pdb,0.145,0.510,0.132,0.169,0.345,1.000,0.105,0.473,0.243,0.509,0.013,0.024,0.184,0.417,0.627,0.538,0.517,0.545,0.492,0.047
model.000.06.pdb,0.179,0.015,0.625,0.339,0.000,0.105,1.000,0.074,0.362,0.068,0.489,0.652,0.519,0.100,0.027,0.075,0.053,0.041,0.039,0.588
model.000.07.pdb,0.310,0.404,0.027,0.014,0.212,0.473,0.074,1.000,0.027,0.744,0.081,0.074,0.053,0.609,0.565,0.500,0.674,0.396,0.571,0.083
model.000.08.pdb,0.038,0.143,0.588,0.773,0.045,0.243,0.362,0.027,1.000,0.066,0.106,0.234,0.700,0.039,0.114,0.190,0.064,0.159,0.051,0.254
model.000.09.pdb,0.328,0.420,0.053,0.041,0.236,0.509,0.068,0.744,0.066,1.000,0.091,0.068,0.077,0.612,0.540,0.542,0.640,0.411,0.708,0.092
model.000.10.pdb,0.352,0.000,0.286,0.113,0.000,0.013,0.489,0.081,0.106,0.091,1.000,0.750,0.206,0.145,0.000,0.031,0.088,0.000,0.072,0.531
model.000.11.pdb,0.274,0.000,0.444,0.230,0.000,0.024,0.652,0.074,0.234,0.068,0.750,1.000,0.344,0.116,0.000,0.029,0.067,0.000,0.053,0.723
model.000.12.pdb,0.076,0.103,0.714,0.653,0.014,0.184,0.519,0.053,0.700,0.077,0.206,0.344,1.000,0.037,0.080,0.164,0.062,0.122,0.049,0.381
model.000.13.pdb,0.404,0.296,0.039,0.027,0.218,0.417,0.100,0.609,0.039,0.612,0.145,0.116,0.037,1.000,0.434,0.404,0.620,0.300,0.620,0.093
model.000.14.pdb,0.147,0.619,0.055,0.072,0.383,0.627,0.027,0.565,0.114,0.540,0.000,0.000,0.080,0.434,1.000,0.511,0.646,0.520,0.519,0.013
model.000.15.pdb,0.230,0.477,0.138,0.127,0.148,0.538,0.075,0.500,0.190,0.542,0.031,0.029,0.164,0.404,0.511,1.000,0.434,0.521,0.434,0.055
model.000.16.pdb,0.258,0.460,0.038,0.039,0.296,0.517,0.053,0.674,0.064,0.640,0.088,0.067,0.062,0.620,0.646,0.434,1.000,0.397,0.647,0.062
model.000.17.pdb,0.096,0.628,0.068,0.134,0.426,0.545,0.041,0.396,0.159,0.411,0.000,0.000,0.122,0.300,0.520,0.521,0.397,1.000,0.373,0.012
model.000.18.pdb,0.317,0.352,0.025,0.013,0.250,0.492,0.039,0.571,0.051,0.708,0.072,0.053,0.049,0.620,0.519,0.434,0.647,0.373,1.000,0.062
model.000.19.pdb,0.217,0.000,0.431,0.250,0.000,0.047,0.588,0.083,0.254,0.092,0.531,0.723,0.381,0.093,0.013,0.055,0.062,0.012,0.062,1.000
