 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb,model.000.10.pdb,model.000.11.pdb,model.000.12.pdb,model.000.13.pdb,model.000.14.pdb,model.000.15.pdb,model.000.16.pdb,model.000.17.pdb,model.000.18.pdb,model.000.19.pdb,model.000.20.pdb,model.000.21.pdb,model.000.22.pdb,model.000.23.pdb,model.000.24.pdb,model.000.25.pdb,model.000.26.pdb,model.000.27.pdb,model.000.28.pdb,model.000.29.pdb
model.000.00.pdb,0.400,0.047,0.185,0.357,0.000,0.170,0.047,0.172,0.056,0.108,0.230,0.222,0.622,0.000,0.302,0.015,0.087,0.000,0.255,0.375,0.203,0.118,0.210,0.462,0.016,0.127,0.014,0.489,0.306,0.175
model.000.01.pdb,0.644,0.203,0.174,0.667,0.045,0.320,0.203,0.161,0.052,0.267,0.463,0.458,0.422,0.029,0.259,0.029,0.097,0.000,0.236,0.373,0.426,0.127,0.215,0.509,0.113,0.119,0.099,0.423,0.581,0.164
model.000.02.pdb,0.674,0.190,0.254,0.529,0.046,0.185,0.150,0.228,0.054,0.138,0.375,0.478,0.409,0.030,0.392,0.045,0.149,0.000,0.347,0.478,0.349,0.164,0.283,0.444,0.098,0.197,0.101,0.532,0.610,0.226
model.000.03.pdb,0.125,0.000,0.167,0.113,0.000,0.078,0.017,0.109,0.000,0.032,0.079,0.054,0.395,0.000,0.192,0.000,0.115,0.000,0.096,0.204,0.056,0.045,0.172,0.255,0.000,0.185,0.000,0.312,0.096,0.264
model.000.04.pdb,0.275,0.090,0.759,0.160,0.000,0.000,0.000,0.593,0.364,0.000,0.094,0.135,0.130,0.254,0.582,0.441,0.691,0.000,0.519,0.474,0.074,0.621,0.722,0.146,0.000,0.648,0.165,0.375,0.155,0.643
model.000.05.pdb,0.479,0.097,0.182,0.453,0.000,0.189,0.062,0.150,0.036,0.106,0.288,0.314,0.649,0.031,0.321,0.030,0.086,0.000,0.250,0.367,0.273,0.100,0.206,0.481,0.015,0.143,0.042,0.543,0.413,0.172
model.000.06.pdb,0.340,0.032,0.233,0.327,0.000,0.113,0.032,0.204,0.059,0.062,0.200,0.189,0.629,0.000,0.347,0.032,0.143,0.000,0.271,0.432,0.159,0.141,0.241,0.431,0.000,0.214,0.014,0.595,0.271,0.246
model.000.07.pdb,0.129,0.117,0.328,0.041,0.048,0.000,0.098,0.447,0.629,0.043,0.027,0.100,0.000,0.571,0.232,0.558,0.415,0.000,0.306,0.179,0.092,0.617,0.316,0.027,0.048,0.268,0.370,0.111,0.085,0.233
model.000.08.pdb,0.111,0.196,0.000,0.310,0.179,0.632,0.314,0.000,0.000,0.600,0.389,0.138,0.154,0.000,0.000,0.000,0.000,0.000,0.000,0.015,0.339,0.000,0.000,0.333,0.161,0.000,0.028,0.094,0.123,0.000
model.000.09.pdb,0.192,0.077,0.621,0.107,0.012,0.000,0.037,0.635,0.480,0.011,0.057,0.092,0.100,0.361,0.458,0.527,0.673,0.000,0.446,0.383,0.064,0.691,0.614,0.107,0.012,0.630,0.247,0.279,0.125,0.569
model.000.10.pdb,0.076,0.193,0.000,0.222,0.396,0.400,0.333,0.000,0.000,0.460,0.267,0.098,0.070,0.000,0.000,0.000,0.000,0.164,0.000,0.015,0.333,0.000,0.000,0.222,0.269,0.000,0.027,0.044,0.083,0.000
model.000.11.pdb,0.125,0.095,0.000,0.279,0.062,0.561,0.190,0.000,0.000,0.370,0.351,0.153,0.148,0.000,0.000,0.000,0.000,0.000,0.000,0.030,0.214,0.000,0.000,0.322,0.081,0.000,0.027,0.091,0.138,0.000
model.000.12.pdb,0.204,0.107,0.440,0.076,0.000,0.000,0.000,0.537,0.625,0.000,0.045,0.130,0.019,0.326,0.362,0.442,0.458,0.000,0.439,0.326,0.054,0.578,0.489,0.029,0.000,0.294,0.190,0.204,0.113,0.327
model.000.13.pdb,0.238,0.071,0.700,0.120,0.014,0.000,0.027,0.767,0.477,0.013,0.051,0.088,0.097,0.233,0.604,0.415,0.627,0.000,0.565,0.510,0.071,0.647,0.694,0.105,0.014,0.580,0.155,0.345,0.125,0.547
model.000.14.pdb,0.674,0.150,0.254,0.500,0.015,0.185,0.095,0.228,0.093,0.121,0.328,0.417,0.442,0.030,0.365,0.045,0.149,0.000,0.347,0.478,0.308,0.182,0.283,0.418,0.063,0.177,0.070,0.600,0.535,0.226
model.000.15.pdb,0.457,0.085,0.370,0.237,0.000,0.035,0.016,0.354,0.125,0.015,0.125,0.235,0.295,0.033,0.535,0.049,0.241,0.000,0.452,0.658,0.143,0.237,0.412,0.237,0.000,0.283,0.044,0.523,0.356,0.340
