 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb,model.000.10.pdb,model.000.11.pdb,model.000.12.pdb,model.000.13.pdb,model.000.14.pdb,model.000.15.pdb,model.000.16.pdb,model.000.17.pdb,model.000.18.pdb,model.000.19.pdb,model.000.20.pdb,model.000.21.pdb,model.000.22.pdb,model.000.23.pdb,model.000.24.pdb,model.000.25.pdb,model.000.26.pdb,model.000.27.pdb,model.000.28.pdb,model.000.29.pdb
model.000.00.pdb,0.211,0.167,0.588,0.242,0.209,0.310,0.105,0.685,0.175,0.242,0.000,0.013,0.105,0.509,0.013,0.560,0.050,0.069,0.673,0.149,0.057,0.131,0.462,0.456,0.538,0.574,0.129,0.246,0.500,0.370
model.000.01.pdb,0.333,0.145,0.101,0.440,0.520,0.392,0.681,0.103,0.438,0.333,0.000,0.000,0.795,0.056,0.226,0.014,0.580,0.000,0.079,0.029,0.533,0.455,0.000,0.200,0.172,0.211,0.721,0.118,0.082,0.302
model.000.02.pdb,0.200,0.136,0.636,0.283,0.241,0.367,0.119,0.519,0.226,0.236,0.000,0.000,0.119,0.392,0.000,0.408,0.042,0.046,0.560,0.153,0.048,0.154,0.288,0.480,0.614,0.625,0.148,0.263,0.442,0.413
model.000.03.pdb,0.340,0.322,0.500,0.340,0.316,0.373,0.164,0.545,0.172,0.420,0.000,0.027,0.130,0.233,0.071,0.263,0.083,0.000,0.473,0.044,0.133,0.260,0.273,0.571,0.574,0.447,0.177,0.442,0.660,0.360
model.000.04.pdb,0.340,0.182,0.705,0.392,0.339,0.489,0.200,0.635,0.236,0.449,0.000,0.000,0.164,0.321,0.087,0.333,0.083,0.044,0.558,0.127,0.133,0.212,0.186,0.571,0.682,0.545,0.217,0.316,0.472,0.478
model.000.05.pdb,0.250,0.104,0.093,0.368,0.491,0.328,0.604,0.082,0.415,0.300,0.000,0.108,0.667,0.052,0.242,0.013,0.604,0.054,0.073,0.054,0.415,0.346,0.000,0.183,0.141,0.190,0.538,0.065,0.062,0.250
model.000.06.pdb,0.050,0.164,0.339,0.076,0.071,0.094,0.000,0.466,0.000,0.127,0.065,0.014,0.013,0.423,0.014,0.532,0.013,0.044,0.473,0.109,0.015,0.000,0.750,0.262,0.298,0.283,0.014,0.271,0.444,0.133
model.000.07.pdb,0.364,0.103,0.125,0.478,0.532,0.457,0.630,0.123,0.512,0.360,0.000,0.000,0.667,0.092,0.200,0.045,0.500,0.000,0.099,0.015,0.413,0.538,0.000,0.233,0.203,0.250,0.667,0.075,0.087,0.354
model.000.08.pdb,0.000,0.014,0.108,0.000,0.000,0.000,0.000,0.155,0.000,0.000,0.340,0.000,0.000,0.268,0.000,0.278,0.000,0.333,0.182,0.283,0.000,0.000,0.340,0.042,0.029,0.048,0.000,0.000,0.071,0.000
model.000.09.pdb,0.275,0.143,0.085,0.404,0.481,0.333,0.667,0.087,0.458,0.281,0.000,0.027,0.739,0.070,0.242,0.028,0.538,0.014,0.064,0.058,0.429,0.413,0.000,0.162,0.152,0.186,0.596,0.116,0.067,0.273
model.000.10.pdb,0.300,0.067,0.116,0.460,0.638,0.412,0.633,0.101,0.556,0.352,0.000,0.013,0.633,0.070,0.100,0.028,0.429,0.090,0.092,0.074,0.321,0.383,0.000,0.215,0.188,0.228,0.531,0.041,0.081,0.321
model.000.11.pdb,0.154,0.042,0.043,0.308,0.469,0.264,0.531,0.051,0.413,0.236,0.000,0.029,0.531,0.029,0.125,0.000,0.442,0.097,0.026,0.079,0.275,0.250,0.000,0.104,0.092,0.121,0.429,0.014,0.027,0.204
model.000.12.pdb,0.224,0.562,0.125,0.133,0.108,0.098,0.210,0.188,0.048,0.214,0.000,0.125,0.190,0.014,0.500,0.030,0.250,0.000,0.114,0.000,0.300,0.224,0.047,0.175,0.183,0.048,0.207,0.532,0.250,0.083
model.000.13.pdb,0.100,0.141,0.000,0.104,0.182,0.106,0.350,0.035,0.127,0.138,0.000,0.164,0.421,0.000,0.500,0.000,0.620,0.028,0.012,0.000,0.479,0.158,0.000,0.053,0.013,0.029,0.357,0.130,0.013,0.029
model.000.14.pdb,0.000,0.000,0.000,0.014,0.068,0.000,0.080,0.000,0.060,0.000,0.062,0.130,0.110,0.000,0.068,0.000,0.080,0.345,0.000,0.276,0.014,0.000,0.000,0.000,0.000,0.000,0.027,0.000,0.000,0.000
model.000.15.pdb,0.232,0.120,0.066,0.262,0.373,0.246,0.585,0.083,0.298,0.262,0.000,0.066,0.680,0.013,0.286,0.000,0.680,0.069,0.061,0.041,0.542,0.302,0.000,0.153,0.096,0.138,0.519,0.095,0.077,0.175
model.000.16.pdb,0.488,0.145,0.357,0.714,0.652,0.775,0.436,0.323,0.500,0.674,0.000,0.000,0.362,0.154,0.070,0.159,0.234,0.000,0.302,0.075,0.232,0.488,0.076,0.529,0.500,0.438,0.423,0.246,0.274,0.643
