 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb,model.000.10.pdb,model.000.11.pdb,model.000.12.pdb,model.000.13.pdb,model.000.14.pdb,model.000.15.pdb,model.000.16.pdb,model.000.17.pdb,model.000.18.pdb,model.000.19.pdb,model.000.20.pdb,model.000.21.pdb,model.000.22.pdb,model.000.23.pdb,model.000.24.pdb,model.000.25.pdb,model.000.26.pdb,model.000.27.pdb,model.000.28.pdb,model.000.29.pdb
model.000.00.pdb,0.400,0.032,0.341,0.000,0.442,0.514,0.308,0.000,0.074,0.000,0.340,0.182,0.000,0.000,0.378,0.085,0.000,0.000,0.200,0.255,0.103,0.277,0.224,0.111,0.000,0.405,0.161,0.000,0.000,0.163
model.000.01.pdb,0.164,0.129,0.321,0.164,0.283,0.092,0.383,0.175,0.014,0.141,0.114,0.702,0.179,0.000,0.242,0.179,0.063,0.000,0.562,0.053,0.179,0.056,0.103,0.744,0.026,0.088,0.481,0.097,0.169,0.600
model.000.02.pdb,0.630,0.000,0.578,0.271,0.574,0.283,0.569,0.246,0.296,0.258,0.119,0.185,0.226,0.000,0.644,0.000,0.016,0.115,0.333,0.086,0.000,0.091,0.064,0.263,0.000,0.183,0.481,0.032,0.217,0.095
model.000.03.pdb,0.420,0.091,0.340,0.014,0.429,0.684,0.333,0.015,0.100,0.014,0.479,0.123,0.014,0.030,0.400,0.091,0.000,0.000,0.115,0.385,0.091,0.478,0.317,0.097,0.029,0.675,0.159,0.000,0.000,0.066
model.000.04.pdb,0.339,0.188,0.268,0.014,0.370,0.659,0.290,0.014,0.077,0.026,0.630,0.085,0.013,0.058,0.345,0.134,0.000,0.000,0.091,0.490,0.169,0.636,0.431,0.091,0.087,0.732,0.132,0.000,0.000,0.045
model.000.05.pdb,0.489,0.060,0.347,0.045,0.468,0.703,0.339,0.031,0.161,0.043,0.458,0.091,0.044,0.000,0.438,0.092,0.000,0.016,0.117,0.340,0.092,0.396,0.279,0.081,0.000,0.571,0.161,0.000,0.030,0.049
model.000.06.pdb,0.182,0.317,0.121,0.000,0.203,0.420,0.169,0.000,0.028,0.000,0.733,0.096,0.000,0.086,0.185,0.295,0.000,0.000,0.103,0.612,0.339,0.667,0.686,0.056,0.130,0.574,0.081,0.000,0.000,0.108
model.000.07.pdb,0.574,0.024,0.528,0.349,0.500,0.258,0.636,0.328,0.356,0.354,0.118,0.208,0.323,0.000,0.615,0.036,0.014,0.182,0.367,0.075,0.036,0.079,0.069,0.281,0.000,0.157,0.554,0.027,0.258,0.129
model.000.08.pdb,0.259,0.131,0.164,0.000,0.264,0.564,0.159,0.000,0.086,0.000,0.511,0.045,0.000,0.065,0.218,0.095,0.000,0.017,0.032,0.468,0.113,0.625,0.407,0.016,0.079,0.641,0.045,0.000,0.000,0.016
model.000.09.pdb,0.449,0.075,0.457,0.044,0.556,0.600,0.490,0.031,0.082,0.057,0.392,0.177,0.043,0.000,0.489,0.125,0.000,0.016,0.236,0.263,0.125,0.333,0.254,0.214,0.000,0.457,0.281,0.000,0.030,0.102
model.000.10.pdb,0.000,0.000,0.000,0.138,0.000,0.000,0.000,0.107,0.130,0.190,0.000,0.000,0.117,0.185,0.000,0.000,0.447,0.157,0.000,0.000,0.000,0.000,0.000,0.000,0.015,0.000,0.000,0.400,0.164,0.000
model.000.11.pdb,0.000,0.152,0.014,0.056,0.000,0.000,0.026,0.060,0.000,0.040,0.000,0.242,0.101,0.074,0.000,0.246,0.143,0.000,0.059,0.041,0.152,0.000,0.051,0.180,0.172,0.000,0.069,0.102,0.090,0.232
model.000.12.pdb,0.147,0.411,0.104,0.000,0.185,0.365,0.137,0.000,0.028,0.000,0.733,0.081,0.000,0.086,0.149,0.362,0.000,0.000,0.087,0.646,0.436,0.667,0.686,0.071,0.164,0.542,0.096,0.000,0.000,0.108
model.000.13.pdb,0.298,0.000,0.228,0.423,0.217,0.136,0.215,0.429,0.533,0.400,0.057,0.056,0.339,0.000,0.304,0.000,0.068,0.241,0.127,0.056,0.000,0.060,0.051,0.092,0.000,0.094,0.246,0.103,0.309,0.030
model.000.14.pdb,0.042,0.357,0.076,0.000,0.072,0.046,0.111,0.000,0.000,0.000,0.154,0.283,0.000,0.000,0.042,0.583,0.000,0.000,0.241,0.134,0.520,0.075,0.297,0.220,0.154,0.076,0.185,0.000,0.000,0.327
model.000.15.pdb,0.333,0.000,0.236,0.500,0.203,0.102,0.262,0.478,0.558,0.471,0.014,0.057,0.460,0.000,0.291,0.000,0.070,0.250,0.169,0.014,0.000,0.015,0.013,0.113,0.000,0.046,0.276,0.107,0.373,0.048
model.000.16.pdb,0.083,0.519,0.057,0.000,0.100,0.224,0.122,0.000,0.000,0.000,0.529,0.111,0.000,0.056,0.085,0.580,0.000,0.000,0.103,0.436,0.681,0.389,0.623,0.119,0.219,0.345,0.111,0.000,0.000,0.143
