 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb,model.000.10.pdb,model.000.11.pdb,model.000.12.pdb,model.000.13.pdb,model.000.14.pdb,model.000.15.pdb,model.000.16.pdb,model.000.17.pdb,model.000.18.pdb,model.000.19.pdb,model.000.20.pdb,model.000.21.pdb,model.000.22.pdb,model.000.23.pdb,model.000.24.pdb,model.000.25.pdb,model.000.26.pdb,model.000.27.pdb,model.000.28.pdb,model.000.29.pdb
model.000.00.pdb,1.000,0.135,0.088,0.180,0.455,0.106,0.105,0.047,0.556,0.511,0.605,0.214,0.077,0.489,0.133,0.314,0.462,0.500,0.027,0.340,0.000,0.676,0.145,0.354,0.000,0.000,0.561,0.028,0.378,0.000
model.000.01.pdb,0.135,1.000,0.145,0.000,0.066,0.000,0.103,0.000,0.246,0.278,0.186,0.000,0.340,0.236,0.000,0.193,0.289,0.250,0.000,0.231,0.000,0.105,0.000,0.158,0.000,0.000,0.300,0.000,0.050,0.000
model.000.02.pdb,0.088,0.145,1.000,0.027,0.283,0.041,0.718,0.076,0.233,0.220,0.141,0.059,0.396,0.340,0.029,0.479,0.034,0.217,0.039,0.000,0.089,0.200,0.027,0.000,0.016,0.082,0.153,0.069,0.320,0.088
model.000.03.pdb,0.180,0.000,0.027,1.000,0.258,0.706,0.027,0.446,0.183,0.188,0.169,0.673,0.000,0.125,0.822,0.110,0.127,0.203,0.561,0.055,0.203,0.188,0.848,0.097,0.415,0.188,0.114,0.500,0.226,0.241
model.000.04.pdb,0.455,0.066,0.283,0.258,1.000,0.162,0.302,0.074,0.551,0.542,0.471,0.321,0.134,0.521,0.194,0.521,0.235,0.562,0.095,0.131,0.033,0.619,0.203,0.145,0.015,0.000,0.373,0.082,0.744,0.032
model.000.05.pdb,0.106,0.000,0.041,0.706,0.162,1.000,0.026,0.547,0.104,0.107,0.105,0.596,0.012,0.065,0.766,0.079,0.075,0.120,0.636,0.013,0.309,0.100,0.755,0.067,0.551,0.305,0.068,0.630,0.149,0.352
model.000.06.pdb,0.105,0.103,0.718,0.027,0.302,0.026,1.000,0.075,0.230,0.217,0.175,0.074,0.415,0.309,0.014,0.469,0.016,0.233,0.053,0.000,0.127,0.218,0.027,0.000,0.015,0.098,0.150,0.083,0.367,0.125
model.000.07.pdb,0.047,0.000,0.076,0.446,0.074,0.547,0.075,1.000,0.068,0.055,0.040,0.375,0.026,0.070,0.453,0.086,0.000,0.054,0.680,0.000,0.535,0.060,0.429,0.000,0.458,0.420,0.014,0.640,0.127,0.595
model.000.08.pdb,0.556,0.246,0.233,0.183,0.551,0.104,0.230,0.068,1.000,0.739,0.558,0.212,0.206,0.580,0.127,0.549,0.408,0.620,0.024,0.250,0.015,0.609,0.137,0.242,0.000,0.000,0.583,0.037,0.510,0.029
model.000.09.pdb,0.511,0.278,0.220,0.188,0.542,0.107,0.217,0.055,0.739,1.000,0.612,0.200,0.231,0.638,0.130,0.540,0.340,0.717,0.049,0.197,0.000,0.532,0.141,0.210,0.014,0.000,0.574,0.037,0.500,0.015
model.000.10.pdb,0.605,0.186,0.141,0.169,0.471,0.105,0.175,0.040,0.558,0.612,1.000,0.197,0.174,0.592,0.129,0.393,0.388,0.667,0.049,0.298,0.000,0.587,0.139,0.333,0.014,0.000,0.705,0.037,0.404,0.015
model.000.11.pdb,0.214,0.000,0.059,0.673,0.321,0.596,0.074,0.375,0.212,0.200,0.197,1.000,0.000,0.149,0.625,0.149,0.136,0.215,0.466,0.058,0.196,0.200,0.653,0.119,0.291,0.108,0.138,0.407,0.309,0.193
model.000.12.pdb,0.077,0.340,0.396,0.000,0.134,0.012,0.415,0.026,0.206,0.231,0.174,0.000,1.000,0.274,0.000,0.339,0.095,0.286,0.024,0.056,0.030,0.138,0.000,0.041,0.014,0.057,0.267,0.012,0.121,0.045
model.000.13.pdb,0.489,0.236,0.340,0.125,0.521,0.065,0.309,0.070,0.580,0.638,0.592,0.149,0.274,1.000,0.085,0.617,0.269,0.696,0.037,0.200,0.000,0.578,0.096,0.194,0.000,0.000,0.587,0.051,0.479,0.031
model.000.14.pdb,0.133,0.000,0.029,0.822,0.194,0.766,0.014,0.453,0.127,0.130,0.129,0.625,0.000,0.085,1.000,0.069,0.098,0.145,0.574,0.028,0.218,0.125,0.841,0.071,0.511,0.200,0.088,0.509,0.180,0.259
model.000.15.pdb,0.314,0.193,0.479,0.110,0.521,0.079,0.469,0.086,0.549,0.540,0.393,0.149,0.339,0.617,0.069,1.000,0.138,0.529,0.050,0.091,0.065,0.420,0.081,0.088,0.014,0.014,0.404,0.065,0.511,0.047
model.000.16.pdb,0.462,0.289,0.034,0.127,0.235,0.075,0.016,0.000,0.408,0.340,0.388,0.136,0.095,0.269,0.098,0.138,1.000,0.360,0.028,0.476,0.000,0.356,0.094,0.455,0.000,0.000,0.537,0.000,0.173,0.000
model.000.17.pdb,0.500,0.250,0.217,0.203,0.562,0.120,0.233,0.054,0.620,0.717,0.667,0.215,0.286,0.696,0.145,0.529,0.360,1.000,0.062,0.213,0.000,0.553,0.155,0.206,0.029,0.000,0.705,0.050,0.490,0.015
model.000.18.pdb,0.027,0.000,0.039,0.561,0.095,0.636,0.053,0.680,0.024,0.049,0.049,0.466,0.024,0.037,0.574,0.050,0.028,0.062,1.000,0.000,0.451,0.026,0.544,0.038,0.560,0.386,0.025,0.765,0.097,0.471
model.000.19.pdb,0.340,0.231,0.000,0.055,0.131,0.013,0.000,0.000,0.250,0.197,0.298,0.058,0.056,0.200,0.028,0.091,0.476,0.213,0.000,1.000,0.000,0.241,0.027,0.667,0.000,0.000,0.327,0.000,0.081,0.000
model.000.20.pdb,0.000,0.000,0.089,0.203,0.033,0.309,0.127,0.535,0.015,0.000,0.000,0.196,0.030,0.000,0.218,0.065,0.000,0.000,0.451,0.000,1.000,0.017,0.207,0.000,0.304,0.419,0.000,0.469,0.089,0.781
model.000.21.pdb,0.676,0.105,0.200,0.188,0.619,0.100,0.218,0.060,0.609,0.532,0.587,0.200,0.138,0.578,0.125,0.420,0.356,0.553,0.026,0.241,0.017,1.000,0.136,0.255,0.016,0.000,0.545,0.041,0.500,0.033
model.000.22.pdb,0.145,0.000,0.027,0.848,0.203,0.755,0.027,0.429,0.137,0.141,0.139,0.653,0.000,0.096,0.841,0.081,0.094,0.155,0.544,0.027,0.207,0.136,1.000,0.083,0.480,0.172,0.085,0.536,0.190,0.246
model.000.23.pdb,0.354,0.158,0.000,0.097,0.145,0.067,0.000,0.000,0.242,0.210,0.333,0.119,0.041,0.194,0.071,0.088,0.455,0.206,0.038,0.667,0.000,0.255,0.083,1.000,0.046,0.000,0.315,0.039,0.095,0.000
model.000.24.pdb,0.000,0.000,0.016,0.415,0.015,0.551,0.015,0.458,0.000,0.014,0.014,0.291,0.014,0.000,0.511,0.014,0.000,0.029,0.560,0.000,0.304,0.016,0.480,0.046,1.000,0.383,0.000,0.583,0.032,0.326
model.000.25.pdb,0.000,0.000,0.082,0.188,0.000,0.305,0.098,0.420,0.000,0.000,0.000,0.108,0.057,0.000,0.200,0.014,0.000,0.000,0.386,0.000,0.419,0.000,0.172,0.000,0.383,1.000,0.000,0.375,0.015,0.476
model.000.26.pdb,0.561,0.300,0.153,0.114,0.373,0.068,0.150,0.014,0.583,0.574,0.705,0.138,0.267,0.587,0.088,0.404,0.537,0.705,0.025,0.327,0.000,0.545,0.085,0.315,0.000,0.000,1.000,0.013,0.308,0.000
model.000.27.pdb,0.028,0.000,0.069,0.500,0.082,0.630,0.083,0.640,0.037,0.037,0.037,0.407,0.012,0.051,0.509,0.065,0.000,0.050,0.765,0.000,0.469,0.041,0.536,0.039,0.583,0.375,0.013,1.000,0.100,0.521
model.000.28.pdb,0.378,0.050,0.320,0.226,0.744,0.149,0.367,0.127,0.510,0.500,0.404,0.309,0.121,0.479,0.180,0.511,0.173,0.490,0.097,0.081,0.089,0.500,0.190,0.095,0.032,0.015,0.308,0.100,1.000,0.088
model.000.29.pdb,0.000,0.000,0.088,0.241,0.032,0.352,0.125,0.595,0.029,0.015,0.015,0.193,0.045,0.031,0.259,0.047,0.000,0.015,0.471,0.000,0.781,0.033,0.246,0.000,0.326,0.476,0.000,0.521,0.088,1.000
