 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb,model.000.10.pdb,model.000.11.pdb,model.000.12.pdb,model.000.13.pdb,model.000.14.pdb,model.000.15.pdb,model.000.16.pdb,model.000.17.pdb,model.000.18.pdb,model.000.19.pdb,model.000.20.pdb,model.000.21.pdb,model.000.22.pdb,model.000.23.pdb,model.000.24.pdb,model.000.25.pdb,model.000.26.pdb,model.000.27.pdb,model.000.28.pdb,model.000.29.pdb
model.000.00.pdb,0.438,0.318,0.200,0.293,0.340,0.404,0.391,0.015,0.177,0.263,0.149,0.512,0.288,0.154,0.440,0.164,0.189,0.014,0.164,0.236,0.016,0.215,0.404,0.208,0.447,0.103,0.236,0.091,0.375,0.014
model.000.01.pdb,0.659,0.319,0.188,0.612,0.562,0.711,0.360,0.029,0.149,0.434,0.141,0.467,0.543,0.145,0.551,0.153,0.175,0.014,0.155,0.241,0.015,0.456,0.400,0.193,0.674,0.097,0.059,0.226,0.556,0.136
model.000.02.pdb,0.543,0.395,0.254,0.453,0.431,0.531,0.500,0.014,0.190,0.298,0.208,0.600,0.500,0.203,0.423,0.222,0.066,0.014,0.212,0.346,0.015,0.350,0.581,0.269,0.667,0.082,0.045,0.233,0.545,0.106
model.000.03.pdb,0.148,0.085,0.226,0.097,0.123,0.158,0.267,0.000,0.222,0.121,0.147,0.196,0.071,0.214,0.226,0.188,0.120,0.000,0.164,0.151,0.000,0.059,0.204,0.163,0.196,0.000,0.452,0.000,0.113,0.000
model.000.04.pdb,0.115,0.357,0.667,0.120,0.113,0.110,0.439,0.284,0.685,0.047,0.776,0.311,0.133,0.632,0.098,0.577,0.013,0.483,0.846,0.623,0.456,0.115,0.424,0.608,0.178,0.439,0.089,0.111,0.235,0.023
model.000.05.pdb,0.522,0.311,0.197,0.357,0.385,0.480,0.413,0.015,0.156,0.281,0.162,0.537,0.360,0.134,0.490,0.140,0.164,0.000,0.145,0.255,0.000,0.270,0.457,0.182,0.533,0.083,0.190,0.141,0.426,0.029
model.000.06.pdb,0.375,0.279,0.278,0.241,0.283,0.346,0.419,0.000,0.228,0.211,0.206,0.475,0.231,0.200,0.380,0.220,0.132,0.015,0.210,0.300,0.016,0.188,0.400,0.271,0.383,0.070,0.226,0.062,0.286,0.000
model.000.07.pdb,0.062,0.184,0.220,0.056,0.000,0.028,0.143,0.619,0.281,0.000,0.393,0.088,0.047,0.210,0.000,0.306,0.000,0.614,0.368,0.236,0.711,0.145,0.119,0.231,0.030,0.684,0.000,0.180,0.138,0.092
model.000.08.pdb,0.255,0.018,0.000,0.339,0.420,0.304,0.016,0.000,0.000,0.532,0.000,0.033,0.241,0.000,0.333,0.000,0.400,0.000,0.000,0.000,0.000,0.295,0.015,0.000,0.153,0.000,0.115,0.125,0.065,0.164
model.000.09.pdb,0.089,0.250,0.561,0.095,0.048,0.084,0.328,0.371,0.579,0.023,0.645,0.215,0.063,0.508,0.072,0.588,0.000,0.544,0.727,0.518,0.577,0.103,0.297,0.528,0.118,0.446,0.090,0.113,0.186,0.048
model.000.10.pdb,0.167,0.017,0.000,0.267,0.263,0.233,0.016,0.000,0.000,0.404,0.000,0.016,0.172,0.000,0.237,0.000,0.255,0.000,0.000,0.000,0.000,0.231,0.015,0.000,0.095,0.000,0.062,0.159,0.031,0.286
model.000.11.pdb,0.224,0.034,0.000,0.283,0.304,0.271,0.031,0.000,0.000,0.370,0.000,0.049,0.211,0.000,0.276,0.000,0.585,0.000,0.000,0.000,0.000,0.246,0.030,0.000,0.167,0.000,0.207,0.088,0.079,0.074
model.000.12.pdb,0.085,0.325,0.314,0.077,0.015,0.046,0.229,0.340,0.417,0.000,0.429,0.188,0.107,0.321,0.031,0.405,0.000,0.500,0.490,0.370,0.579,0.088,0.245,0.341,0.068,0.595,0.000,0.117,0.196,0.031
model.000.13.pdb,0.085,0.375,0.667,0.078,0.053,0.080,0.412,0.288,0.653,0.013,0.661,0.296,0.103,0.566,0.081,0.600,0.000,0.436,0.720,0.583,0.460,0.115,0.396,0.636,0.134,0.469,0.070,0.096,0.213,0.039
model.000.14.pdb,0.543,0.463,0.254,0.400,0.377,0.500,0.500,0.045,0.210,0.276,0.208,0.641,0.500,0.203,0.423,0.222,0.083,0.043,0.212,0.346,0.047,0.306,0.545,0.269,0.591,0.138,0.061,0.194,0.619,0.074
model.000.15.pdb,0.269,0.486,0.408,0.241,0.193,0.273,0.605,0.048,0.321,0.113,0.302,0.639,0.280,0.333,0.232,0.386,0.034,0.062,0.339,0.477,0.069,0.134,0.750,0.419,0.413,0.151,0.102,0.113,0.465,0.000
model.000.16.pdb,0.273,0.071,0.135,0.170,0.234,0.277,0.244,0.000,0.111,0.229,0.075,0.256,0.125,0.088,0.372,0.133,0.190,0.000,0.083,0.122,0.000,0.119,0.178,0.109,0.279,0.000,0.250,0.000,0.152,0.000
model.000.17.pdb,0.596,0.231,0.164,0.500,0.481,0.612,0.321,0.000,0.145,0.393,0.123,0.447,0.431,0.110,0.625,0.111,0.232,0.000,0.120,0.194,0.000,0.371,0.358,0.148,0.609,0.045,0.194,0.182,0.385,0.069
model.000.18.pdb,0.000,0.052,0.230,0.000,0.000,0.000,0.063,0.109,0.310,0.000,0.333,0.016,0.000,0.345,0.000,0.196,0.015,0.345,0.373,0.203,0.259,0.000,0.078,0.241,0.000,0.136,0.145,0.014,0.000,0.000
model.000.19.pdb,0.026,0.211,0.317,0.036,0.012,0.012,0.154,0.549,0.355,0.000,0.477,0.106,0.040,0.303,0.012,0.339,0.000,0.708,0.483,0.295,0.727,0.125,0.149,0.316,0.026,0.500,0.000,0.137,0.085,0.093
model.000.20.pdb,0.079,0.267,0.578,0.072,0.061,0.091,0.370,0.047,0.532,0.029,0.474,0.245,0.065,0.644,0.076,0.465,0.000,0.167,0.481,0.489,0.143,0.054,0.327,0.500,0.117,0.105,0.155,0.014,0.161,0.000
model.000.21.pdb,0.175,0.018,0.000,0.197,0.232,0.203,0.016,0.000,0.000,0.373,0.000,0.034,0.121,0.000,0.273,0.000,0.488,0.000,0.000,0.000,0.000,0.167,0.016,0.000,0.082,0.000,0.245,0.061,0.016,0.062
model.000.22.pdb,0.211,0.036,0.043,0.154,0.246,0.237,0.103,0.000,0.043,0.286,0.024,0.170,0.098,0.027,0.333,0.049,0.500,0.000,0.026,0.046,0.000,0.129,0.100,0.032,0.193,0.000,0.388,0.000,0.100,0.000
model.000.23.pdb,0.288,0.143,0.094,0.327,0.211,0.224,0.127,0.347,0.060,0.129,0.137,0.154,0.327,0.043,0.129,0.051,0.000,0.190,0.118,0.100,0.167,0.351,0.185,0.051,0.320,0.265,0.000,0.591,0.362,0.278
model.000.24.pdb,0.046,0.000,0.000,0.088,0.061,0.043,0.000,0.098,0.000,0.145,0.000,0.000,0.082,0.000,0.044,0.000,0.033,0.014,0.000,0.000,0.000,0.147,0.000,0.000,0.015,0.000,0.000,0.203,0.000,0.373
model.000.25.pdb,0.256,0.103,0.140,0.154,0.217,0.261,0.225,0.000,0.094,0.213,0.077,0.306,0.130,0.111,0.357,0.167,0.143,0.000,0.105,0.152,0.000,0.103,0.244,0.140,0.293,0.000,0.178,0.000,0.159,0.000
model.000.26.pdb,0.306,0.559,0.367,0.273,0.200,0.308,0.639,0.086,0.308,0.117,0.270,0.583,0.348,0.296,0.241,0.372,0.000,0.100,0.304,0.500,0.111,0.194,0.605,0.372,0.400,0.229,0.033,0.196,0.564,0.048
model.000.27.pdb,0.043,0.107,0.188,0.068,0.000,0.027,0.079,0.674,0.222,0.000,0.348,0.048,0.044,0.179,0.000,0.236,0.000,0.630,0.344,0.180,0.725,0.122,0.094,0.193,0.043,0.581,0.000,0.226,0.148,0.087
