 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb,model.000.10.pdb,model.000.11.pdb,model.000.12.pdb,model.000.13.pdb,model.000.14.pdb,model.000.15.pdb,model.000.16.pdb,model.000.17.pdb,model.000.18.pdb,model.000.19.pdb,model.000.20.pdb,model.000.21.pdb,model.000.22.pdb,model.000.23.pdb,model.000.24.pdb,model.000.25.pdb,model.000.26.pdb,model.000.27.pdb,model.000.28.pdb,model.000.29.pdb
model.000.00.pdb,0.027,0.119,0.231,0.037,0.000,0.013,0.075,0.617,0.266,0.000,0.409,0.029,0.027,0.239,0.000,0.241,0.000,0.681,0.387,0.206,0.698,0.130,0.072,0.241,0.013,0.500,0.000,0.159,0.072,0.113
model.000.01.pdb,0.689,0.226,0.097,0.673,0.660,0.739,0.246,0.027,0.067,0.519,0.082,0.327,0.644,0.065,0.646,0.060,0.207,0.013,0.076,0.136,0.014,0.536,0.281,0.092,0.562,0.060,0.071,0.295,0.431,0.200
model.000.02.pdb,0.013,0.031,0.209,0.000,0.000,0.000,0.058,0.069,0.281,0.000,0.270,0.000,0.000,0.333,0.025,0.141,0.125,0.212,0.261,0.149,0.175,0.000,0.056,0.177,0.000,0.090,0.400,0.000,0.000,0.000
model.000.03.pdb,0.062,0.298,0.600,0.071,0.036,0.060,0.333,0.292,0.679,0.011,0.741,0.219,0.078,0.625,0.048,0.600,0.000,0.526,0.843,0.527,0.528,0.067,0.302,0.538,0.091,0.429,0.091,0.073,0.188,0.012
model.000.04.pdb,0.180,0.525,0.630,0.164,0.156,0.188,0.675,0.127,0.551,0.087,0.517,0.444,0.207,0.529,0.154,0.558,0.015,0.233,0.528,0.732,0.236,0.139,0.605,0.675,0.246,0.288,0.092,0.103,0.380,0.000
model.000.05.pdb,0.097,0.333,0.414,0.090,0.052,0.064,0.254,0.472,0.456,0.012,0.557,0.180,0.116,0.371,0.025,0.396,0.000,0.688,0.600,0.444,0.667,0.156,0.246,0.396,0.083,0.644,0.000,0.188,0.206,0.066
model.000.06.pdb,0.078,0.450,0.500,0.071,0.076,0.058,0.362,0.236,0.553,0.014,0.491,0.216,0.155,0.471,0.029,0.561,0.000,0.392,0.529,0.581,0.383,0.097,0.320,0.524,0.097,0.422,0.030,0.108,0.245,0.014
model.000.07.pdb,0.578,0.200,0.175,0.426,0.521,0.562,0.320,0.000,0.119,0.451,0.115,0.422,0.408,0.116,0.609,0.138,0.204,0.000,0.127,0.207,0.000,0.373,0.308,0.179,0.628,0.048,0.167,0.175,0.388,0.123
model.000.08.pdb,0.609,0.167,0.149,0.569,0.689,0.625,0.278,0.043,0.114,0.604,0.111,0.314,0.440,0.111,0.638,0.095,0.236,0.013,0.107,0.159,0.000,0.474,0.246,0.131,0.587,0.045,0.159,0.222,0.315,0.188
model.000.09.pdb,0.210,0.016,0.000,0.306,0.328,0.234,0.014,0.028,0.000,0.472,0.000,0.030,0.237,0.000,0.279,0.000,0.255,0.000,0.000,0.000,0.000,0.349,0.014,0.000,0.156,0.000,0.088,0.238,0.075,0.375
model.000.10.pdb,0.214,0.462,0.479,0.175,0.207,0.220,0.658,0.063,0.385,0.127,0.377,0.488,0.200,0.370,0.224,0.432,0.051,0.077,0.375,0.523,0.085,0.164,0.548,0.500,0.288,0.145,0.155,0.076,0.327,0.000
model.000.11.pdb,0.183,0.579,0.609,0.149,0.141,0.190,0.692,0.111,0.531,0.057,0.500,0.488,0.232,0.510,0.138,0.571,0.016,0.159,0.509,0.667,0.175,0.125,0.659,0.650,0.273,0.269,0.111,0.121,0.360,0.000
model.000.12.pdb,0.116,0.435,0.600,0.137,0.068,0.125,0.469,0.206,0.620,0.013,0.525,0.346,0.154,0.509,0.096,0.674,0.000,0.317,0.593,0.583,0.327,0.087,0.480,0.600,0.206,0.333,0.086,0.127,0.345,0.000
model.000.13.pdb,0.065,0.315,0.604,0.060,0.050,0.075,0.351,0.227,0.720,0.012,0.633,0.230,0.096,0.725,0.076,0.604,0.000,0.424,0.750,0.558,0.418,0.057,0.295,0.571,0.110,0.375,0.125,0.037,0.197,0.000
model.000.14.pdb,0.091,0.452,0.667,0.099,0.072,0.101,0.489,0.183,0.617,0.027,0.571,0.354,0.129,0.592,0.087,0.811,0.000,0.321,0.688,0.732,0.333,0.093,0.468,0.718,0.164,0.367,0.076,0.071,0.278,0.000
