 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb,model.000.10.pdb,model.000.11.pdb,model.000.12.pdb,model.000.13.pdb,model.000.14.pdb,model.000.15.pdb,model.000.16.pdb,model.000.17.pdb,model.000.18.pdb,model.000.19.pdb,model.000.20.pdb,model.000.21.pdb,model.000.22.pdb,model.000.23.pdb,model.000.24.pdb,model.000.25.pdb,model.000.26.pdb,model.000.27.pdb,model.000.28.pdb,model.000.29.pdb
model.000.00.pdb,0.737,0.000,0.476,0.200,0.477,0.372,0.340,0.148,0.386,0.190,0.138,0.062,0.155,0.000,0.548,0.000,0.000,0.157,0.167,0.117,0.000,0.125,0.072,0.105,0.000,0.216,0.308,0.000,0.103,0.017
model.000.01.pdb,0.098,0.000,0.125,0.718,0.100,0.017,0.220,0.750,0.442,0.667,0.000,0.095,0.659,0.000,0.179,0.000,0.191,0.224,0.143,0.000,0.000,0.000,0.000,0.164,0.000,0.000,0.232,0.295,0.625,0.089
model.000.02.pdb,0.167,0.044,0.347,0.186,0.302,0.086,0.364,0.179,0.016,0.159,0.045,0.600,0.183,0.000,0.232,0.076,0.035,0.000,0.558,0.029,0.076,0.031,0.026,0.634,0.000,0.031,0.469,0.091,0.193,0.455
model.000.03.pdb,0.212,0.373,0.152,0.000,0.234,0.460,0.164,0.000,0.071,0.000,0.667,0.038,0.000,0.083,0.215,0.266,0.000,0.000,0.013,0.800,0.306,0.711,0.600,0.027,0.212,0.689,0.038,0.000,0.000,0.000
model.000.04.pdb,0.600,0.000,0.700,0.125,0.775,0.444,0.540,0.115,0.155,0.136,0.241,0.213,0.123,0.000,0.690,0.028,0.000,0.016,0.353,0.159,0.014,0.190,0.127,0.278,0.000,0.308,0.396,0.000,0.111,0.119
model.000.05.pdb,0.141,0.519,0.085,0.000,0.159,0.345,0.117,0.000,0.027,0.000,0.620,0.051,0.000,0.082,0.127,0.390,0.000,0.000,0.040,0.745,0.464,0.696,0.712,0.040,0.286,0.540,0.051,0.000,0.000,0.042
model.000.06.pdb,0.183,0.059,0.396,0.164,0.321,0.103,0.357,0.175,0.000,0.138,0.044,0.659,0.180,0.000,0.250,0.091,0.071,0.000,0.545,0.014,0.091,0.015,0.026,0.744,0.000,0.047,0.521,0.089,0.169,0.585
model.000.07.pdb,0.071,0.520,0.044,0.000,0.104,0.193,0.127,0.000,0.000,0.000,0.500,0.116,0.000,0.058,0.072,0.583,0.000,0.000,0.108,0.490,0.652,0.385,0.596,0.091,0.230,0.315,0.085,0.000,0.000,0.150
model.000.08.pdb,0.560,0.000,0.609,0.345,0.638,0.340,0.596,0.321,0.327,0.350,0.164,0.176,0.317,0.000,0.750,0.000,0.000,0.164,0.316,0.113,0.000,0.119,0.075,0.250,0.000,0.213,0.481,0.015,0.246,0.091
model.000.09.pdb,0.551,0.000,0.565,0.333,0.562,0.327,0.588,0.333,0.268,0.362,0.152,0.164,0.351,0.000,0.705,0.013,0.000,0.131,0.304,0.100,0.000,0.123,0.091,0.237,0.000,0.220,0.444,0.015,0.276,0.077
