 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb,model.000.10.pdb,model.000.11.pdb,model.000.12.pdb,model.000.13.pdb,model.000.14.pdb,model.000.15.pdb,model.000.16.pdb,model.000.17.pdb,model.000.18.pdb,model.000.19.pdb
model.000.00.pdb,0.000,0.000,0.000,0.188,0.000,0.000,0.000,0.000,0.014,0.000,0.000,0.000,0.014,0.000,0.046,0.000,0.000,0.000,0.000,0.108
model.000.01.pdb,0.157,0.000,0.278,0.060,0.269,0.000,0.082,0.255,0.226,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.014,0.296,0.000,0.117
model.000.02.pdb,0.014,0.000,0.067,0.108,0.027,0.000,0.027,0.027,0.086,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.062,0.110,0.000,0.083
model.000.03.pdb,0.306,0.037,0.298,0.118,0.449,0.000,0.109,0.327,0.400,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.271,0.000,0.180
model.000.04.pdb,0.628,0.170,0.739,0.012,0.571,0.000,0.400,0.562,0.118,0.081,0.000,0.000,0.000,0.000,0.000,0.000,0.104,0.620,0.067,0.026
model.000.05.pdb,0.592,0.186,0.833,0.011,0.545,0.027,0.545,0.537,0.105,0.103,0.025,0.000,0.000,0.013,0.000,0.000,0.163,0.745,0.100,0.024
model.000.06.pdb,0.119,0.000,0.101,0.472,0.197,0.000,0.014,0.127,0.565,0.000,0.000,0.049,0.000,0.000,0.029,0.000,0.000,0.069,0.000,0.574
model.000.07.pdb,0.000,0.000,0.000,0.224,0.000,0.000,0.000,0.000,0.066,0.000,0.000,0.000,0.000,0.000,0.016,0.000,0.000,0.000,0.000,0.136
model.000.08.pdb,0.155,0.175,0.227,0.000,0.099,0.350,0.369,0.145,0.000,0.179,0.359,0.000,0.128,0.270,0.000,0.062,0.672,0.240,0.484,0.000
model.000.09.pdb,0.000,0.018,0.000,0.258,0.000,0.048,0.000,0.000,0.059,0.068,0.044,0.455,0.200,0.067,0.628,0.408,0.013,0.000,0.070,0.254
model.000.10.pdb,0.042,0.000,0.024,0.830,0.066,0.000,0.000,0.026,0.356,0.000,0.000,0.161,0.000,0.000,0.164,0.055,0.000,0.000,0.000,0.783
model.000.11.pdb,0.542,0.138,0.714,0.012,0.558,0.014,0.473,0.463,0.096,0.060,0.013,0.000,0.000,0.000,0.000,0.000,0.127,0.735,0.091,0.025
model.000.12.pdb,0.533,0.271,0.519,0.025,0.617,0.015,0.333,0.721,0.172,0.158,0.014,0.015,0.000,0.015,0.000,0.014,0.024,0.455,0.068,0.041
model.000.13.pdb,0.204,0.020,0.353,0.060,0.347,0.000,0.119,0.333,0.250,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.014,0.346,0.000,0.117
model.000.14.pdb,0.103,0.367,0.104,0.000,0.093,0.542,0.206,0.143,0.000,0.440,0.538,0.141,0.350,0.490,0.113,0.238,0.324,0.103,0.574,0.000
model.000.15.pdb,0.015,0.000,0.026,0.509,0.103,0.000,0.000,0.043,0.480,0.000,0.000,0.048,0.000,0.000,0.029,0.000,0.000,0.026,0.000,0.551
model.000.16.pdb,0.095,0.386,0.097,0.000,0.086,0.308,0.188,0.156,0.000,0.535,0.321,0.218,0.339,0.288,0.177,0.358,0.235,0.096,0.463,0.000
model.000.17.pdb,0.104,0.222,0.120,0.000,0.080,0.490,0.246,0.113,0.000,0.291,0.580,0.059,0.356,0.500,0.083,0.167,0.369,0.133,0.647,0.000
model.000.18.pdb,0.136,0.367,0.164,0.000,0.093,0.423,0.323,0.159,0.000,0.412,0.379,0.123,0.246,0.377,0.097,0.238,0.452,0.178,0.574,0.000
model.000.19.pdb,0.000,0.000,0.000,0.238,0.000,0.000,0.000,0.000,0.014,0.000,0.000,0.032,0.043,0.000,0.111,0.030,0.000,0.000,0.000,0.175
