 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb,model.000.10.pdb,model.000.11.pdb,model.000.12.pdb,model.000.13.pdb,model.000.14.pdb,model.000.15.pdb,model.000.16.pdb,model.000.17.pdb,model.000.18.pdb,model.000.19.pdb
model.000.00.pdb,1.000,0.000,0.000,0.092,0.593,0.491,0.000,0.333,0.604,0.000,0.000,0.060,0.127,0.000,0.143,0.000,0.472,0.042,0.000,0.000
model.000.01.pdb,0.000,1.000,0.302,0.040,0.013,0.000,0.358,0.101,0.000,0.175,0.333,0.119,0.042,0.767,0.103,0.059,0.000,0.000,0.296,0.296
model.000.02.pdb,0.000,0.302,1.000,0.000,0.000,0.000,0.196,0.000,0.000,0.353,0.558,0.000,0.000,0.340,0.000,0.136,0.015,0.049,0.585,0.625
model.000.03.pdb,0.092,0.040,0.000,1.000,0.164,0.000,0.101,0.110,0.077,0.000,0.000,0.400,0.681,0.039,0.519,0.013,0.000,0.000,0.000,0.000
model.000.04.pdb,0.593,0.013,0.000,0.164,1.000,0.266,0.000,0.516,0.359,0.000,0.000,0.197,0.188,0.012,0.262,0.000,0.311,0.000,0.000,0.000
model.000.05.pdb,0.491,0.000,0.000,0.000,0.266,1.000,0.000,0.115,0.667,0.000,0.000,0.000,0.027,0.000,0.000,0.000,0.659,0.113,0.000,0.000
model.000.06.pdb,0.000,0.358,0.196,0.101,0.000,0.000,1.000,0.000,0.000,0.220,0.207,0.123,0.090,0.321,0.090,0.228,0.000,0.000,0.283,0.172
model.000.07.pdb,0.333,0.101,0.000,0.110,0.516,0.115,0.000,1.000,0.177,0.000,0.037,0.215,0.100,0.113,0.275,0.000,0.178,0.000,0.000,0.037
model.000.08.pdb,0.604,0.000,0.000,0.077,0.359,0.667,0.000,0.177,1.000,0.000,0.000,0.000,0.110,0.000,0.038,0.000,0.491,0.119,0.000,0.000
model.000.09.pdb,0.000,0.175,0.353,0.000,0.000,0.000,0.220,0.000,0.000,1.000,0.200,0.000,0.000,0.169,0.000,0.500,0.000,0.232,0.489,0.228
model.000.10.pdb,0.000,0.333,0.558,0.000,0.000,0.000,0.207,0.037,0.000,0.200,1.000,0.000,0.000,0.423,0.000,0.029,0.000,0.000,0.417,0.889
model.000.11.pdb,0.060,0.119,0.000,0.400,0.197,0.000,0.123,0.215,0.000,0.000,0.000,1.000,0.367,0.079,0.675,0.016,0.016,0.000,0.000,0.000
model.000.12.pdb,0.127,0.042,0.000,0.681,0.188,0.027,0.090,0.100,0.110,0.000,0.000,0.367,1.000,0.027,0.462,0.014,0.000,0.014,0.000,0.000
model.000.13.pdb,0.000,0.767,0.340,0.039,0.012,0.000,0.321,0.113,0.000,0.169,0.423,0.079,0.027,1.000,0.069,0.057,0.000,0.000,0.385,0.385
model.000.14.pdb,0.143,0.103,0.000,0.519,0.262,0.000,0.090,0.275,0.038,0.000,0.000,0.675,0.462,0.069,1.000,0.014,0.014,0.000,0.000,0.000
model.000.15.pdb,0.000,0.059,0.136,0.013,0.000,0.000,0.228,0.000,0.000,0.500,0.029,0.016,0.014,0.057,0.014,1.000,0.000,0.264,0.236,0.046
model.000.16.pdb,0.472,0.000,0.015,0.000,0.311,0.659,0.000,0.178,0.491,0.000,0.000,0.016,0.000,0.000,0.014,0.000,1.000,0.079,0.000,0.000
model.000.17.pdb,0.042,0.000,0.049,0.000,0.000,0.113,0.000,0.000,0.119,0.232,0.000,0.000,0.014,0.000,0.000,0.264,0.079,1.000,0.083,0.016
model.000.18.pdb,0.000,0.296,0.585,0.000,0.000,0.000,0.283,0.000,0.000,0.489,0.417,0.000,0.000,0.385,0.000,0.236,0.000,0.083,1.000,0.467
model.000.19.pdb,0.000,0.296,0.625,0.000,0.000,0.000,0.172,0.037,0.000,0.228,0.889,0.000,0.000,0.385,0.000,0.046,0.000,0.016,0.467,1.000
