 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb,model.000.10.pdb,model.000.11.pdb,model.000.12.pdb,model.000.13.pdb,model.000.14.pdb,model.000.15.pdb,model.000.16.pdb,model.000.17.pdb,model.000.18.pdb,model.000.19.pdb
model.000.00.pdb,0.044,0.000,0.115,0.086,0.190,0.012,0.049,0.385,0.240,0.442,0.245,0.130,0.000,0.136,0.234,0.000,0.511,0.000,0.283,0.167
model.000.01.pdb,0.000,0.000,0.395,0.000,0.220,0.000,0.000,0.394,0.019,0.125,0.039,0.000,0.000,0.000,0.203,0.096,0.176,0.077,0.169,0.216
model.000.02.pdb,0.110,0.000,0.114,0.197,0.234,0.078,0.138,0.208,0.309,0.565,0.183,0.240,0.000,0.203,0.328,0.000,0.529,0.014,0.359,0.250
model.000.03.pdb,0.153,0.345,0.000,0.071,0.000,0.000,0.027,0.048,0.104,0.000,0.177,0.000,0.412,0.234,0.000,0.000,0.026,0.000,0.000,0.000
model.000.04.pdb,0.114,0.000,0.087,0.167,0.118,0.000,0.076,0.326,0.408,0.353,0.417,0.135,0.031,0.254,0.162,0.000,0.596,0.000,0.183,0.100
model.000.05.pdb,0.000,0.000,0.396,0.000,0.308,0.117,0.000,0.019,0.000,0.017,0.000,0.000,0.000,0.000,0.368,0.600,0.000,0.703,0.188,0.302
model.000.06.pdb,0.013,0.000,0.210,0.061,0.382,0.080,0.060,0.220,0.113,0.438,0.046,0.113,0.000,0.057,0.458,0.029,0.364,0.092,0.527,0.400
model.000.07.pdb,0.101,0.000,0.159,0.153,0.175,0.000,0.078,0.439,0.340,0.367,0.269,0.163,0.000,0.220,0.200,0.000,0.521,0.015,0.206,0.154
model.000.08.pdb,0.185,0.043,0.000,0.190,0.000,0.000,0.094,0.200,0.333,0.046,0.523,0.036,0.138,0.431,0.000,0.000,0.104,0.000,0.000,0.000
model.000.09.pdb,0.000,0.000,0.444,0.000,0.222,0.000,0.000,0.275,0.000,0.035,0.000,0.000,0.000,0.000,0.169,0.216,0.083,0.130,0.138,0.241
model.000.10.pdb,0.000,0.000,0.404,0.000,0.345,0.150,0.000,0.017,0.000,0.015,0.000,0.000,0.000,0.000,0.400,0.522,0.000,0.769,0.206,0.316
model.000.11.pdb,0.000,0.085,0.119,0.000,0.000,0.000,0.000,0.061,0.000,0.000,0.017,0.000,0.018,0.016,0.000,0.125,0.000,0.000,0.000,0.015
model.000.12.pdb,0.000,0.014,0.298,0.000,0.119,0.057,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.133,0.614,0.000,0.296,0.051,0.152
model.000.13.pdb,0.000,0.000,0.375,0.000,0.264,0.104,0.000,0.020,0.000,0.000,0.000,0.000,0.000,0.000,0.305,0.575,0.000,0.550,0.172,0.259
model.000.14.pdb,0.000,0.148,0.091,0.000,0.000,0.000,0.000,0.036,0.000,0.000,0.000,0.000,0.032,0.014,0.012,0.150,0.000,0.000,0.000,0.028
model.000.15.pdb,0.000,0.045,0.224,0.000,0.059,0.000,0.000,0.056,0.000,0.000,0.000,0.000,0.000,0.000,0.065,0.308,0.000,0.081,0.013,0.123
model.000.16.pdb,0.024,0.000,0.297,0.026,0.527,0.291,0.068,0.015,0.000,0.149,0.000,0.063,0.000,0.000,0.516,0.250,0.051,0.491,0.508,0.518
model.000.17.pdb,0.155,0.000,0.113,0.233,0.231,0.089,0.190,0.140,0.327,0.659,0.161,0.312,0.000,0.219,0.324,0.000,0.580,0.014,0.375,0.246
model.000.18.pdb,0.000,0.000,0.500,0.000,0.491,0.115,0.000,0.049,0.000,0.091,0.000,0.000,0.000,0.000,0.483,0.442,0.040,0.542,0.279,0.509
model.000.19.pdb,0.162,0.276,0.000,0.109,0.000,0.000,0.043,0.051,0.167,0.000,0.255,0.000,0.308,0.293,0.000,0.000,0.027,0.000,0.000,0.000
