 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb,model.000.10.pdb,model.000.11.pdb,model.000.12.pdb,model.000.13.pdb,model.000.14.pdb
model.000.00.pdb,0.301,0.078,0.024,0.406,0.471,0.046,0.534,0.278,0.022,0.025,0.043,0.609,0.603,0.011,0.037
model.000.01.pdb,0.034,0.127,0.673,0.044,0.010,0.275,0.036,0.000,0.233,0.580,0.808,0.113,0.096,0.216,0.509
model.000.02.pdb,0.035,0.101,0.696,0.047,0.022,0.254,0.051,0.000,0.194,0.562,0.698,0.106,0.111,0.178,0.462
model.000.03.pdb,0.607,0.012,0.023,0.695,0.411,0.133,0.243,0.462,0.103,0.024,0.053,0.425,0.446,0.116,0.036
model.000.04.pdb,0.533,0.096,0.000,0.403,0.492,0.023,0.246,0.712,0.071,0.000,0.000,0.271,0.326,0.059,0.000
model.000.05.pdb,0.012,0.183,0.622,0.012,0.000,0.254,0.013,0.000,0.246,0.628,0.604,0.031,0.050,0.246,0.420
model.000.06.pdb,0.013,0.153,0.400,0.025,0.049,0.041,0.121,0.013,0.040,0.396,0.344,0.116,0.159,0.026,0.153
model.000.07.pdb,0.000,0.148,0.143,0.027,0.145,0.000,0.259,0.014,0.000,0.173,0.086,0.154,0.200,0.000,0.000
model.000.08.pdb,0.014,0.476,0.123,0.000,0.129,0.029,0.153,0.060,0.059,0.173,0.086,0.047,0.079,0.059,0.000
model.000.09.pdb,0.347,0.090,0.024,0.456,0.478,0.057,0.468,0.288,0.022,0.037,0.042,0.614,0.608,0.056,0.049
model.000.10.pdb,0.094,0.227,0.186,0.044,0.077,0.534,0.036,0.169,0.685,0.176,0.173,0.009,0.085,0.655,0.141
model.000.11.pdb,0.026,0.097,0.556,0.038,0.000,0.246,0.000,0.000,0.200,0.457,0.673,0.079,0.020,0.200,0.619
model.000.12.pdb,0.000,0.289,0.200,0.000,0.056,0.015,0.085,0.015,0.046,0.267,0.125,0.036,0.082,0.046,0.000
model.000.13.pdb,0.299,0.086,0.059,0.397,0.419,0.055,0.516,0.293,0.021,0.048,0.097,0.634,0.627,0.021,0.048
model.000.14.pdb,0.011,0.203,0.612,0.022,0.022,0.181,0.078,0.000,0.176,0.583,0.517,0.082,0.121,0.160,0.262
