 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb,model.000.10.pdb,model.000.11.pdb,model.000.12.pdb,model.000.13.pdb,model.000.14.pdb
model.000.00.pdb,0.104,0.667,0.023,0.089,0.688,0.490,0.103,0.000,0.000,0.314,0.000,0.011,0.143,0.635,0.383
model.000.01.pdb,0.000,0.127,0.000,0.000,0.340,0.122,0.000,0.022,0.000,0.581,0.000,0.000,0.000,0.136,0.306
model.000.02.pdb,0.200,0.714,0.108,0.071,0.491,0.604,0.098,0.000,0.000,0.127,0.013,0.031,0.135,0.648,0.353
model.000.03.pdb,0.254,0.081,0.692,0.000,0.038,0.141,0.000,0.032,0.013,0.000,0.213,0.315,0.000,0.076,0.102
model.000.04.pdb,0.149,0.804,0.046,0.113,0.585,0.583,0.127,0.000,0.013,0.167,0.000,0.021,0.169,0.796,0.333
model.000.05.pdb,0.069,0.122,0.596,0.023,0.077,0.152,0.011,0.097,0.039,0.000,0.351,0.435,0.000,0.114,0.172
model.000.06.pdb,0.228,0.169,0.000,0.547,0.100,0.062,0.608,0.109,0.327,0.086,0.000,0.000,0.810,0.246,0.034
model.000.07.pdb,0.123,0.100,0.600,0.033,0.085,0.125,0.022,0.074,0.024,0.000,0.323,0.405,0.023,0.094,0.141
model.000.08.pdb,0.115,0.644,0.000,0.111,0.596,0.457,0.127,0.000,0.000,0.245,0.000,0.011,0.175,0.646,0.311
model.000.09.pdb,0.000,0.158,0.000,0.000,0.367,0.180,0.014,0.020,0.000,0.606,0.000,0.000,0.015,0.164,0.378
model.000.10.pdb,0.750,0.211,0.185,0.119,0.094,0.127,0.119,0.000,0.015,0.000,0.016,0.062,0.169,0.213,0.000
model.000.11.pdb,0.159,0.129,0.012,0.700,0.081,0.043,0.735,0.143,0.407,0.065,0.028,0.056,0.837,0.200,0.016
model.000.12.pdb,0.169,0.708,0.059,0.114,0.596,0.596,0.128,0.000,0.013,0.169,0.000,0.010,0.171,0.812,0.314
model.000.13.pdb,0.025,0.048,0.433,0.033,0.060,0.066,0.011,0.123,0.049,0.087,0.464,0.387,0.000,0.045,0.106
model.000.14.pdb,0.000,0.000,0.095,0.196,0.000,0.000,0.117,0.840,0.289,0.021,0.279,0.167,0.089,0.000,0.000
