 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb,model.000.10.pdb,model.000.11.pdb,model.000.12.pdb,model.000.13.pdb,model.000.14.pdb
model.000.00.pdb,0.852,0.044,0.750,0.194,0.457,0.119,0.061,0.135,0.048,0.645,0.047,0.589,0.426,0.058,0.370
model.000.01.pdb,0.066,0.804,0.048,0.109,0.053,0.358,0.714,0.446,0.735,0.076,0.720,0.036,0.056,0.760,0.054
model.000.02.pdb,0.081,0.796,0.063,0.117,0.056,0.360,0.818,0.481,0.723,0.067,0.745,0.051,0.059,0.750,0.045
model.000.03.pdb,0.471,0.043,0.382,0.041,0.944,0.068,0.047,0.048,0.034,0.479,0.034,0.296,0.786,0.068,0.635
model.000.04.pdb,0.329,0.000,0.275,0.044,0.414,0.014,0.000,0.013,0.000,0.303,0.000,0.265,0.469,0.000,0.386
model.000.05.pdb,0.035,0.694,0.026,0.127,0.011,0.235,0.705,0.412,0.767,0.000,0.711,0.000,0.012,0.580,0.011
model.000.06.pdb,0.118,0.455,0.070,0.475,0.036,0.500,0.385,0.816,0.431,0.101,0.451,0.138,0.025,0.357,0.012
model.000.07.pdb,0.215,0.156,0.186,0.893,0.052,0.227,0.138,0.340,0.117,0.157,0.153,0.259,0.041,0.077,0.026
model.000.08.pdb,0.097,0.156,0.094,0.325,0.013,0.059,0.100,0.212,0.136,0.052,0.115,0.153,0.027,0.077,0.013
model.000.09.pdb,0.700,0.054,0.788,0.134,0.486,0.069,0.060,0.075,0.059,0.733,0.058,0.542,0.478,0.057,0.397
model.000.10.pdb,0.010,0.177,0.011,0.000,0.075,0.000,0.164,0.038,0.178,0.042,0.130,0.012,0.092,0.171,0.054
model.000.11.pdb,0.037,0.569,0.013,0.054,0.036,0.176,0.565,0.278,0.521,0.000,0.574,0.000,0.025,0.520,0.062
model.000.12.pdb,0.087,0.228,0.031,0.531,0.000,0.163,0.170,0.341,0.189,0.027,0.185,0.103,0.000,0.119,0.000
model.000.13.pdb,0.641,0.099,0.627,0.145,0.446,0.176,0.082,0.141,0.069,0.726,0.080,0.541,0.437,0.129,0.382
model.000.14.pdb,0.080,0.648,0.037,0.333,0.032,0.380,0.620,0.625,0.608,0.067,0.596,0.078,0.022,0.545,0.022
