 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb,model.000.10.pdb,model.000.11.pdb,model.000.12.pdb,model.000.13.pdb,model.000.14.pdb
model.000.00.pdb,0.306,0.000,0.509,0.027,0.381,0.000,0.344,0.000,0.483,0.000,0.279,0.020,0.373,0.000,0.268
model.000.01.pdb,0.079,0.317,0.000,0.100,0.011,0.525,0.000,0.324,0.012,0.460,0.179,0.397,0.051,0.468,0.059
model.000.02.pdb,0.638,0.000,0.357,0.125,0.277,0.023,0.258,0.000,0.281,0.024,0.233,0.010,0.674,0.012,0.558
model.000.03.pdb,0.141,0.121,0.143,0.000,0.053,0.037,0.072,0.049,0.130,0.037,0.400,0.033,0.123,0.038,0.016
model.000.04.pdb,0.038,0.414,0.000,0.056,0.000,0.333,0.000,0.329,0.000,0.338,0.130,0.278,0.000,0.304,0.000
model.000.05.pdb,0.188,0.091,0.679,0.000,0.578,0.039,0.600,0.138,0.695,0.050,0.150,0.075,0.188,0.072,0.149
model.000.06.pdb,0.082,0.127,0.444,0.014,0.700,0.047,0.702,0.197,0.647,0.072,0.056,0.138,0.082,0.114,0.030
model.000.07.pdb,0.076,0.370,0.010,0.190,0.040,0.803,0.031,0.521,0.040,0.703,0.091,0.566,0.076,0.588,0.072
model.000.08.pdb,0.043,0.254,0.000,0.000,0.000,0.200,0.000,0.181,0.000,0.186,0.228,0.148,0.014,0.188,0.016
model.000.09.pdb,0.227,0.038,0.778,0.027,0.526,0.022,0.519,0.069,0.593,0.022,0.182,0.031,0.246,0.034,0.183
model.000.10.pdb,0.731,0.011,0.236,0.250,0.185,0.098,0.167,0.000,0.203,0.087,0.279,0.058,0.765,0.065,0.633
model.000.11.pdb,0.000,0.397,0.036,0.171,0.192,0.256,0.173,0.414,0.150,0.244,0.000,0.466,0.000,0.371,0.000
model.000.12.pdb,0.066,0.269,0.000,0.017,0.000,0.310,0.000,0.222,0.000,0.250,0.170,0.232,0.048,0.233,0.038
model.000.13.pdb,0.153,0.091,0.547,0.013,0.679,0.022,0.826,0.159,0.796,0.045,0.096,0.132,0.153,0.095,0.106
model.000.14.pdb,0.045,0.348,0.011,0.176,0.021,0.537,0.011,0.425,0.021,0.594,0.113,0.455,0.034,0.443,0.025
