 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb,model.000.10.pdb,model.000.11.pdb,model.000.12.pdb,model.000.13.pdb,model.000.14.pdb,model.000.15.pdb,model.000.16.pdb,model.000.17.pdb,model.000.18.pdb,model.000.19.pdb
model.000.00.pdb,0.057,0.024,0.098,0.204,0.000,0.568,0.123,0.000,0.015,0.268,0.074,0.091,0.000,0.220,0.000,0.000,0.000,0.068,0.111,0.130
model.000.01.pdb,0.108,0.012,0.327,0.189,0.585,0.136,0.543,0.148,0.204,0.015,0.690,0.458,0.400,0.045,0.525,0.169,0.425,0.041,0.511,0.041
model.000.02.pdb,0.110,0.464,0.000,0.012,0.012,0.178,0.011,0.047,0.037,0.544,0.034,0.000,0.000,0.483,0.000,0.092,0.013,0.610,0.061,0.033
model.000.03.pdb,0.410,0.116,0.215,0.375,0.039,0.080,0.118,0.377,0.274,0.000,0.076,0.217,0.055,0.000,0.071,0.268,0.014,0.034,0.051,0.731
model.000.04.pdb,0.062,0.000,0.109,0.017,0.694,0.050,0.218,0.082,0.130,0.032,0.367,0.200,0.405,0.065,0.462,0.143,0.710,0.075,0.306,0.000
model.000.05.pdb,0.359,0.078,0.231,0.345,0.039,0.108,0.132,0.250,0.231,0.037,0.089,0.197,0.040,0.012,0.070,0.213,0.000,0.046,0.078,0.717
model.000.06.pdb,0.148,0.585,0.000,0.024,0.000,0.035,0.011,0.083,0.049,0.268,0.022,0.011,0.000,0.282,0.000,0.115,0.013,0.470,0.011,0.102
model.000.07.pdb,0.089,0.011,0.463,0.351,0.215,0.446,0.700,0.120,0.129,0.122,0.545,0.527,0.132,0.151,0.172,0.071,0.109,0.071,0.608,0.111
model.000.08.pdb,0.015,0.000,0.176,0.160,0.091,0.590,0.320,0.032,0.034,0.164,0.269,0.226,0.036,0.161,0.057,0.014,0.061,0.044,0.340,0.060
model.000.09.pdb,0.053,0.309,0.000,0.014,0.000,0.156,0.026,0.027,0.029,0.583,0.040,0.013,0.000,0.638,0.000,0.064,0.016,0.537,0.056,0.000
model.000.10.pdb,0.079,0.011,0.471,0.327,0.230,0.400,0.688,0.111,0.119,0.097,0.558,0.509,0.123,0.159,0.164,0.075,0.098,0.075,0.625,0.089
model.000.11.pdb,0.077,0.385,0.000,0.011,0.110,0.107,0.010,0.032,0.034,0.462,0.054,0.011,0.085,0.391,0.061,0.097,0.122,0.569,0.044,0.020
model.000.12.pdb,0.143,0.014,0.239,0.058,0.583,0.000,0.235,0.192,0.267,0.000,0.340,0.265,0.667,0.000,0.828,0.236,0.581,0.000,0.200,0.015
model.000.13.pdb,0.151,0.011,0.571,0.339,0.242,0.295,0.729,0.188,0.203,0.066,0.566,0.673,0.172,0.093,0.237,0.128,0.131,0.060,0.569,0.143
model.000.14.pdb,0.114,0.556,0.000,0.026,0.000,0.037,0.012,0.049,0.013,0.308,0.024,0.012,0.000,0.323,0.000,0.082,0.014,0.484,0.024,0.095
model.000.15.pdb,0.093,0.011,0.442,0.304,0.271,0.375,0.761,0.127,0.154,0.097,0.620,0.600,0.177,0.127,0.224,0.103,0.155,0.062,0.696,0.075
model.000.16.pdb,0.352,0.012,0.320,0.422,0.065,0.079,0.161,0.315,0.320,0.000,0.108,0.315,0.085,0.000,0.127,0.242,0.018,0.000,0.078,0.481
model.000.17.pdb,0.063,0.270,0.000,0.014,0.167,0.082,0.037,0.025,0.027,0.397,0.092,0.038,0.056,0.390,0.058,0.073,0.169,0.544,0.111,0.011
model.000.18.pdb,0.092,0.000,0.490,0.345,0.206,0.472,0.708,0.125,0.134,0.096,0.491,0.500,0.121,0.110,0.161,0.074,0.097,0.024,0.491,0.115
model.000.19.pdb,0.038,0.011,0.389,0.304,0.154,0.453,0.620,0.067,0.071,0.145,0.473,0.429,0.074,0.194,0.109,0.036,0.063,0.089,0.592,0.075
