 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb,model.000.10.pdb,model.000.11.pdb,model.000.12.pdb,model.000.13.pdb,model.000.14.pdb,model.000.15.pdb,model.000.16.pdb,model.000.17.pdb,model.000.18.pdb,model.000.19.pdb
model.000.00.pdb,0.052,0.000,0.203,0.137,0.000,0.283,0.000,0.026,0.215,0.133,0.297,0.128,0.010,0.295,0.438,0.000,0.000,0.231,0.134,0.246
model.000.01.pdb,0.013,0.218,0.438,0.025,0.024,0.071,0.074,0.000,0.069,0.435,0.350,0.080,0.110,0.055,0.117,0.000,0.167,0.368,0.034,0.129
model.000.02.pdb,0.508,0.036,0.011,0.562,0.392,0.068,0.227,0.377,0.043,0.000,0.099,0.520,0.379,0.067,0.132,0.391,0.093,0.066,0.594,0.043
model.000.03.pdb,0.107,0.227,0.153,0.044,0.077,0.508,0.024,0.169,0.655,0.143,0.145,0.000,0.085,0.625,0.110,0.120,0.085,0.150,0.094,0.632
model.000.04.pdb,0.000,0.167,0.182,0.000,0.096,0.000,0.232,0.014,0.014,0.216,0.149,0.152,0.212,0.014,0.016,0.000,0.204,0.138,0.012,0.042
model.000.05.pdb,0.106,0.188,0.135,0.103,0.076,0.525,0.011,0.123,0.673,0.141,0.129,0.028,0.064,0.643,0.093,0.062,0.068,0.134,0.128,0.649
model.000.06.pdb,0.667,0.048,0.011,0.619,0.419,0.055,0.237,0.448,0.065,0.012,0.020,0.349,0.402,0.065,0.023,0.444,0.091,0.031,0.577,0.042
model.000.07.pdb,0.011,0.125,0.694,0.022,0.000,0.236,0.048,0.000,0.213,0.569,0.827,0.112,0.095,0.213,0.528,0.000,0.027,0.804,0.050,0.257
model.000.08.pdb,0.000,0.016,0.422,0.000,0.000,0.148,0.030,0.000,0.125,0.298,0.520,0.084,0.043,0.125,0.550,0.000,0.000,0.431,0.000,0.121
model.000.09.pdb,0.344,0.042,0.027,0.467,0.282,0.025,0.270,0.221,0.012,0.014,0.114,0.569,0.333,0.037,0.138,0.262,0.077,0.062,0.485,0.012
model.000.10.pdb,0.023,0.100,0.717,0.022,0.000,0.214,0.051,0.000,0.192,0.583,0.750,0.117,0.110,0.192,0.510,0.000,0.014,0.833,0.063,0.236
model.000.11.pdb,0.382,0.057,0.022,0.551,0.528,0.063,0.435,0.342,0.030,0.011,0.059,0.704,0.588,0.062,0.069,0.371,0.127,0.051,0.539,0.040
model.000.12.pdb,0.000,0.283,0.173,0.000,0.070,0.015,0.083,0.015,0.045,0.234,0.123,0.061,0.081,0.045,0.000,0.016,0.279,0.129,0.000,0.092
model.000.13.pdb,0.022,0.197,0.653,0.022,0.011,0.243,0.049,0.000,0.254,0.592,0.661,0.081,0.119,0.236,0.386,0.000,0.056,0.731,0.062,0.300
model.000.14.pdb,0.727,0.012,0.012,0.644,0.389,0.071,0.219,0.438,0.069,0.012,0.032,0.370,0.393,0.057,0.012,0.410,0.068,0.044,0.529,0.044
model.000.15.pdb,0.023,0.149,0.681,0.022,0.000,0.181,0.037,0.000,0.160,0.617,0.717,0.094,0.099,0.160,0.453,0.000,0.058,0.760,0.052,0.219
model.000.16.pdb,0.039,0.259,0.207,0.000,0.012,0.490,0.000,0.055,0.660,0.196,0.188,0.000,0.041,0.560,0.133,0.014,0.049,0.197,0.070,0.538
model.000.17.pdb,0.319,0.026,0.052,0.388,0.371,0.036,0.518,0.239,0.011,0.054,0.094,0.574,0.548,0.011,0.039,0.262,0.087,0.084,0.392,0.011
model.000.18.pdb,0.011,0.114,0.739,0.011,0.000,0.265,0.024,0.000,0.222,0.604,0.804,0.082,0.067,0.222,0.592,0.000,0.014,0.816,0.052,0.268
model.000.19.pdb,0.035,0.055,0.612,0.034,0.011,0.197,0.064,0.000,0.160,0.490,0.750,0.141,0.121,0.160,0.571,0.000,0.000,0.760,0.063,0.187
