 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb,model.000.10.pdb,model.000.11.pdb,model.000.12.pdb,model.000.13.pdb,model.000.14.pdb,model.000.15.pdb,model.000.16.pdb,model.000.17.pdb,model.000.18.pdb,model.000.19.pdb
model.000.00.pdb,0.314,0.121,0.423,0.562,0.020,0.640,0.033,0.028,0.328,0.010,0.071,0.136,0.254,0.043,0.000,0.375,0.030,0.565,0.451,0.011
model.000.01.pdb,0.361,0.217,0.037,0.500,0.000,0.333,0.000,0.034,0.031,0.038,0.143,0.000,0.556,0.039,0.000,0.500,0.012,0.174,0.018,0.000
model.000.02.pdb,0.183,0.054,0.393,0.362,0.069,0.509,0.102,0.097,0.348,0.051,0.093,0.129,0.147,0.122,0.000,0.167,0.080,0.434,0.418,0.033
model.000.03.pdb,0.000,0.014,0.014,0.071,0.465,0.108,0.576,0.473,0.012,0.320,0.429,0.070,0.057,0.426,0.048,0.000,0.444,0.014,0.042,0.268
model.000.04.pdb,0.228,0.055,0.453,0.393,0.029,0.574,0.067,0.067,0.443,0.030,0.057,0.173,0.167,0.099,0.000,0.211,0.049,0.531,0.510,0.011
model.000.05.pdb,0.000,0.069,0.041,0.114,0.408,0.164,0.477,0.493,0.011,0.457,0.550,0.022,0.116,0.639,0.062,0.015,0.466,0.027,0.041,0.368
model.000.06.pdb,0.167,0.111,0.346,0.044,0.042,0.068,0.023,0.061,0.588,0.044,0.012,0.544,0.014,0.045,0.017,0.088,0.031,0.259,0.373,0.036
model.000.07.pdb,0.000,0.038,0.038,0.092,0.493,0.139,0.554,0.560,0.045,0.408,0.463,0.064,0.093,0.667,0.074,0.014,0.556,0.039,0.025,0.380
model.000.08.pdb,0.271,0.079,0.447,0.468,0.021,0.551,0.024,0.010,0.386,0.011,0.037,0.162,0.214,0.022,0.000,0.304,0.021,0.650,0.478,0.012
model.000.09.pdb,0.359,0.277,0.053,0.564,0.011,0.388,0.013,0.044,0.044,0.062,0.152,0.000,0.622,0.051,0.000,0.529,0.023,0.208,0.034,0.013
model.000.10.pdb,0.000,0.000,0.260,0.000,0.134,0.060,0.123,0.114,0.254,0.035,0.013,0.209,0.000,0.036,0.000,0.000,0.094,0.070,0.286,0.026
model.000.11.pdb,0.138,0.090,0.304,0.028,0.096,0.052,0.022,0.069,0.448,0.054,0.011,0.625,0.000,0.043,0.032,0.066,0.051,0.203,0.304,0.072
model.000.12.pdb,0.232,0.070,0.462,0.400,0.029,0.527,0.056,0.057,0.426,0.020,0.034,0.160,0.152,0.065,0.000,0.214,0.019,0.510,0.551,0.011
model.000.13.pdb,0.014,0.171,0.000,0.107,0.366,0.125,0.384,0.444,0.000,0.529,0.661,0.010,0.302,0.641,0.090,0.072,0.436,0.000,0.000,0.420
model.000.14.pdb,0.021,0.196,0.000,0.000,0.197,0.000,0.088,0.125,0.000,0.231,0.127,0.090,0.038,0.147,0.314,0.022,0.164,0.000,0.000,0.268
model.000.15.pdb,0.208,0.044,0.543,0.412,0.031,0.549,0.034,0.019,0.414,0.021,0.036,0.187,0.164,0.044,0.000,0.189,0.031,0.533,0.614,0.024
model.000.16.pdb,0.196,0.133,0.283,0.062,0.089,0.086,0.024,0.051,0.463,0.057,0.000,0.536,0.015,0.034,0.035,0.111,0.032,0.222,0.333,0.050
model.000.17.pdb,0.038,0.000,0.605,0.192,0.022,0.302,0.039,0.032,0.309,0.000,0.027,0.162,0.070,0.037,0.000,0.039,0.011,0.283,0.525,0.000
model.000.18.pdb,0.463,0.523,0.081,0.193,0.043,0.119,0.000,0.052,0.147,0.150,0.092,0.164,0.155,0.023,0.036,0.372,0.032,0.204,0.098,0.064
model.000.19.pdb,0.548,0.571,0.038,0.191,0.000,0.125,0.000,0.034,0.119,0.127,0.092,0.043,0.122,0.026,0.000,0.424,0.012,0.233,0.122,0.029
