 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb,model.000.10.pdb,model.000.11.pdb,model.000.12.pdb,model.000.13.pdb,model.000.14.pdb,model.000.15.pdb,model.000.16.pdb,model.000.17.pdb,model.000.18.pdb,model.000.19.pdb
model.000.00.pdb,0.301,0.034,0.035,0.607,0.533,0.012,0.013,0.000,0.014,0.347,0.094,0.026,0.000,0.299,0.011,0.514,0.316,0.063,0.012,0.014
model.000.01.pdb,0.078,0.127,0.101,0.012,0.096,0.183,0.153,0.148,0.476,0.090,0.227,0.097,0.289,0.086,0.203,0.032,0.095,0.180,0.268,0.000
model.000.02.pdb,0.024,0.673,0.696,0.023,0.000,0.622,0.400,0.143,0.123,0.024,0.186,0.556,0.200,0.059,0.612,0.031,0.044,0.233,0.352,0.333
model.000.03.pdb,0.406,0.044,0.047,0.695,0.403,0.012,0.025,0.027,0.000,0.456,0.044,0.038,0.000,0.397,0.022,0.657,0.413,0.075,0.037,0.027
model.000.04.pdb,0.471,0.010,0.022,0.411,0.492,0.000,0.049,0.145,0.129,0.478,0.077,0.000,0.056,0.419,0.022,0.390,0.434,0.023,0.011,0.026
model.000.05.pdb,0.046,0.275,0.254,0.133,0.023,0.254,0.041,0.000,0.029,0.057,0.534,0.246,0.015,0.055,0.181,0.094,0.075,0.739,0.612,0.029
model.000.06.pdb,0.534,0.036,0.051,0.243,0.246,0.013,0.121,0.259,0.153,0.468,0.036,0.000,0.085,0.516,0.078,0.256,0.485,0.000,0.000,0.153
model.000.07.pdb,0.278,0.000,0.000,0.462,0.712,0.000,0.013,0.014,0.060,0.288,0.169,0.000,0.015,0.293,0.000,0.342,0.278,0.038,0.000,0.014
model.000.08.pdb,0.022,0.233,0.194,0.103,0.071,0.246,0.040,0.000,0.059,0.022,0.685,0.200,0.046,0.021,0.176,0.070,0.030,0.745,0.558,0.014
model.000.09.pdb,0.025,0.580,0.562,0.024,0.000,0.628,0.396,0.173,0.173,0.037,0.176,0.457,0.267,0.048,0.583,0.032,0.034,0.224,0.346,0.245
model.000.10.pdb,0.043,0.808,0.698,0.053,0.000,0.604,0.344,0.086,0.086,0.042,0.173,0.673,0.125,0.097,0.517,0.121,0.093,0.211,0.308,0.382
model.000.11.pdb,0.609,0.113,0.106,0.425,0.271,0.031,0.116,0.154,0.047,0.614,0.009,0.079,0.036,0.634,0.082,0.543,0.690,0.031,0.000,0.154
model.000.12.pdb,0.603,0.096,0.111,0.446,0.326,0.050,0.159,0.200,0.079,0.608,0.085,0.020,0.082,0.627,0.121,0.456,0.680,0.050,0.050,0.185
model.000.13.pdb,0.011,0.216,0.178,0.116,0.059,0.246,0.026,0.000,0.059,0.056,0.655,0.200,0.046,0.021,0.160,0.081,0.041,0.745,0.558,0.014
model.000.14.pdb,0.037,0.509,0.462,0.036,0.000,0.420,0.153,0.000,0.000,0.049,0.141,0.619,0.000,0.048,0.262,0.128,0.045,0.180,0.224,0.216
model.000.15.pdb,0.344,0.000,0.000,0.391,0.694,0.000,0.000,0.048,0.066,0.333,0.105,0.000,0.017,0.300,0.000,0.370,0.301,0.014,0.000,0.000
model.000.16.pdb,0.162,0.027,0.014,0.065,0.188,0.047,0.123,0.184,0.487,0.157,0.100,0.016,0.286,0.151,0.123,0.069,0.143,0.030,0.063,0.000
model.000.17.pdb,0.068,0.820,0.851,0.054,0.000,0.673,0.362,0.106,0.090,0.067,0.179,0.549,0.150,0.100,0.544,0.091,0.073,0.239,0.323,0.377
model.000.18.pdb,0.446,0.072,0.087,0.719,0.387,0.056,0.034,0.049,0.024,0.535,0.094,0.057,0.000,0.436,0.052,0.658,0.468,0.116,0.056,0.049
model.000.19.pdb,0.011,0.260,0.222,0.089,0.057,0.297,0.096,0.042,0.121,0.054,0.632,0.231,0.094,0.020,0.219,0.058,0.040,0.680,0.627,0.028
