 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb,model.000.10.pdb,model.000.11.pdb,model.000.12.pdb,model.000.13.pdb,model.000.14.pdb,model.000.15.pdb,model.000.16.pdb,model.000.17.pdb,model.000.18.pdb,model.000.19.pdb
model.000.00.pdb,0.072,0.304,0.023,0.235,0.033,0.724,0.023,0.423,0.022,0.650,0.062,0.493,0.060,0.633,0.082,0.228,0.415,0.569,0.500,0.288
model.000.01.pdb,0.305,0.068,0.188,0.000,0.078,0.023,0.099,0.035,0.188,0.024,0.609,0.021,0.262,0.024,0.175,0.160,0.096,0.023,0.065,0.079
model.000.02.pdb,0.215,0.026,0.696,0.028,0.667,0.011,0.600,0.083,0.615,0.011,0.101,0.042,0.234,0.035,0.190,0.000,0.000,0.034,0.031,0.012
model.000.03.pdb,0.034,0.296,0.023,0.284,0.032,0.545,0.022,0.431,0.032,0.554,0.011,0.609,0.034,0.493,0.025,0.091,0.362,0.576,0.569,0.391
model.000.04.pdb,0.068,0.397,0.022,0.085,0.010,0.419,0.000,0.395,0.021,0.425,0.138,0.373,0.033,0.355,0.037,0.271,0.732,0.372,0.526,0.456
model.000.05.pdb,0.491,0.024,0.235,0.231,0.213,0.091,0.178,0.032,0.184,0.092,0.123,0.082,0.574,0.068,0.562,0.000,0.035,0.043,0.070,0.011
model.000.06.pdb,0.025,0.500,0.065,0.000,0.072,0.253,0.063,0.397,0.086,0.292,0.081,0.241,0.000,0.243,0.000,0.208,0.433,0.263,0.364,0.544
model.000.07.pdb,0.117,0.243,0.000,0.174,0.000,0.516,0.000,0.307,0.000,0.524,0.203,0.377,0.089,0.439,0.101,0.396,0.508,0.375,0.440,0.300
model.000.08.pdb,0.642,0.011,0.229,0.262,0.177,0.101,0.173,0.010,0.179,0.102,0.200,0.070,0.706,0.067,0.571,0.030,0.023,0.042,0.069,0.000
model.000.09.pdb,0.206,0.041,0.744,0.029,0.547,0.024,0.540,0.086,0.558,0.024,0.141,0.021,0.226,0.024,0.158,0.000,0.000,0.047,0.043,0.013
model.000.10.pdb,0.197,0.095,0.579,0.062,0.830,0.030,0.736,0.144,0.627,0.052,0.073,0.144,0.213,0.099,0.174,0.000,0.000,0.106,0.066,0.067
model.000.11.pdb,0.000,0.606,0.061,0.136,0.156,0.398,0.140,0.603,0.111,0.402,0.030,0.543,0.000,0.443,0.000,0.089,0.403,0.573,0.530,0.667
model.000.12.pdb,0.088,0.514,0.111,0.060,0.125,0.435,0.120,0.597,0.137,0.476,0.113,0.424,0.057,0.429,0.074,0.136,0.520,0.476,0.565,0.547
model.000.13.pdb,0.611,0.000,0.229,0.262,0.177,0.089,0.173,0.021,0.179,0.078,0.200,0.070,0.642,0.067,0.638,0.030,0.034,0.031,0.079,0.000
model.000.14.pdb,0.116,0.054,0.310,0.108,0.596,0.035,0.500,0.085,0.367,0.012,0.014,0.141,0.132,0.075,0.175,0.000,0.000,0.111,0.076,0.051
model.000.15.pdb,0.067,0.350,0.000,0.119,0.000,0.444,0.000,0.314,0.000,0.429,0.149,0.333,0.026,0.413,0.045,0.356,0.596,0.368,0.417,0.349
model.000.16.pdb,0.106,0.156,0.091,0.000,0.013,0.077,0.014,0.076,0.083,0.078,0.400,0.069,0.090,0.079,0.050,0.286,0.206,0.075,0.118,0.164
model.000.17.pdb,0.205,0.085,0.642,0.025,0.741,0.042,0.712,0.149,0.661,0.054,0.076,0.102,0.222,0.066,0.182,0.000,0.000,0.098,0.078,0.033
model.000.18.pdb,0.086,0.378,0.053,0.231,0.070,0.600,0.062,0.527,0.060,0.609,0.065,0.571,0.074,0.549,0.096,0.108,0.387,0.583,0.640,0.413
model.000.19.pdb,0.745,0.000,0.275,0.200,0.218,0.064,0.200,0.020,0.237,0.053,0.284,0.048,0.712,0.043,0.580,0.061,0.034,0.020,0.057,0.000
