 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb,model.000.10.pdb,model.000.11.pdb,model.000.12.pdb,model.000.13.pdb,model.000.14.pdb,model.000.15.pdb,model.000.16.pdb,model.000.17.pdb,model.000.18.pdb,model.000.19.pdb
model.000.00.pdb,0.000,0.415,0.000,0.091,0.317,0.090,0.000,0.200,0.039,0.000,0.193,0.024,0.562,0.273,0.000,0.259,0.157,0.000,0.190,0.133
model.000.01.pdb,0.000,0.182,0.063,0.082,0.196,0.053,0.075,0.053,0.000,0.075,0.056,0.152,0.326,0.085,0.038,0.071,0.082,0.085,0.056,0.014
model.000.02.pdb,0.241,0.226,0.012,0.254,0.052,0.231,0.000,0.519,0.429,0.014,0.500,0.011,0.056,0.540,0.000,0.442,0.320,0.027,0.583,0.471
model.000.03.pdb,0.000,0.784,0.037,0.013,0.632,0.013,0.012,0.333,0.151,0.043,0.357,0.082,0.487,0.368,0.012,0.407,0.031,0.147,0.283,0.288
model.000.04.pdb,0.155,0.022,0.606,0.135,0.011,0.158,0.589,0.038,0.034,0.437,0.040,0.458,0.000,0.019,0.632,0.019,0.043,0.338,0.029,0.050
model.000.05.pdb,0.056,0.622,0.070,0.036,0.468,0.035,0.011,0.500,0.214,0.067,0.509,0.100,0.327,0.491,0.023,0.537,0.057,0.181,0.400,0.456
model.000.06.pdb,0.132,0.024,0.661,0.032,0.026,0.053,0.544,0.077,0.053,0.569,0.068,0.486,0.000,0.055,0.613,0.044,0.012,0.391,0.044,0.080
model.000.07.pdb,0.109,0.031,0.608,0.096,0.067,0.085,0.512,0.065,0.056,0.551,0.058,0.595,0.022,0.067,0.526,0.048,0.052,0.455,0.047,0.078
model.000.08.pdb,0.279,0.188,0.011,0.406,0.043,0.379,0.010,0.452,0.246,0.000,0.433,0.010,0.097,0.517,0.011,0.410,0.426,0.011,0.500,0.387
model.000.09.pdb,0.034,0.011,0.453,0.051,0.062,0.050,0.500,0.010,0.000,0.386,0.031,0.526,0.025,0.030,0.493,0.020,0.022,0.437,0.010,0.031
model.000.10.pdb,0.037,0.080,0.408,0.011,0.185,0.011,0.342,0.056,0.027,0.517,0.058,0.646,0.090,0.045,0.347,0.046,0.000,0.576,0.011,0.071
model.000.11.pdb,0.250,0.064,0.062,0.644,0.000,0.661,0.072,0.198,0.130,0.023,0.177,0.058,0.014,0.203,0.076,0.148,0.527,0.022,0.221,0.163
model.000.12.pdb,0.000,0.327,0.037,0.000,0.605,0.000,0.036,0.129,0.071,0.043,0.119,0.197,0.357,0.132,0.025,0.154,0.000,0.242,0.101,0.103
model.000.13.pdb,0.034,0.048,0.551,0.052,0.091,0.062,0.473,0.085,0.037,0.462,0.077,0.606,0.026,0.075,0.486,0.065,0.023,0.562,0.042,0.089
model.000.14.pdb,0.000,0.000,0.119,0.129,0.000,0.109,0.262,0.000,0.000,0.068,0.000,0.051,0.000,0.000,0.241,0.000,0.036,0.062,0.000,0.000
model.000.15.pdb,0.000,0.541,0.000,0.044,0.432,0.043,0.000,0.183,0.061,0.000,0.175,0.037,0.633,0.211,0.000,0.241,0.074,0.045,0.172,0.117
model.000.16.pdb,0.102,0.022,0.583,0.079,0.034,0.122,0.657,0.038,0.011,0.417,0.040,0.476,0.000,0.029,0.632,0.029,0.011,0.408,0.010,0.050
model.000.17.pdb,0.066,0.465,0.000,0.132,0.204,0.147,0.012,0.481,0.184,0.014,0.490,0.000,0.310,0.562,0.013,0.553,0.208,0.027,0.451,0.404
model.000.18.pdb,0.264,0.250,0.024,0.234,0.034,0.212,0.000,0.612,0.395,0.014,0.596,0.011,0.096,0.540,0.000,0.531,0.320,0.000,0.652,0.500
model.000.19.pdb,0.037,0.013,0.429,0.118,0.013,0.116,0.672,0.011,0.000,0.294,0.022,0.338,0.000,0.011,0.644,0.011,0.025,0.329,0.000,0.022
