 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb,model.000.10.pdb,model.000.11.pdb,model.000.12.pdb,model.000.13.pdb,model.000.14.pdb,model.000.15.pdb,model.000.16.pdb,model.000.17.pdb,model.000.18.pdb,model.000.19.pdb
model.000.00.pdb,1.000,0.057,0.072,0.456,0.292,0.024,0.125,0.230,0.087,0.750,0.011,0.025,0.076,0.656,0.084,0.429,0.667,0.024,0.012,0.119
model.000.01.pdb,0.057,1.000,0.792,0.055,0.000,0.653,0.368,0.091,0.108,0.056,0.182,0.592,0.133,0.101,0.554,0.103,0.085,0.242,0.328,0.358
model.000.02.pdb,0.072,0.792,1.000,0.057,0.000,0.638,0.370,0.097,0.079,0.071,0.145,0.609,0.123,0.106,0.537,0.084,0.077,0.200,0.283,0.360
model.000.03.pdb,0.456,0.055,0.057,1.000,0.412,0.012,0.037,0.054,0.000,0.485,0.078,0.037,0.000,0.444,0.033,0.638,0.459,0.073,0.036,0.068
model.000.04.pdb,0.292,0.000,0.000,0.412,1.000,0.000,0.013,0.043,0.043,0.301,0.123,0.000,0.000,0.273,0.000,0.408,0.259,0.025,0.000,0.014
model.000.05.pdb,0.024,0.653,0.638,0.012,0.000,1.000,0.327,0.105,0.145,0.036,0.206,0.605,0.180,0.023,0.500,0.021,0.011,0.259,0.385,0.235
model.000.06.pdb,0.125,0.368,0.370,0.037,0.013,0.327,1.000,0.429,0.250,0.078,0.013,0.222,0.400,0.147,0.630,0.044,0.111,0.029,0.113,0.500
model.000.07.pdb,0.230,0.091,0.097,0.054,0.043,0.105,0.429,1.000,0.350,0.167,0.000,0.034,0.562,0.159,0.327,0.047,0.151,0.000,0.033,0.227
model.000.08.pdb,0.087,0.108,0.079,0.000,0.043,0.145,0.250,0.350,1.000,0.055,0.074,0.053,0.613,0.039,0.255,0.023,0.050,0.049,0.125,0.059
model.000.09.pdb,0.750,0.056,0.071,0.485,0.301,0.036,0.078,0.167,0.055,1.000,0.032,0.037,0.028,0.661,0.045,0.455,0.726,0.024,0.024,0.069
model.000.10.pdb,0.011,0.182,0.145,0.078,0.123,0.206,0.013,0.000,0.074,0.032,1.000,0.162,0.045,0.021,0.143,0.038,0.040,0.627,0.491,0.000
model.000.11.pdb,0.025,0.592,0.609,0.037,0.000,0.605,0.222,0.034,0.053,0.037,0.162,1.000,0.057,0.012,0.364,0.067,0.011,0.207,0.327,0.176
model.000.12.pdb,0.076,0.133,0.123,0.000,0.000,0.180,0.400,0.562,0.613,0.028,0.045,0.057,1.000,0.041,0.383,0.000,0.026,0.034,0.113,0.163
model.000.13.pdb,0.656,0.101,0.106,0.444,0.273,0.023,0.147,0.159,0.039,0.661,0.021,0.012,0.041,1.000,0.118,0.494,0.803,0.023,0.023,0.176
model.000.14.pdb,0.084,0.554,0.537,0.033,0.000,0.500,0.630,0.327,0.255,0.045,0.143,0.364,0.383,0.118,1.000,0.051,0.076,0.179,0.258,0.380
model.000.15.pdb,0.429,0.103,0.084,0.638,0.408,0.021,0.044,0.047,0.023,0.455,0.038,0.067,0.000,0.494,0.051,1.000,0.506,0.042,0.032,0.099
model.000.16.pdb,0.667,0.085,0.077,0.459,0.259,0.011,0.111,0.151,0.050,0.726,0.040,0.011,0.026,0.803,0.076,0.506,1.000,0.033,0.033,0.135
model.000.17.pdb,0.024,0.242,0.200,0.073,0.025,0.259,0.029,0.000,0.049,0.024,0.627,0.207,0.034,0.023,0.179,0.042,0.033,1.000,0.622,0.016
model.000.18.pdb,0.012,0.328,0.283,0.036,0.000,0.385,0.113,0.033,0.125,0.024,0.491,0.327,0.113,0.023,0.258,0.032,0.033,0.622,1.000,0.033
model.000.19.pdb,0.119,0.358,0.360,0.068,0.014,0.235,0.500,0.227,0.059,0.069,0.000,0.176,0.163,0.176,0.380,0.099,0.135,0.016,0.033,1.000
