 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb,model.000.10.pdb,model.000.11.pdb,model.000.12.pdb,model.000.13.pdb,model.000.14.pdb,model.000.15.pdb,model.000.16.pdb,model.000.17.pdb,model.000.18.pdb,model.000.19.pdb
model.000.00.pdb,0.141,0.014,0.211,0.000,0.000,0.130,0.145,0.046,0.000,0.123,0.262,0.215,0.000,0.190,0.037,0.113,0.097,0.082,0.013,0.136
model.000.01.pdb,0.340,0.000,0.136,0.235,0.000,0.545,0.408,0.023,0.033,0.543,0.081,0.069,0.000,0.404,0.012,0.453,0.435,0.488,0.000,0.047
model.000.02.pdb,0.000,0.422,0.000,0.051,0.324,0.051,0.086,0.479,0.188,0.011,0.042,0.455,0.213,0.082,0.423,0.032,0.104,0.012,0.357,0.514
model.000.03.pdb,0.232,0.132,0.500,0.085,0.049,0.125,0.037,0.120,0.085,0.164,0.679,0.000,0.131,0.101,0.067,0.182,0.000,0.147,0.169,0.030
model.000.04.pdb,0.175,0.000,0.033,0.204,0.063,0.328,0.226,0.049,0.054,0.288,0.027,0.177,0.020,0.211,0.000,0.217,0.476,0.224,0.000,0.089
model.000.05.pdb,0.229,0.074,0.464,0.068,0.024,0.136,0.037,0.118,0.026,0.147,0.696,0.034,0.061,0.114,0.066,0.195,0.000,0.145,0.123,0.040
model.000.06.pdb,0.000,0.500,0.000,0.050,0.353,0.010,0.011,0.618,0.217,0.011,0.052,0.195,0.246,0.011,0.635,0.043,0.024,0.024,0.565,0.442
model.000.07.pdb,0.441,0.000,0.328,0.069,0.000,0.623,0.660,0.020,0.000,0.574,0.221,0.152,0.000,0.740,0.011,0.542,0.379,0.472,0.000,0.061
model.000.08.pdb,0.222,0.000,0.170,0.018,0.000,0.290,0.362,0.000,0.000,0.294,0.136,0.161,0.000,0.447,0.000,0.241,0.271,0.157,0.000,0.062
model.000.09.pdb,0.000,0.254,0.000,0.045,0.219,0.045,0.086,0.352,0.129,0.013,0.012,0.474,0.192,0.081,0.369,0.024,0.090,0.014,0.203,0.540
model.000.10.pdb,0.397,0.000,0.305,0.074,0.000,0.638,0.681,0.031,0.000,0.588,0.200,0.130,0.000,0.694,0.011,0.526,0.382,0.480,0.000,0.053
model.000.11.pdb,0.000,0.324,0.000,0.113,0.426,0.057,0.056,0.456,0.203,0.000,0.029,0.493,0.174,0.053,0.421,0.040,0.122,0.011,0.308,0.681
model.000.12.pdb,0.312,0.000,0.093,0.375,0.050,0.283,0.130,0.025,0.058,0.312,0.075,0.062,0.000,0.161,0.014,0.211,0.289,0.366,0.000,0.051
model.000.13.pdb,0.482,0.000,0.362,0.103,0.000,0.702,0.620,0.020,0.000,0.537,0.243,0.099,0.000,0.667,0.011,0.648,0.322,0.490,0.000,0.020
model.000.14.pdb,0.000,0.492,0.000,0.026,0.318,0.020,0.024,0.667,0.179,0.012,0.055,0.224,0.246,0.023,0.607,0.045,0.038,0.026,0.508,0.395
model.000.15.pdb,0.446,0.000,0.262,0.106,0.000,0.667,0.646,0.021,0.000,0.620,0.184,0.115,0.000,0.729,0.011,0.582,0.382,0.510,0.000,0.042
model.000.16.pdb,0.333,0.014,0.581,0.103,0.000,0.162,0.045,0.047,0.000,0.220,0.620,0.000,0.018,0.138,0.025,0.200,0.000,0.204,0.069,0.011
model.000.17.pdb,0.000,0.273,0.000,0.071,0.339,0.090,0.125,0.403,0.154,0.051,0.000,0.483,0.218,0.118,0.324,0.085,0.219,0.013,0.222,0.545
model.000.18.pdb,0.464,0.000,0.345,0.072,0.000,0.600,0.600,0.010,0.000,0.547,0.230,0.114,0.000,0.615,0.000,0.544,0.305,0.442,0.000,0.052
model.000.19.pdb,0.328,0.012,0.242,0.028,0.000,0.557,0.681,0.031,0.000,0.473,0.154,0.176,0.000,0.694,0.022,0.475,0.382,0.396,0.000,0.075
