 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb,model.000.10.pdb,model.000.11.pdb,model.000.12.pdb,model.000.13.pdb,model.000.14.pdb,model.000.15.pdb,model.000.16.pdb,model.000.17.pdb,model.000.18.pdb,model.000.19.pdb,model.000.20.pdb,model.000.21.pdb,model.000.22.pdb,model.000.23.pdb,model.000.24.pdb,model.000.25.pdb,model.000.26.pdb,model.000.27.pdb,model.000.28.pdb,model.000.29.pdb
model.000.00.pdb,0.063,0.092,0.000,0.435,0.017,0.000,0.000,0.000,0.388,0.288,0.180,0.015,0.255,0.182,0.014,0.000,0.000,0.000,0.000,0.085,0.062,0.000,0.000,0.278,0.043,0.000,0.533,0.286,0.209,0.098
model.000.01.pdb,0.000,0.000,0.177,0.000,0.094,0.131,0.043,0.409,0.000,0.000,0.000,0.067,0.000,0.000,0.172,0.161,0.210,0.489,0.217,0.000,0.000,0.109,0.148,0.000,0.296,0.086,0.000,0.000,0.000,0.121
model.000.02.pdb,0.228,0.049,0.418,0.000,0.145,0.156,0.083,0.457,0.000,0.000,0.027,0.278,0.000,0.038,0.377,0.273,0.600,0.263,0.560,0.081,0.127,0.048,0.471,0.000,0.071,0.193,0.000,0.000,0.050,0.000
model.000.03.pdb,0.000,0.000,0.175,0.000,0.093,0.111,0.042,0.400,0.000,0.000,0.000,0.066,0.000,0.000,0.169,0.158,0.206,0.417,0.233,0.000,0.000,0.069,0.145,0.000,0.291,0.085,0.000,0.000,0.000,0.158
model.000.04.pdb,0.109,0.013,0.190,0.000,0.038,0.354,0.190,0.381,0.000,0.000,0.000,0.132,0.000,0.000,0.164,0.488,0.291,0.465,0.278,0.014,0.051,0.140,0.200,0.000,0.119,0.372,0.000,0.000,0.000,0.017
model.000.05.pdb,0.115,0.105,0.070,0.634,0.089,0.000,0.000,0.000,0.380,0.308,0.217,0.063,0.275,0.274,0.076,0.000,0.000,0.000,0.000,0.130,0.131,0.000,0.043,0.273,0.014,0.000,0.556,0.259,0.242,0.030
model.000.06.pdb,0.071,0.056,0.172,0.000,0.039,0.455,0.308,0.267,0.000,0.000,0.000,0.093,0.000,0.000,0.125,0.667,0.273,0.265,0.259,0.061,0.052,0.098,0.204,0.000,0.048,0.611,0.000,0.000,0.000,0.000
model.000.07.pdb,0.032,0.025,0.141,0.000,0.018,0.353,0.237,0.319,0.000,0.000,0.000,0.032,0.000,0.000,0.115,0.477,0.230,0.595,0.217,0.014,0.031,0.173,0.129,0.000,0.186,0.370,0.000,0.000,0.000,0.032
model.000.08.pdb,0.000,0.000,0.000,0.000,0.000,0.119,0.129,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.029,0.000,0.197,0.000,0.000,0.000,0.426,0.000,0.000,0.617,0.030,0.058,0.000,0.000,0.690
model.000.09.pdb,0.000,0.000,0.051,0.088,0.030,0.026,0.000,0.091,0.027,0.027,0.000,0.014,0.029,0.000,0.040,0.014,0.012,0.185,0.037,0.000,0.000,0.127,0.026,0.013,0.455,0.014,0.149,0.026,0.011,0.316
model.000.10.pdb,0.083,0.133,0.036,0.000,0.000,0.464,0.564,0.087,0.000,0.000,0.037,0.055,0.000,0.035,0.013,0.418,0.114,0.143,0.089,0.114,0.082,0.138,0.051,0.000,0.037,0.520,0.000,0.000,0.022,0.000
model.000.11.pdb,0.226,0.045,0.556,0.000,0.278,0.127,0.050,0.622,0.000,0.000,0.025,0.389,0.000,0.061,0.491,0.188,0.654,0.219,0.647,0.089,0.132,0.014,0.528,0.000,0.066,0.121,0.000,0.000,0.071,0.000
model.000.12.pdb,0.306,0.212,0.125,0.500,0.213,0.000,0.000,0.000,0.300,0.231,0.327,0.167,0.326,0.442,0.175,0.000,0.072,0.000,0.043,0.298,0.327,0.000,0.113,0.375,0.000,0.000,0.347,0.278,0.418,0.000
model.000.13.pdb,0.066,0.125,0.000,0.488,0.018,0.000,0.000,0.000,0.571,0.444,0.296,0.016,0.378,0.246,0.015,0.000,0.000,0.000,0.000,0.119,0.065,0.000,0.000,0.367,0.014,0.000,0.489,0.458,0.254,0.048
model.000.14.pdb,0.076,0.160,0.039,0.000,0.000,0.471,0.580,0.097,0.000,0.000,0.027,0.045,0.000,0.025,0.014,0.420,0.110,0.106,0.097,0.141,0.075,0.117,0.056,0.000,0.041,0.533,0.000,0.000,0.012,0.044
model.000.15.pdb,0.129,0.483,0.000,0.030,0.000,0.042,0.130,0.000,0.127,0.207,0.230,0.015,0.218,0.227,0.000,0.061,0.026,0.000,0.013,0.404,0.246,0.000,0.000,0.241,0.000,0.062,0.000,0.230,0.254,0.000
model.000.16.pdb,0.034,0.000,0.283,0.035,0.262,0.000,0.000,0.267,0.000,0.000,0.000,0.204,0.000,0.000,0.286,0.000,0.186,0.088,0.214,0.000,0.000,0.000,0.226,0.000,0.140,0.000,0.051,0.000,0.014,0.091
model.000.17.pdb,0.326,0.123,0.275,0.273,0.429,0.000,0.000,0.080,0.094,0.056,0.192,0.333,0.125,0.259,0.333,0.000,0.136,0.000,0.121,0.218,0.261,0.000,0.265,0.157,0.000,0.000,0.180,0.069,0.246,0.000
model.000.18.pdb,0.197,0.035,0.558,0.014,0.320,0.132,0.080,0.591,0.000,0.000,0.040,0.412,0.000,0.050,0.520,0.237,0.596,0.210,0.558,0.078,0.121,0.015,0.560,0.000,0.054,0.164,0.014,0.000,0.061,0.000
model.000.19.pdb,0.352,0.391,0.141,0.286,0.179,0.000,0.000,0.014,0.451,0.460,0.529,0.180,0.556,0.615,0.169,0.000,0.107,0.000,0.080,0.482,0.480,0.000,0.099,0.596,0.000,0.000,0.136,0.472,0.776,0.000
model.000.20.pdb,0.291,0.243,0.129,0.458,0.185,0.000,0.000,0.015,0.385,0.315,0.462,0.148,0.360,0.577,0.156,0.000,0.066,0.000,0.053,0.306,0.309,0.000,0.101,0.404,0.000,0.000,0.237,0.333,0.518,0.000
model.000.21.pdb,0.000,0.000,0.224,0.000,0.143,0.117,0.044,0.500,0.000,0.000,0.000,0.107,0.000,0.000,0.222,0.167,0.237,0.383,0.268,0.000,0.000,0.054,0.193,0.000,0.172,0.089,0.016,0.000,0.000,0.033
model.000.22.pdb,0.193,0.037,0.520,0.000,0.326,0.161,0.101,0.477,0.000,0.000,0.028,0.426,0.000,0.039,0.449,0.259,0.696,0.129,0.727,0.068,0.113,0.000,0.490,0.000,0.000,0.200,0.000,0.000,0.051,0.000
model.000.23.pdb,0.000,0.000,0.000,0.113,0.000,0.000,0.000,0.000,0.044,0.045,0.000,0.000,0.047,0.013,0.000,0.000,0.000,0.043,0.026,0.000,0.000,0.065,0.000,0.029,0.316,0.000,0.286,0.042,0.024,0.373
model.000.24.pdb,0.190,0.338,0.064,0.014,0.015,0.295,0.361,0.043,0.013,0.042,0.127,0.088,0.043,0.132,0.068,0.293,0.133,0.055,0.107,0.308,0.206,0.029,0.053,0.069,0.000,0.377,0.000,0.067,0.141,0.000
