 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb,model.000.10.pdb,model.000.11.pdb,model.000.12.pdb,model.000.13.pdb,model.000.14.pdb,model.000.15.pdb,model.000.16.pdb,model.000.17.pdb,model.000.18.pdb,model.000.19.pdb,model.000.20.pdb,model.000.21.pdb,model.000.22.pdb,model.000.23.pdb,model.000.24.pdb,model.000.25.pdb,model.000.26.pdb,model.000.27.pdb,model.000.28.pdb,model.000.29.pdb
model.000.00.pdb,0.000,0.278,0.049,0.237,0.086,0.000,0.367,0.108,0.000,0.062,0.031,0.452,0.186,0.224,0.346,0.098,0.000,0.000,0.083,0.032,0.304,0.340,0.000,0.000,0.250,0.061,0.000,0.000,0.000,0.000
model.000.01.pdb,0.288,0.000,0.000,0.000,0.147,0.511,0.000,0.050,0.400,0.076,0.000,0.000,0.014,0.000,0.000,0.078,0.373,0.320,0.031,0.000,0.000,0.000,0.125,0.280,0.000,0.043,0.404,0.107,0.412,0.340
model.000.02.pdb,0.037,0.538,0.210,0.037,0.074,0.013,0.147,0.274,0.024,0.081,0.279,0.161,0.038,0.577,0.125,0.026,0.026,0.000,0.206,0.288,0.105,0.114,0.000,0.028,0.066,0.066,0.012,0.000,0.025,0.026
model.000.03.pdb,0.027,0.129,0.000,0.423,0.100,0.000,0.283,0.092,0.013,0.014,0.000,0.476,0.392,0.108,0.449,0.097,0.000,0.000,0.031,0.000,0.423,0.545,0.016,0.000,0.315,0.076,0.000,0.109,0.000,0.000
model.000.04.pdb,0.293,0.000,0.000,0.057,0.185,0.400,0.000,0.064,0.520,0.029,0.000,0.000,0.092,0.000,0.014,0.046,0.278,0.250,0.000,0.000,0.014,0.015,0.216,0.212,0.000,0.014,0.440,0.298,0.511,0.296
model.000.05.pdb,0.000,0.061,0.000,0.233,0.000,0.000,0.259,0.000,0.000,0.061,0.000,0.148,0.291,0.059,0.145,0.214,0.000,0.083,0.031,0.000,0.156,0.236,0.240,0.000,0.690,0.164,0.000,0.070,0.000,0.000
model.000.06.pdb,0.000,0.092,0.015,0.230,0.000,0.000,0.327,0.000,0.000,0.092,0.000,0.145,0.263,0.090,0.143,0.255,0.000,0.031,0.047,0.000,0.154,0.255,0.167,0.000,0.756,0.220,0.000,0.051,0.000,0.000
model.000.07.pdb,0.141,0.041,0.224,0.000,0.051,0.267,0.014,0.000,0.171,0.118,0.213,0.000,0.000,0.054,0.000,0.028,0.316,0.145,0.143,0.200,0.000,0.000,0.030,0.169,0.000,0.085,0.147,0.000,0.203,0.206
model.000.08.pdb,0.000,0.136,0.029,0.234,0.012,0.000,0.327,0.011,0.000,0.136,0.014,0.196,0.267,0.116,0.188,0.259,0.000,0.029,0.060,0.014,0.197,0.259,0.136,0.000,0.689,0.206,0.000,0.031,0.000,0.000
model.000.09.pdb,0.554,0.000,0.000,0.075,0.413,0.547,0.000,0.218,0.833,0.000,0.000,0.014,0.137,0.000,0.051,0.000,0.473,0.132,0.000,0.000,0.036,0.039,0.213,0.500,0.000,0.000,0.714,0.327,0.694,0.491
model.000.10.pdb,0.000,0.210,0.273,0.000,0.000,0.000,0.404,0.000,0.000,0.596,0.197,0.000,0.000,0.222,0.000,0.587,0.000,0.129,0.420,0.203,0.000,0.000,0.081,0.000,0.333,0.727,0.000,0.000,0.000,0.000
model.000.11.pdb,0.000,0.262,0.132,0.103,0.011,0.000,0.509,0.022,0.000,0.302,0.096,0.121,0.107,0.235,0.107,0.429,0.000,0.085,0.219,0.083,0.103,0.143,0.057,0.000,0.509,0.383,0.000,0.000,0.000,0.000
model.000.12.pdb,0.000,0.156,0.131,0.130,0.000,0.000,0.469,0.000,0.000,0.233,0.059,0.138,0.119,0.152,0.119,0.358,0.000,0.062,0.167,0.061,0.114,0.143,0.065,0.000,0.596,0.316,0.000,0.000,0.000,0.000
model.000.13.pdb,0.014,0.167,0.000,0.321,0.100,0.000,0.308,0.122,0.000,0.014,0.000,0.512,0.315,0.125,0.420,0.115,0.000,0.000,0.031,0.000,0.423,0.478,0.016,0.000,0.340,0.092,0.000,0.034,0.000,0.000
model.000.14.pdb,0.000,0.388,0.050,0.200,0.071,0.000,0.435,0.110,0.000,0.062,0.065,0.429,0.190,0.273,0.327,0.065,0.000,0.000,0.085,0.032,0.286,0.320,0.000,0.000,0.232,0.030,0.000,0.000,0.000,0.000
model.000.15.pdb,0.214,0.127,0.103,0.000,0.243,0.159,0.000,0.409,0.147,0.000,0.219,0.075,0.000,0.139,0.080,0.000,0.234,0.000,0.041,0.206,0.037,0.013,0.000,0.259,0.000,0.000,0.188,0.000,0.174,0.212
model.000.16.pdb,0.439,0.000,0.000,0.110,0.400,0.351,0.000,0.268,0.537,0.000,0.000,0.062,0.147,0.000,0.147,0.000,0.288,0.108,0.000,0.000,0.110,0.071,0.169,0.273,0.000,0.000,0.519,0.360,0.472,0.328
