 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb,model.000.10.pdb,model.000.11.pdb,model.000.12.pdb,model.000.13.pdb,model.000.14.pdb,model.000.15.pdb,model.000.16.pdb,model.000.17.pdb,model.000.18.pdb,model.000.19.pdb,model.000.20.pdb,model.000.21.pdb,model.000.22.pdb,model.000.23.pdb,model.000.24.pdb,model.000.25.pdb,model.000.26.pdb,model.000.27.pdb,model.000.28.pdb,model.000.29.pdb
model.000.00.pdb,0.538,0.172,0.578,0.480,0.644,0.157,0.254,0.203,0.092,0.152,0.188,0.092,0.109,0.027,0.000,0.111,0.500,0.786,0.041,0.309,0.155,0.068,0.183,0.500,0.042,0.283,0.460,0.156,0.086,0.000
model.000.01.pdb,0.000,0.310,0.000,0.014,0.027,0.519,0.000,0.263,0.000,0.351,0.375,0.469,0.161,0.560,0.238,0.558,0.086,0.000,0.604,0.177,0.482,0.612,0.014,0.013,0.596,0.000,0.000,0.000,0.510,0.389
model.000.02.pdb,0.490,0.109,0.523,0.591,0.522,0.100,0.321,0.136,0.015,0.091,0.125,0.047,0.241,0.014,0.000,0.056,0.392,0.651,0.014,0.214,0.099,0.028,0.396,0.578,0.014,0.460,0.605,0.045,0.029,0.000
model.000.03.pdb,0.429,0.000,0.315,0.254,0.194,0.000,0.609,0.000,0.365,0.000,0.000,0.000,0.060,0.000,0.000,0.000,0.071,0.190,0.000,0.014,0.000,0.000,0.183,0.250,0.000,0.481,0.352,0.321,0.000,0.000
model.000.04.pdb,0.463,0.194,0.522,0.553,0.521,0.176,0.281,0.228,0.014,0.172,0.210,0.111,0.186,0.027,0.000,0.113,0.510,0.682,0.042,0.315,0.174,0.069,0.321,0.574,0.058,0.382,0.532,0.043,0.103,0.014
model.000.05.pdb,0.259,0.417,0.333,0.340,0.367,0.370,0.098,0.455,0.000,0.380,0.438,0.280,0.067,0.094,0.000,0.259,0.744,0.360,0.150,0.625,0.364,0.203,0.103,0.333,0.136,0.111,0.245,0.015,0.278,0.063
model.000.06.pdb,0.466,0.143,0.407,0.681,0.519,0.117,0.411,0.152,0.056,0.110,0.141,0.070,0.267,0.051,0.000,0.133,0.379,0.509,0.066,0.222,0.160,0.092,0.407,0.778,0.082,0.547,0.500,0.082,0.110,0.000
model.000.07.pdb,0.407,0.000,0.288,0.273,0.167,0.000,0.628,0.000,0.314,0.000,0.000,0.000,0.063,0.000,0.000,0.000,0.060,0.164,0.000,0.015,0.000,0.000,0.196,0.268,0.000,0.521,0.353,0.273,0.000,0.000
model.000.08.pdb,0.415,0.029,0.347,0.169,0.302,0.027,0.380,0.065,0.435,0.044,0.044,0.015,0.000,0.000,0.000,0.014,0.148,0.296,0.000,0.098,0.027,0.014,0.015,0.167,0.000,0.241,0.308,0.468,0.000,0.000
model.000.09.pdb,0.431,0.000,0.298,0.283,0.185,0.000,0.638,0.000,0.345,0.000,0.000,0.000,0.057,0.000,0.000,0.000,0.068,0.182,0.000,0.014,0.000,0.000,0.156,0.279,0.000,0.481,0.357,0.305,0.000,0.000
model.000.10.pdb,0.127,0.744,0.145,0.175,0.194,0.653,0.014,0.732,0.000,0.652,0.652,0.543,0.145,0.351,0.085,0.600,0.442,0.154,0.462,0.636,0.640,0.529,0.060,0.172,0.423,0.027,0.090,0.000,0.617,0.175
model.000.11.pdb,0.108,0.069,0.074,0.246,0.118,0.051,0.118,0.043,0.014,0.083,0.026,0.000,0.553,0.097,0.013,0.051,0.100,0.167,0.130,0.057,0.063,0.067,0.659,0.262,0.086,0.254,0.154,0.013,0.040,0.000
