 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb,model.000.10.pdb,model.000.11.pdb,model.000.12.pdb,model.000.13.pdb,model.000.14.pdb,model.000.15.pdb,model.000.16.pdb,model.000.17.pdb,model.000.18.pdb,model.000.19.pdb,model.000.20.pdb,model.000.21.pdb,model.000.22.pdb,model.000.23.pdb,model.000.24.pdb,model.000.25.pdb,model.000.26.pdb,model.000.27.pdb,model.000.28.pdb,model.000.29.pdb
model.000.00.pdb,0.609,0.014,0.667,0.276,0.659,0.288,0.681,0.273,0.232,0.283,0.104,0.246,0.250,0.000,0.587,0.027,0.000,0.081,0.449,0.071,0.014,0.076,0.065,0.365,0.000,0.148,0.551,0.016,0.241,0.172
model.000.01.pdb,0.286,0.123,0.204,0.033,0.319,0.556,0.308,0.035,0.055,0.048,0.500,0.083,0.032,0.017,0.292,0.164,0.000,0.018,0.111,0.333,0.164,0.395,0.291,0.111,0.016,0.513,0.161,0.000,0.017,0.036
model.000.02.pdb,0.185,0.345,0.159,0.000,0.226,0.458,0.155,0.000,0.043,0.000,0.674,0.039,0.000,0.103,0.188,0.258,0.000,0.000,0.042,0.625,0.300,0.762,0.635,0.057,0.167,0.698,0.082,0.000,0.000,0.014
model.000.03.pdb,0.429,0.013,0.652,0.333,0.580,0.237,0.735,0.357,0.210,0.339,0.096,0.323,0.350,0.000,0.549,0.038,0.030,0.090,0.540,0.066,0.038,0.069,0.073,0.400,0.000,0.118,0.608,0.061,0.345,0.254
model.000.04.pdb,0.434,0.000,0.600,0.382,0.500,0.211,0.588,0.412,0.268,0.411,0.086,0.200,0.375,0.000,0.630,0.013,0.016,0.131,0.377,0.055,0.013,0.058,0.050,0.304,0.000,0.143,0.560,0.048,0.321,0.111
model.000.05.pdb,0.560,0.000,0.682,0.300,0.638,0.291,0.627,0.298,0.259,0.328,0.114,0.194,0.295,0.000,0.604,0.013,0.000,0.109,0.389,0.082,0.000,0.087,0.075,0.316,0.000,0.156,0.538,0.015,0.267,0.143
model.000.06.pdb,0.380,0.094,0.300,0.030,0.417,0.824,0.298,0.032,0.103,0.043,0.500,0.076,0.029,0.000,0.388,0.111,0.000,0.016,0.100,0.373,0.111,0.500,0.328,0.100,0.000,0.711,0.145,0.000,0.015,0.016
model.000.07.pdb,0.014,0.370,0.062,0.000,0.059,0.048,0.083,0.000,0.000,0.000,0.197,0.271,0.000,0.000,0.043,0.609,0.000,0.000,0.207,0.156,0.542,0.094,0.328,0.207,0.141,0.113,0.172,0.000,0.000,0.314
model.000.08.pdb,0.147,0.386,0.104,0.000,0.185,0.392,0.122,0.000,0.028,0.000,0.625,0.039,0.000,0.101,0.149,0.274,0.000,0.014,0.027,0.756,0.339,0.786,0.623,0.027,0.219,0.574,0.039,0.000,0.000,0.000
model.000.09.pdb,0.351,0.000,0.431,0.571,0.357,0.148,0.439,0.587,0.412,0.600,0.027,0.145,0.560,0.000,0.434,0.000,0.100,0.167,0.298,0.013,0.000,0.014,0.024,0.276,0.000,0.074,0.463,0.136,0.471,0.109
model.000.10.pdb,0.139,0.542,0.103,0.000,0.171,0.339,0.159,0.000,0.024,0.000,0.579,0.095,0.000,0.114,0.156,0.400,0.000,0.000,0.061,0.655,0.492,0.611,0.690,0.074,0.268,0.536,0.095,0.000,0.000,0.063
