 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb,model.000.10.pdb,model.000.11.pdb,model.000.12.pdb,model.000.13.pdb,model.000.14.pdb,model.000.15.pdb,model.000.16.pdb,model.000.17.pdb,model.000.18.pdb,model.000.19.pdb,model.000.20.pdb,model.000.21.pdb,model.000.22.pdb,model.000.23.pdb,model.000.24.pdb,model.000.25.pdb,model.000.26.pdb,model.000.27.pdb,model.000.28.pdb,model.000.29.pdb
model.000.00.pdb,0.000,0.175,0.197,0.154,0.400,0.000,0.408,0.370,0.143,0.024,0.426,0.164,0.000,0.000,0.429,0.039,0.000,0.000,0.155,0.000,0.000,0.161,0.167,0.000,0.254,0.414,0.273,0.457,0.011,0.164
model.000.01.pdb,0.203,0.000,0.036,0.000,0.000,0.254,0.000,0.000,0.000,0.011,0.022,0.057,0.429,0.286,0.024,0.229,0.013,0.237,0.047,0.679,0.526,0.000,0.037,0.024,0.138,0.011,0.000,0.000,0.042,0.076
model.000.02.pdb,0.000,0.571,0.365,0.457,0.476,0.000,0.356,0.650,0.108,0.134,0.145,0.328,0.000,0.000,0.091,0.000,0.151,0.000,0.321,0.000,0.000,0.524,0.211,0.000,0.056,0.088,0.442,0.311,0.024,0.228
model.000.03.pdb,0.053,0.418,0.153,0.436,0.194,0.013,0.090,0.279,0.500,0.517,0.071,0.171,0.000,0.026,0.050,0.000,0.197,0.000,0.132,0.000,0.000,0.310,0.080,0.339,0.011,0.049,0.175,0.127,0.329,0.065
model.000.04.pdb,0.045,0.136,0.059,0.097,0.125,0.000,0.069,0.155,0.521,0.203,0.111,0.026,0.000,0.000,0.106,0.000,0.016,0.000,0.027,0.000,0.000,0.066,0.000,0.125,0.027,0.250,0.068,0.132,0.117,0.000
model.000.05.pdb,0.000,0.532,0.262,0.521,0.333,0.000,0.196,0.469,0.279,0.281,0.090,0.239,0.000,0.000,0.099,0.000,0.155,0.000,0.212,0.000,0.000,0.458,0.136,0.116,0.025,0.111,0.308,0.226,0.138,0.134
model.000.06.pdb,0.273,0.000,0.028,0.000,0.000,0.479,0.000,0.000,0.000,0.083,0.000,0.039,0.634,0.236,0.000,0.028,0.068,0.500,0.086,0.333,0.480,0.000,0.060,0.106,0.026,0.000,0.000,0.000,0.176,0.075
model.000.07.pdb,0.000,0.353,0.175,0.296,0.327,0.000,0.208,0.468,0.271,0.197,0.155,0.143,0.000,0.000,0.154,0.000,0.085,0.000,0.132,0.000,0.000,0.264,0.075,0.057,0.082,0.185,0.226,0.292,0.073,0.074
model.000.08.pdb,0.014,0.207,0.293,0.203,0.158,0.106,0.102,0.111,0.000,0.096,0.012,0.446,0.190,0.014,0.013,0.000,0.354,0.409,0.472,0.147,0.134,0.283,0.377,0.027,0.039,0.000,0.200,0.033,0.099,0.423
model.000.09.pdb,0.053,0.000,0.169,0.000,0.104,0.066,0.141,0.083,0.000,0.000,0.182,0.156,0.185,0.083,0.200,0.361,0.000,0.094,0.117,0.323,0.183,0.000,0.125,0.000,0.397,0.103,0.121,0.164,0.000,0.188
