 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb,model.000.10.pdb,model.000.11.pdb,model.000.12.pdb,model.000.13.pdb,model.000.14.pdb,model.000.15.pdb,model.000.16.pdb,model.000.17.pdb,model.000.18.pdb,model.000.19.pdb,model.000.20.pdb,model.000.21.pdb,model.000.22.pdb,model.000.23.pdb,model.000.24.pdb,model.000.25.pdb,model.000.26.pdb,model.000.27.pdb,model.000.28.pdb,model.000.29.pdb
model.000.00.pdb,0.245,0.304,0.123,0.088,0.157,0.080,0.070,0.125,0.254,0.181,0.060,0.319,0.028,0.116,0.067,0.140,0.120,0.183,0.159,0.171,0.070,0.169,0.079,0.483,0.000,0.232,0.074,0.102,0.043,0.107
model.000.01.pdb,0.013,0.137,0.000,0.012,0.548,0.011,0.478,0.457,0.022,0.479,0.320,0.098,0.037,0.452,0.298,0.014,0.548,0.013,0.000,0.571,0.000,0.564,0.314,0.125,0.000,0.234,0.122,0.408,0.000,0.493
model.000.02.pdb,0.405,0.158,0.500,0.241,0.011,0.298,0.024,0.020,0.540,0.034,0.000,0.254,0.082,0.011,0.000,0.234,0.011,0.684,0.535,0.000,0.408,0.000,0.000,0.367,0.192,0.054,0.031,0.023,0.082,0.000
model.000.03.pdb,0.118,0.032,0.362,0.161,0.056,0.180,0.064,0.088,0.596,0.023,0.013,0.414,0.000,0.074,0.000,0.077,0.056,0.292,0.422,0.013,0.288,0.000,0.000,0.481,0.154,0.000,0.185,0.060,0.000,0.000
model.000.04.pdb,0.439,0.294,0.082,0.634,0.011,0.480,0.012,0.063,0.116,0.071,0.155,0.050,0.535,0.072,0.000,0.611,0.021,0.306,0.119,0.012,0.150,0.000,0.014,0.093,0.069,0.219,0.000,0.111,0.610,0.000
model.000.05.pdb,0.000,0.000,0.388,0.131,0.126,0.206,0.145,0.108,0.254,0.033,0.050,0.162,0.030,0.046,0.000,0.017,0.089,0.179,0.388,0.000,0.479,0.000,0.132,0.105,0.641,0.000,0.193,0.070,0.097,0.158
model.000.06.pdb,0.300,0.091,0.469,0.431,0.020,0.481,0.034,0.039,0.456,0.021,0.023,0.169,0.161,0.056,0.000,0.280,0.020,0.628,0.500,0.011,0.562,0.000,0.000,0.222,0.333,0.012,0.029,0.043,0.220,0.011
model.000.07.pdb,0.306,0.365,0.145,0.108,0.074,0.113,0.023,0.082,0.224,0.143,0.048,0.236,0.060,0.056,0.127,0.189,0.063,0.232,0.183,0.115,0.104,0.156,0.013,0.381,0.015,0.277,0.000,0.080,0.060,0.034
model.000.08.pdb,0.405,0.435,0.179,0.155,0.032,0.138,0.012,0.063,0.262,0.123,0.051,0.217,0.082,0.060,0.018,0.261,0.043,0.280,0.222,0.065,0.113,0.062,0.000,0.344,0.016,0.238,0.015,0.084,0.082,0.024
model.000.09.pdb,0.000,0.000,0.029,0.044,0.370,0.099,0.483,0.419,0.025,0.267,0.365,0.048,0.045,0.348,0.017,0.000,0.351,0.000,0.061,0.194,0.141,0.074,0.463,0.036,0.200,0.065,0.167,0.382,0.077,0.406
model.000.10.pdb,0.327,0.125,0.333,0.622,0.030,0.667,0.046,0.039,0.277,0.021,0.073,0.125,0.286,0.056,0.000,0.391,0.030,0.556,0.385,0.011,0.442,0.000,0.000,0.189,0.283,0.050,0.000,0.055,0.385,0.000
model.000.11.pdb,0.391,0.127,0.479,0.385,0.020,0.411,0.034,0.029,0.464,0.032,0.012,0.219,0.164,0.033,0.000,0.286,0.020,0.683,0.449,0.012,0.370,0.000,0.000,0.318,0.241,0.037,0.029,0.033,0.183,0.000
model.000.12.pdb,0.500,0.488,0.032,0.413,0.000,0.286,0.000,0.021,0.103,0.099,0.127,0.025,0.455,0.036,0.000,0.697,0.000,0.265,0.103,0.013,0.063,0.015,0.000,0.111,0.017,0.310,0.000,0.073,0.362,0.000
model.000.13.pdb,0.000,0.000,0.029,0.075,0.365,0.145,0.500,0.413,0.025,0.263,0.359,0.035,0.076,0.362,0.016,0.000,0.347,0.015,0.060,0.225,0.156,0.072,0.429,0.024,0.196,0.051,0.164,0.377,0.109,0.338
model.000.14.pdb,0.667,0.348,0.107,0.500,0.000,0.346,0.000,0.021,0.141,0.036,0.099,0.053,0.378,0.024,0.000,0.636,0.000,0.395,0.127,0.000,0.083,0.000,0.000,0.130,0.036,0.233,0.000,0.062,0.378,0.000
model.000.15.pdb,0.400,0.481,0.085,0.147,0.115,0.104,0.032,0.109,0.158,0.229,0.120,0.203,0.116,0.087,0.079,0.278,0.092,0.190,0.116,0.148,0.053,0.143,0.036,0.329,0.000,0.413,0.013,0.135,0.100,0.078
model.000.16.pdb,0.308,0.234,0.055,0.513,0.011,0.347,0.013,0.057,0.045,0.064,0.156,0.000,0.568,0.052,0.000,0.471,0.023,0.191,0.036,0.014,0.052,0.000,0.015,0.028,0.059,0.250,0.000,0.108,0.568,0.000
model.000.17.pdb,0.000,0.055,0.013,0.083,0.486,0.118,0.548,0.514,0.011,0.378,0.453,0.067,0.085,0.639,0.062,0.000,0.574,0.014,0.013,0.431,0.067,0.250,0.433,0.045,0.074,0.141,0.167,0.554,0.100,0.448
model.000.18.pdb,0.240,0.045,0.327,0.522,0.031,0.711,0.060,0.040,0.231,0.022,0.090,0.087,0.255,0.082,0.000,0.245,0.053,0.489,0.380,0.024,0.532,0.000,0.013,0.133,0.354,0.000,0.000,0.081,0.380,0.011
model.000.19.pdb,0.077,0.041,0.203,0.013,0.138,0.037,0.055,0.098,0.333,0.052,0.000,0.583,0.000,0.064,0.172,0.030,0.092,0.119,0.167,0.134,0.111,0.143,0.062,0.550,0.028,0.085,0.185,0.041,0.000,0.078
model.000.20.pdb,0.012,0.096,0.034,0.136,0.407,0.179,0.467,0.615,0.052,0.487,0.621,0.038,0.213,0.652,0.051,0.037,0.458,0.035,0.022,0.305,0.106,0.160,0.333,0.059,0.115,0.241,0.071,0.667,0.247,0.370
model.000.21.pdb,0.000,0.000,0.353,0.061,0.125,0.132,0.128,0.106,0.356,0.044,0.024,0.208,0.000,0.034,0.000,0.000,0.088,0.155,0.353,0.000,0.358,0.000,0.147,0.149,0.477,0.000,0.255,0.057,0.015,0.171
model.000.22.pdb,0.268,0.255,0.054,0.500,0.000,0.340,0.000,0.044,0.029,0.091,0.154,0.000,0.686,0.051,0.000,0.457,0.011,0.188,0.017,0.000,0.051,0.000,0.000,0.014,0.058,0.268,0.000,0.092,0.595,0.000
