 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb,model.000.10.pdb,model.000.11.pdb,model.000.12.pdb,model.000.13.pdb,model.000.14.pdb,model.000.15.pdb,model.000.16.pdb,model.000.17.pdb,model.000.18.pdb,model.000.19.pdb,model.000.20.pdb,model.000.21.pdb,model.000.22.pdb,model.000.23.pdb,model.000.24.pdb,model.000.25.pdb,model.000.26.pdb,model.000.27.pdb,model.000.28.pdb,model.000.29.pdb
model.000.00.pdb,0.000,0.000,0.222,0.000,0.157,0.042,0.149,0.135,0.262,0.046,0.051,0.235,0.000,0.060,0.000,0.000,0.129,0.067,0.245,0.038,0.232,0.030,0.190,0.155,0.378,0.000,0.404,0.059,0.015,0.211
model.000.01.pdb,0.226,0.043,0.412,0.404,0.020,0.569,0.046,0.039,0.361,0.010,0.060,0.125,0.161,0.080,0.000,0.208,0.041,0.522,0.500,0.011,0.630,0.000,0.000,0.158,0.478,0.000,0.029,0.067,0.263,0.022
model.000.02.pdb,0.000,0.053,0.013,0.025,0.549,0.060,0.597,0.554,0.000,0.400,0.433,0.054,0.026,0.493,0.060,0.000,0.507,0.000,0.039,0.371,0.092,0.258,0.561,0.021,0.134,0.136,0.176,0.465,0.053,0.613
model.000.03.pdb,0.060,0.068,0.258,0.000,0.161,0.024,0.043,0.108,0.348,0.062,0.011,0.574,0.000,0.052,0.150,0.014,0.091,0.118,0.219,0.146,0.125,0.157,0.048,0.541,0.088,0.111,0.182,0.052,0.000,0.065
model.000.04.pdb,0.347,0.159,0.281,0.682,0.020,0.620,0.034,0.049,0.292,0.021,0.085,0.083,0.281,0.067,0.000,0.444,0.020,0.449,0.304,0.011,0.382,0.000,0.000,0.141,0.255,0.090,0.000,0.054,0.377,0.011
model.000.05.pdb,0.208,0.048,0.250,0.467,0.056,0.622,0.091,0.064,0.206,0.023,0.080,0.051,0.182,0.100,0.000,0.213,0.056,0.370,0.327,0.025,0.511,0.000,0.042,0.095,0.356,0.000,0.016,0.085,0.300,0.037
model.000.06.pdb,0.109,0.099,0.279,0.013,0.113,0.024,0.043,0.066,0.369,0.062,0.011,0.548,0.000,0.041,0.131,0.045,0.069,0.169,0.258,0.106,0.141,0.095,0.048,0.593,0.104,0.084,0.219,0.041,0.000,0.054
model.000.07.pdb,0.020,0.188,0.000,0.000,0.208,0.000,0.086,0.136,0.015,0.224,0.106,0.119,0.018,0.127,0.297,0.021,0.160,0.000,0.000,0.259,0.000,0.364,0.100,0.159,0.000,0.302,0.018,0.095,0.000,0.132
model.000.08.pdb,0.069,0.131,0.095,0.000,0.125,0.000,0.048,0.106,0.159,0.133,0.037,0.318,0.000,0.070,0.250,0.017,0.112,0.063,0.062,0.181,0.014,0.241,0.040,0.349,0.000,0.209,0.095,0.057,0.000,0.085
model.000.09.pdb,0.576,0.372,0.054,0.463,0.000,0.314,0.000,0.033,0.094,0.050,0.103,0.013,0.372,0.025,0.000,0.594,0.000,0.295,0.093,0.000,0.051,0.000,0.000,0.087,0.019,0.246,0.000,0.064,0.405,0.000
model.000.10.pdb,0.000,0.119,0.000,0.000,0.433,0.000,0.349,0.403,0.000,0.444,0.302,0.050,0.065,0.435,0.239,0.018,0.433,0.000,0.000,0.547,0.000,0.500,0.389,0.038,0.000,0.258,0.119,0.286,0.031,0.387
model.000.11.pdb,0.000,0.073,0.000,0.011,0.595,0.011,0.529,0.482,0.010,0.468,0.316,0.093,0.035,0.442,0.274,0.000,0.639,0.012,0.000,0.677,0.000,0.492,0.492,0.072,0.000,0.176,0.205,0.366,0.011,0.588
model.000.12.pdb,0.140,0.075,0.333,0.028,0.085,0.053,0.022,0.070,0.537,0.043,0.000,0.636,0.000,0.044,0.033,0.067,0.041,0.228,0.333,0.035,0.190,0.027,0.038,0.660,0.115,0.063,0.241,0.021,0.000,0.022
model.000.13.pdb,0.228,0.069,0.510,0.393,0.019,0.545,0.055,0.057,0.419,0.020,0.057,0.203,0.167,0.075,0.000,0.211,0.039,0.531,0.604,0.011,0.667,0.000,0.000,0.240,0.404,0.000,0.069,0.074,0.262,0.010
model.000.14.pdb,0.220,0.096,0.140,0.568,0.012,0.585,0.056,0.057,0.079,0.025,0.141,0.000,0.357,0.111,0.000,0.289,0.048,0.250,0.118,0.014,0.224,0.000,0.015,0.043,0.205,0.062,0.000,0.095,0.500,0.013
model.000.15.pdb,0.259,0.081,0.633,0.306,0.019,0.397,0.042,0.075,0.625,0.029,0.032,0.324,0.096,0.051,0.000,0.180,0.019,0.529,0.633,0.011,0.482,0.000,0.000,0.371,0.333,0.022,0.127,0.051,0.143,0.000
model.000.16.pdb,0.161,0.091,0.309,0.058,0.062,0.081,0.034,0.081,0.566,0.043,0.011,0.579,0.014,0.056,0.050,0.103,0.041,0.228,0.358,0.023,0.190,0.027,0.025,0.600,0.097,0.050,0.180,0.032,0.014,0.011
model.000.17.pdb,0.278,0.086,0.434,0.426,0.029,0.585,0.067,0.047,0.381,0.020,0.070,0.146,0.188,0.100,0.000,0.259,0.050,0.574,0.551,0.022,0.646,0.000,0.012,0.211,0.412,0.011,0.027,0.087,0.288,0.011
model.000.18.pdb,0.019,0.000,0.386,0.127,0.058,0.211,0.081,0.079,0.200,0.012,0.041,0.097,0.089,0.050,0.000,0.039,0.046,0.157,0.326,0.000,0.561,0.000,0.077,0.069,0.839,0.000,0.130,0.049,0.173,0.095
model.000.19.pdb,0.109,0.000,0.511,0.232,0.021,0.357,0.036,0.051,0.317,0.011,0.037,0.147,0.115,0.046,0.000,0.091,0.021,0.320,0.447,0.000,0.614,0.000,0.027,0.120,0.684,0.000,0.097,0.034,0.193,0.048
model.000.20.pdb,0.148,0.113,0.327,0.029,0.065,0.055,0.011,0.040,0.481,0.056,0.012,0.554,0.000,0.022,0.034,0.070,0.021,0.218,0.327,0.076,0.180,0.043,0.026,0.635,0.102,0.080,0.232,0.011,0.000,0.023
model.000.21.pdb,0.000,0.064,0.037,0.151,0.412,0.197,0.478,0.532,0.000,0.403,0.571,0.020,0.186,0.582,0.057,0.027,0.468,0.038,0.025,0.375,0.117,0.194,0.373,0.031,0.145,0.218,0.092,0.574,0.203,0.431
model.000.22.pdb,0.298,0.110,0.528,0.302,0.047,0.391,0.064,0.064,0.559,0.050,0.021,0.253,0.110,0.051,0.000,0.237,0.037,0.580,0.558,0.010,0.556,0.000,0.023,0.329,0.351,0.033,0.052,0.050,0.157,0.041
