 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb,model.000.10.pdb,model.000.11.pdb,model.000.12.pdb,model.000.13.pdb,model.000.14.pdb,model.000.15.pdb,model.000.16.pdb,model.000.17.pdb,model.000.18.pdb,model.000.19.pdb,model.000.20.pdb,model.000.21.pdb,model.000.22.pdb,model.000.23.pdb,model.000.24.pdb,model.000.25.pdb,model.000.26.pdb,model.000.27.pdb,model.000.28.pdb,model.000.29.pdb
model.000.00.pdb,0.026,0.197,0.012,0.132,0.369,0.134,0.405,0.500,0.043,0.571,0.656,0.030,0.250,0.565,0.056,0.085,0.402,0.025,0.012,0.329,0.023,0.205,0.288,0.031,0.013,0.366,0.076,0.627,0.197,0.312
model.000.01.pdb,0.259,0.081,0.509,0.397,0.038,0.517,0.065,0.065,0.468,0.040,0.043,0.225,0.159,0.073,0.000,0.241,0.038,0.560,0.569,0.011,0.596,0.000,0.011,0.263,0.434,0.011,0.067,0.072,0.212,0.031
model.000.02.pdb,0.015,0.226,0.000,0.085,0.309,0.077,0.301,0.423,0.036,0.603,0.586,0.022,0.267,0.500,0.047,0.046,0.325,0.014,0.000,0.333,0.000,0.145,0.214,0.034,0.000,0.397,0.041,0.613,0.169,0.231
model.000.03.pdb,0.333,0.204,0.054,0.538,0.023,0.367,0.026,0.080,0.045,0.077,0.172,0.000,0.553,0.079,0.000,0.417,0.035,0.213,0.035,0.027,0.051,0.000,0.030,0.027,0.038,0.246,0.000,0.107,0.553,0.000
model.000.04.pdb,0.000,0.048,0.012,0.048,0.773,0.056,0.683,0.564,0.032,0.534,0.392,0.141,0.048,0.571,0.114,0.000,0.696,0.024,0.012,0.493,0.023,0.324,0.600,0.132,0.012,0.165,0.208,0.500,0.036,0.574
model.000.05.pdb,0.082,0.017,0.250,0.488,0.034,0.619,0.068,0.067,0.092,0.037,0.152,0.013,0.277,0.122,0.000,0.130,0.071,0.208,0.200,0.027,0.370,0.000,0.015,0.013,0.333,0.043,0.000,0.120,0.429,0.013
model.000.06.pdb,0.204,0.059,0.532,0.352,0.041,0.481,0.058,0.039,0.456,0.032,0.048,0.200,0.125,0.067,0.000,0.185,0.041,0.522,0.600,0.023,0.630,0.000,0.025,0.257,0.388,0.000,0.043,0.067,0.161,0.034
model.000.07.pdb,0.265,0.095,0.232,0.707,0.021,0.711,0.048,0.061,0.212,0.022,0.118,0.048,0.327,0.095,0.000,0.356,0.042,0.396,0.255,0.012,0.358,0.000,0.000,0.104,0.275,0.066,0.000,0.081,0.438,0.011
model.000.08.pdb,0.269,0.074,0.490,0.370,0.030,0.446,0.045,0.049,0.500,0.032,0.047,0.197,0.123,0.067,0.000,0.226,0.030,0.614,0.553,0.011,0.583,0.000,0.012,0.271,0.380,0.012,0.043,0.054,0.177,0.022
model.000.09.pdb,0.026,0.176,0.012,0.114,0.376,0.131,0.413,0.544,0.032,0.514,0.717,0.071,0.243,0.642,0.040,0.039,0.427,0.012,0.012,0.321,0.059,0.169,0.247,0.084,0.037,0.320,0.074,0.820,0.225,0.274
model.000.10.pdb,0.218,0.057,0.480,0.415,0.030,0.519,0.045,0.038,0.417,0.031,0.047,0.165,0.156,0.066,0.000,0.200,0.030,0.500,0.510,0.023,0.571,0.000,0.012,0.184,0.489,0.000,0.057,0.054,0.213,0.022
model.000.11.pdb,0.063,0.321,0.000,0.136,0.238,0.108,0.224,0.346,0.012,0.478,0.500,0.022,0.345,0.386,0.066,0.119,0.253,0.014,0.000,0.250,0.000,0.132,0.137,0.034,0.000,0.536,0.000,0.485,0.233,0.175
model.000.12.pdb,0.000,0.065,0.012,0.025,0.600,0.047,0.554,0.560,0.033,0.507,0.420,0.124,0.038,0.615,0.123,0.000,0.600,0.026,0.012,0.508,0.024,0.328,0.492,0.140,0.000,0.175,0.139,0.514,0.025,0.522
model.000.13.pdb,0.169,0.041,0.551,0.305,0.060,0.448,0.105,0.088,0.426,0.031,0.070,0.253,0.101,0.112,0.000,0.153,0.071,0.451,0.520,0.011,0.717,0.000,0.024,0.278,0.440,0.000,0.086,0.111,0.169,0.032
model.000.14.pdb,0.000,0.049,0.012,0.012,0.691,0.033,0.677,0.644,0.043,0.447,0.347,0.096,0.024,0.521,0.134,0.000,0.643,0.025,0.012,0.464,0.035,0.333,0.567,0.086,0.066,0.128,0.164,0.434,0.000,0.667
model.000.15.pdb,0.000,0.241,0.000,0.090,0.259,0.096,0.247,0.372,0.000,0.492,0.600,0.011,0.309,0.439,0.105,0.067,0.308,0.000,0.000,0.313,0.014,0.154,0.227,0.011,0.000,0.474,0.014,0.477,0.200,0.211
model.000.16.pdb,0.200,0.043,0.460,0.396,0.030,0.558,0.045,0.038,0.400,0.032,0.060,0.152,0.159,0.055,0.000,0.182,0.040,0.511,0.553,0.023,0.652,0.000,0.012,0.203,0.438,0.000,0.043,0.066,0.237,0.022
