 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb,model.000.10.pdb,model.000.11.pdb,model.000.12.pdb,model.000.13.pdb,model.000.14.pdb,model.000.15.pdb,model.000.16.pdb,model.000.17.pdb,model.000.18.pdb,model.000.19.pdb,model.000.20.pdb,model.000.21.pdb,model.000.22.pdb,model.000.23.pdb,model.000.24.pdb,model.000.25.pdb,model.000.26.pdb,model.000.27.pdb,model.000.28.pdb,model.000.29.pdb
model.000.00.pdb,0.085,0.593,0.608,0.034,0.000,0.540,0.574,0.283,0.236,0.034,0.115,0.451,0.333,0.080,0.804,0.040,0.065,0.147,0.242,0.388,0.538,0.138,0.013,0.686,0.031,0.036,0.518,0.164,0.176,0.000
model.000.01.pdb,0.145,0.079,0.085,0.014,0.015,0.093,0.436,0.724,0.389,0.090,0.000,0.018,0.643,0.101,0.300,0.000,0.096,0.000,0.017,0.220,0.069,0.000,0.151,0.153,0.000,0.030,0.098,0.000,0.016,0.000
model.000.02.pdb,0.081,0.636,0.686,0.067,0.000,0.558,0.393,0.125,0.091,0.080,0.096,0.560,0.153,0.126,0.526,0.138,0.121,0.123,0.227,0.440,0.647,0.228,0.012,0.698,0.105,0.083,0.780,0.141,0.167,0.000
model.000.03.pdb,0.348,0.117,0.079,0.460,0.211,0.000,0.057,0.062,0.000,0.358,0.000,0.072,0.000,0.382,0.051,0.537,0.420,0.040,0.000,0.133,0.096,0.200,0.145,0.089,0.530,0.526,0.133,0.062,0.013,0.108
model.000.04.pdb,0.057,0.780,0.809,0.044,0.000,0.667,0.453,0.145,0.127,0.056,0.139,0.540,0.175,0.102,0.623,0.093,0.086,0.174,0.270,0.392,0.729,0.190,0.000,0.894,0.061,0.071,0.630,0.205,0.203,0.000
model.000.05.pdb,0.508,0.127,0.118,0.532,0.309,0.026,0.100,0.076,0.014,0.516,0.011,0.041,0.000,0.672,0.089,0.606,0.656,0.013,0.000,0.183,0.122,0.045,0.302,0.127,0.507,0.552,0.100,0.035,0.025,0.230
model.000.06.pdb,0.000,0.242,0.200,0.023,0.038,0.281,0.045,0.016,0.123,0.024,0.660,0.228,0.091,0.011,0.179,0.010,0.033,0.644,0.738,0.000,0.169,0.170,0.014,0.171,0.021,0.012,0.191,0.620,0.767,0.046
model.000.07.pdb,0.406,0.093,0.098,0.613,0.288,0.037,0.079,0.056,0.000,0.456,0.044,0.038,0.000,0.545,0.083,0.609,0.559,0.049,0.037,0.134,0.100,0.072,0.261,0.106,0.603,0.583,0.081,0.081,0.023,0.231
model.000.08.pdb,0.051,0.600,0.617,0.024,0.000,0.614,0.511,0.216,0.170,0.024,0.141,0.511,0.261,0.048,0.711,0.021,0.034,0.180,0.291,0.348,0.574,0.154,0.014,0.667,0.022,0.038,0.549,0.197,0.213,0.000
model.000.09.pdb,0.154,0.108,0.115,0.026,0.014,0.125,0.463,0.688,0.421,0.100,0.014,0.034,0.613,0.143,0.353,0.011,0.120,0.000,0.033,0.256,0.082,0.000,0.161,0.180,0.012,0.043,0.145,0.014,0.031,0.000
