 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb,model.000.10.pdb,model.000.11.pdb,model.000.12.pdb,model.000.13.pdb,model.000.14.pdb,model.000.15.pdb,model.000.16.pdb,model.000.17.pdb,model.000.18.pdb,model.000.19.pdb,model.000.20.pdb,model.000.21.pdb,model.000.22.pdb,model.000.23.pdb,model.000.24.pdb,model.000.25.pdb,model.000.26.pdb,model.000.27.pdb,model.000.28.pdb,model.000.29.pdb
model.000.00.pdb,0.000,0.488,0.235,0.000,0.040,0.078,0.015,0.029,0.109,0.304,0.172,0.023,0.044,0.092,0.034,0.000,0.357,0.180,0.000,0.177,0.023,0.286,0.175,0.025,0.184,0.000,0.000,0.000,0.000,0.048
model.000.01.pdb,0.053,0.511,0.077,0.038,0.269,0.027,0.321,0.167,0.054,0.098,0.051,0.157,0.186,0.054,0.000,0.203,0.600,0.053,0.070,0.096,0.080,0.097,0.052,0.205,0.444,0.045,0.038,0.088,0.000,0.221
model.000.02.pdb,0.000,0.133,0.591,0.012,0.000,0.407,0.028,0.000,0.322,0.426,0.519,0.021,0.052,0.345,0.447,0.000,0.016,0.519,0.034,0.290,0.022,0.436,0.500,0.011,0.032,0.000,0.012,0.000,0.015,0.022
model.000.03.pdb,0.013,0.169,0.365,0.025,0.049,0.041,0.136,0.013,0.039,0.388,0.297,0.128,0.170,0.026,0.113,0.000,0.161,0.311,0.045,0.095,0.091,0.194,0.323,0.113,0.065,0.033,0.037,0.000,0.000,0.131
model.000.04.pdb,0.571,0.032,0.020,0.697,0.402,0.128,0.195,0.486,0.125,0.021,0.057,0.416,0.375,0.149,0.077,0.403,0.093,0.048,0.671,0.122,0.562,0.058,0.037,0.422,0.159,0.671,0.600,0.465,0.263,0.393
model.000.05.pdb,0.011,0.152,0.472,0.023,0.045,0.077,0.155,0.012,0.075,0.415,0.452,0.169,0.183,0.062,0.226,0.000,0.091,0.450,0.042,0.114,0.144,0.225,0.508,0.129,0.014,0.064,0.059,0.000,0.000,0.146
model.000.06.pdb,0.500,0.012,0.023,0.683,0.333,0.105,0.177,0.297,0.066,0.024,0.098,0.474,0.375,0.090,0.115,0.304,0.037,0.077,0.586,0.065,0.652,0.054,0.075,0.408,0.063,0.632,0.629,0.274,0.250,0.412
model.000.07.pdb,0.474,0.062,0.019,0.519,0.446,0.110,0.282,0.333,0.087,0.020,0.104,0.560,0.489,0.097,0.108,0.359,0.076,0.086,0.549,0.075,0.646,0.075,0.074,0.482,0.099,0.588,0.560,0.282,0.174,0.518
model.000.08.pdb,0.022,0.215,0.446,0.045,0.011,0.554,0.000,0.000,0.508,0.418,0.431,0.039,0.076,0.508,0.362,0.000,0.042,0.500,0.084,0.542,0.029,0.698,0.438,0.021,0.027,0.051,0.045,0.024,0.069,0.029
model.000.09.pdb,0.438,0.148,0.011,0.427,0.594,0.041,0.478,0.417,0.040,0.022,0.029,0.494,0.530,0.030,0.022,0.455,0.254,0.040,0.481,0.050,0.463,0.030,0.019,0.662,0.286,0.427,0.446,0.269,0.123,0.526
model.000.10.pdb,0.315,0.091,0.024,0.342,0.443,0.022,0.579,0.292,0.011,0.012,0.065,0.672,0.595,0.011,0.037,0.318,0.159,0.044,0.367,0.021,0.461,0.011,0.066,0.677,0.141,0.403,0.361,0.139,0.079,0.618
model.000.11.pdb,0.089,0.178,0.222,0.124,0.073,0.709,0.011,0.118,0.684,0.197,0.205,0.046,0.101,0.684,0.178,0.060,0.051,0.228,0.170,0.633,0.066,0.492,0.193,0.060,0.107,0.134,0.075,0.165,0.167,0.067
